"","OCEANA.Class","OCEANA.fieldacres","OCEANA.Commodity","OCEANA.Bin","OCEANA.Year","OCEANA.year","OCEANA.threshold","OCEANA.NASSacres","OCEANA.County"
"1209",222,747.040707026783,"SQUASH","Row Crops",2012,2012,7,2996,"OCEANA"
"1210",229,134.19201528397,"PUMPKINS","Pumpkins",2012,2012,7,730,"OCEANA"
"1212",1,12477.8567472692,"CORN","Corn",2012,2012,6,29747,"OCEANA"
"1213",4,21.4555981606952,"SORGHUM","Row Crops",2012,2012,6,60,"OCEANA"
"1214",5,2501.16102861081,"SOYBEANS","Soy",2012,2012,6,4698,"OCEANA"
"1215",24,1256.89134067952,"WHEAT","Winter Wheat",2012,2012,6,5014,"OCEANA"
"1216",27,136.473847737131,"RYE","Rye",2012,2012,6,803,"OCEANA"
"1217",36,8339.63775356669,"HAY","Alfalfa",2012,2012,6,20957,"OCEANA"
"1221",66,2893.13054851069,"CHERRIES","Cherries",2012,2012,6,9959,"OCEANA"
"1222",67,96.0185169462128,"PEACHES","Tree Crops",2012,2012,6,1285,"OCEANA"
"1223",68,1140.65897468062,"APPLES","Apples",2012,2012,6,4299,"OCEANA"
"1225",206,152.483998382051,"CARROTS","Row Crops",2012,2012,6,1203,"OCEANA"
"1226",207,2746.90618503102,"ASPARAGUS","Row Crops",2012,2012,6,8535,"OCEANA"
"1228",222,747.329947260134,"SQUASH","Row Crops",2012,2012,6,2996,"OCEANA"
"1229",229,134.438222024717,"PUMPKINS","Pumpkins",2012,2012,6,730,"OCEANA"
"1231",1,12668.2825972589,"CORN","Corn",2012,2012,5,29747,"OCEANA"
"1232",4,21.4555981606952,"SORGHUM","Row Crops",2012,2012,5,60,"OCEANA"
"1233",5,2517.46403134855,"SOYBEANS","Soy",2012,2012,5,4698,"OCEANA"
"1234",24,1271.71790570205,"WHEAT","Winter Wheat",2012,2012,5,5014,"OCEANA"
"1235",27,137.18661287939,"RYE","Rye",2012,2012,5,803,"OCEANA"
"1236",36,8446.26905489979,"HAY","Alfalfa",2012,2012,5,20957,"OCEANA"
"1240",66,3037.52311951844,"CHERRIES","Cherries",2012,2012,5,9959,"OCEANA"
"1241",67,95.5145583040582,"PEACHES","Tree Crops",2012,2012,5,1285,"OCEANA"
"1242",68,1172.15396938078,"APPLES","Apples",2012,2012,5,4299,"OCEANA"
"1244",206,154.688581927065,"CARROTS","Row Crops",2012,2012,5,1203,"OCEANA"
"1245",207,2758.46071320788,"ASPARAGUS","Row Crops",2012,2012,5,8535,"OCEANA"
"1247",222,747.362839131587,"SQUASH","Row Crops",2012,2012,5,2996,"OCEANA"
"1248",229,134.438222024717,"PUMPKINS","Pumpkins",2012,2012,5,730,"OCEANA"
"1250",1,12836.7548554433,"CORN","Corn",2012,2012,4,29747,"OCEANA"
"1251",4,21.4555981606952,"SORGHUM","Row Crops",2012,2012,4,60,"OCEANA"
"1252",5,2521.91695650506,"SOYBEANS","Soy",2012,2012,4,4698,"OCEANA"
"1253",24,1263.43405402645,"WHEAT","Winter Wheat",2012,2012,4,5014,"OCEANA"
"1254",27,137.026551671387,"RYE","Rye",2012,2012,4,803,"OCEANA"
"1255",36,8617.08529835708,"HAY","Alfalfa",2012,2012,4,20957,"OCEANA"
"1259",66,3190.1598778073,"CHERRIES","Cherries",2012,2012,4,9959,"OCEANA"
"1260",67,95.5160213876666,"PEACHES","Tree Crops",2012,2012,4,1285,"OCEANA"
"1261",68,1235.08760041079,"APPLES","Apples",2012,2012,4,4299,"OCEANA"
"1263",206,155.495703383601,"CARROTS","Row Crops",2012,2012,4,1203,"OCEANA"
"1264",207,2786.84175374119,"ASPARAGUS","Row Crops",2012,2012,4,8535,"OCEANA"
"1266",216,22.4041554970093,"PEPPERS","Row Crops",2012,2012,4,77,"OCEANA"
"1267",222,748.886797593658,"SQUASH","Row Crops",2012,2012,4,2996,"OCEANA"
"1268",229,148.171513083945,"PUMPKINS","Pumpkins",2012,2012,4,730,"OCEANA"
"1270",1,13027.3321975994,"CORN","Corn",2012,2012,3,29747,"OCEANA"
"1271",4,30.5911917533441,"SORGHUM","Row Crops",2012,2012,3,60,"OCEANA"
"1272",5,2529.14497943279,"SOYBEANS","Soy",2012,2012,3,4698,"OCEANA"
"1273",24,1299.9652598664,"WHEAT","Winter Wheat",2012,2012,3,5014,"OCEANA"
"1274",27,138.667464097426,"RYE","Rye",2012,2012,3,803,"OCEANA"
"1275",36,8993.86549603601,"HAY","Alfalfa",2012,2012,3,20957,"OCEANA"
"1279",66,3523.90089482218,"CHERRIES","Cherries",2012,2012,3,9959,"OCEANA"
"1280",67,107.088315816778,"PEACHES","Tree Crops",2012,2012,3,1285,"OCEANA"
"1281",68,1258.84006663392,"APPLES","Apples",2012,2012,3,4299,"OCEANA"
"1283",206,156.957293683878,"CARROTS","Row Crops",2012,2012,3,1203,"OCEANA"
"1284",207,2836.87748775706,"ASPARAGUS","Row Crops",2012,2012,3,8535,"OCEANA"
"1286",216,22.6117226412628,"PEPPERS","Row Crops",2012,2012,3,77,"OCEANA"
"1287",222,750.603403602159,"SQUASH","Row Crops",2012,2012,3,2996,"OCEANA"
"1288",229,147.578991008339,"PUMPKINS","Pumpkins",2012,2012,3,730,"OCEANA"
"1290",1,13331.633711668,"CORN","Corn",2012,2012,2,29747,"OCEANA"
"1291",4,21.4578598410901,"SORGHUM","Row Crops",2012,2012,2,60,"OCEANA"
"1292",5,2551.70894559409,"SOYBEANS","Soy",2012,2012,2,4698,"OCEANA"
"1293",24,1363.94946450035,"WHEAT","Winter Wheat",2012,2012,2,5014,"OCEANA"
"1294",27,138.885654403873,"RYE","Rye",2012,2012,2,803,"OCEANA"
"1295",36,9202.87723967778,"HAY","Alfalfa",2012,2012,2,20957,"OCEANA"
"1299",66,4064.01782037854,"CHERRIES","Cherries",2012,2012,2,9959,"OCEANA"
"1300",67,106.760555708581,"PEACHES","Tree Crops",2012,2012,2,1285,"OCEANA"
"1301",68,1298.29943076816,"APPLES","Apples",2012,2012,2,4299,"OCEANA"
"1303",206,157.099546349446,"CARROTS","Row Crops",2012,2012,2,1203,"OCEANA"
"1304",207,2874.53963484447,"ASPARAGUS","Row Crops",2012,2012,2,8535,"OCEANA"
"1306",216,22.7214018183459,"PEPPERS","Row Crops",2012,2012,2,77,"OCEANA"
"1307",222,761.97692260058,"SQUASH","Row Crops",2012,2012,2,2996,"OCEANA"
"1308",229,147.62468208626,"PUMPKINS","Pumpkins",2012,2012,2,730,"OCEANA"
"1310",1,13592.316686617,"CORN","Corn",2012,2012,1,29747,"OCEANA"
"1311",4,21.4578598410901,"SORGHUM","Row Crops",2012,2012,1,60,"OCEANA"
"1312",5,2603.8260805282,"SOYBEANS","Soy",2012,2012,1,4698,"OCEANA"
"1313",24,1438.40403854215,"WHEAT","Winter Wheat",2012,2012,1,5014,"OCEANA"
"1314",27,139.517792641448,"RYE","Rye",2012,2012,1,803,"OCEANA"
"1315",36,9599.16065900289,"HAY","Alfalfa",2012,2012,1,20957,"OCEANA"
"1319",66,4370.52929575347,"CHERRIES","Cherries",2012,2012,1,9959,"OCEANA"
"1320",67,106.861645875421,"PEACHES","Tree Crops",2012,2012,1,1285,"OCEANA"
"1321",68,1386.89082834869,"APPLES","Apples",2012,2012,1,4299,"OCEANA"
"1323",206,157.27436134275,"CARROTS","Row Crops",2012,2012,1,1203,"OCEANA"
"1324",207,2923.52388710328,"ASPARAGUS","Row Crops",2012,2012,1,8535,"OCEANA"
"1326",216,22.7576442972565,"PEPPERS","Row Crops",2012,2012,1,77,"OCEANA"
"1327",222,774.488246827324,"SQUASH","Row Crops",2012,2012,1,2996,"OCEANA"
"1328",229,147.809345987468,"PUMPKINS","Pumpkins",2012,2012,1,730,"OCEANA"
"2407",1,6042.67256100675,"CORN","Corn",2017,2017,14,28798,"OCEANA"
"2409",5,2277.48632535572,"SOYBEANS","Soy",2017,2017,14,10085,"OCEANA"
"2410",24,617.690188818046,"WHEAT","Winter Wheat",2017,2017,14,9790,"OCEANA"
"2411",27,188.6994432756,"RYE","Rye",2017,2017,14,1485,"OCEANA"
"2412",28,19.3038121341736,"OATS","Row Crops",2017,2017,14,654,"OCEANA"
"2413",36,2872.0342465702,"HAY","Alfalfa",2017,2017,14,18664,"OCEANA"
"2416",66,565.091281090021,"CHERRIES","Cherries",2017,2017,14,8558,"OCEANA"
"2417",68,183.057560406245,"APPLES","Apples",2017,2017,14,3650,"OCEANA"
"2419",206,434.506664224916,"CARROTS","Row Crops",2017,2017,14,1828,"OCEANA"
"2420",207,94.3475259415588,"ASPARAGUS","Row Crops",2017,2017,14,13715,"OCEANA"
"2421",222,324.338129744651,"SQUASH","Row Crops",2017,2017,14,5038,"OCEANA"
"2422",229,13.2467424604663,"PUMPKINS","Pumpkins",2017,2017,14,615,"OCEANA"
"2423",1,8840.83302300986,"CORN","Corn",2017,2017,13,28798,"OCEANA"
"2425",5,3249.4379285933,"SOYBEANS","Soy",2017,2017,13,10085,"OCEANA"
"2426",24,777.590780381437,"WHEAT","Winter Wheat",2017,2017,13,9790,"OCEANA"
"2427",27,356.756290505644,"RYE","Rye",2017,2017,13,1485,"OCEANA"
"2428",28,13.9249856889032,"OATS","Row Crops",2017,2017,13,654,"OCEANA"
"2429",36,5668.12874167289,"HAY","Alfalfa",2017,2017,13,18664,"OCEANA"
"2432",66,2283.26074030118,"CHERRIES","Cherries",2017,2017,13,8558,"OCEANA"
"2433",67,23.4101699943915,"PEACHES","Tree Crops",2017,2017,13,1448,"OCEANA"
"2434",68,535.562607143283,"APPLES","Apples",2017,2017,13,3650,"OCEANA"
"2436",77,11.8325268822363,"PEARS","Tree Crops",2017,2017,13,418,"OCEANA"
"2437",206,579.134557408404,"CARROTS","Row Crops",2017,2017,13,1828,"OCEANA"
"2438",207,192.539976906486,"ASPARAGUS","Row Crops",2017,2017,13,13715,"OCEANA"
"2439",222,462.698265745941,"SQUASH","Row Crops",2017,2017,13,5038,"OCEANA"
"2440",229,88.0724078838928,"PUMPKINS","Pumpkins",2017,2017,13,615,"OCEANA"
"2441",1,9848.52618576855,"CORN","Corn",2017,2017,12,28798,"OCEANA"
"2443",5,3410.61065090288,"SOYBEANS","Soy",2017,2017,12,10085,"OCEANA"
"2444",24,810.658227960247,"WHEAT","Winter Wheat",2017,2017,12,9790,"OCEANA"
"2445",27,419.368491713389,"RYE","Rye",2017,2017,12,1485,"OCEANA"
"2446",28,13.9249856889032,"OATS","Row Crops",2017,2017,12,654,"OCEANA"
"2447",36,6590.44240478882,"HAY","Alfalfa",2017,2017,12,18664,"OCEANA"
"2450",66,3138.20445484635,"CHERRIES","Cherries",2017,2017,12,8558,"OCEANA"
"2451",67,26.948399404245,"PEACHES","Tree Crops",2017,2017,12,1448,"OCEANA"
"2452",68,796.447936835213,"APPLES","Apples",2017,2017,12,3650,"OCEANA"
"2454",77,12.8282095732837,"PEARS","Tree Crops",2017,2017,12,418,"OCEANA"
"2455",206,611.507450506135,"CARROTS","Row Crops",2017,2017,12,1828,"OCEANA"
"2456",207,211.041421761253,"ASPARAGUS","Row Crops",2017,2017,12,13715,"OCEANA"
"2457",222,517.070213504559,"SQUASH","Row Crops",2017,2017,12,5038,"OCEANA"
"2458",229,107.6308750833,"PUMPKINS","Pumpkins",2017,2017,12,615,"OCEANA"
"2459",1,10385.2167283285,"CORN","Corn",2017,2017,11,28798,"OCEANA"
"2461",5,3450.02316179349,"SOYBEANS","Soy",2017,2017,11,10085,"OCEANA"
"2462",24,840.653921036253,"WHEAT","Winter Wheat",2017,2017,11,9790,"OCEANA"
"2463",27,442.196216279673,"RYE","Rye",2017,2017,11,1485,"OCEANA"
"2464",28,13.9249856889032,"OATS","Row Crops",2017,2017,11,654,"OCEANA"
"2465",36,6994.51563018434,"HAY","Alfalfa",2017,2017,11,18664,"OCEANA"
"2468",66,3432.12143534417,"CHERRIES","Cherries",2017,2017,11,8558,"OCEANA"
"2469",67,29.8472921653534,"PEACHES","Tree Crops",2017,2017,11,1448,"OCEANA"
"2470",68,893.783273490992,"APPLES","Apples",2017,2017,11,3650,"OCEANA"
"2472",77,28.0821084569598,"PEARS","Tree Crops",2017,2017,11,418,"OCEANA"
"2473",206,630.712375152718,"CARROTS","Row Crops",2017,2017,11,1828,"OCEANA"
"2474",207,214.28273940135,"ASPARAGUS","Row Crops",2017,2017,11,13715,"OCEANA"
"2475",222,522.373884677405,"SQUASH","Row Crops",2017,2017,11,5038,"OCEANA"
"2476",229,109.245484461051,"PUMPKINS","Pumpkins",2017,2017,11,615,"OCEANA"
"2477",1,10760.4759550062,"CORN","Corn",2017,2017,10,28798,"OCEANA"
"2479",5,3514.88139874181,"SOYBEANS","Soy",2017,2017,10,10085,"OCEANA"
"2480",24,864.751181323923,"WHEAT","Winter Wheat",2017,2017,10,9790,"OCEANA"
"2481",27,460.57001107128,"RYE","Rye",2017,2017,10,1485,"OCEANA"
"2482",28,13.9249856889032,"OATS","Row Crops",2017,2017,10,654,"OCEANA"
"2483",36,7241.54845356481,"HAY","Alfalfa",2017,2017,10,18664,"OCEANA"
"2486",66,3699.92387530683,"CHERRIES","Cherries",2017,2017,10,8558,"OCEANA"
"2487",67,29.8472921653534,"PEACHES","Tree Crops",2017,2017,10,1448,"OCEANA"
"2488",68,947.699321061075,"APPLES","Apples",2017,2017,10,3650,"OCEANA"
"2490",77,41.622625400838,"PEARS","Tree Crops",2017,2017,10,418,"OCEANA"
"2491",206,632.236256877103,"CARROTS","Row Crops",2017,2017,10,1828,"OCEANA"
"2492",207,227.098058823149,"ASPARAGUS","Row Crops",2017,2017,10,13715,"OCEANA"
"2493",222,536.53769282418,"SQUASH","Row Crops",2017,2017,10,5038,"OCEANA"
"2494",229,109.421063271837,"PUMPKINS","Pumpkins",2017,2017,10,615,"OCEANA"
"2495",1,11024.3227891365,"CORN","Corn",2017,2017,9,28798,"OCEANA"
"2497",5,3557.67656303736,"SOYBEANS","Soy",2017,2017,9,10085,"OCEANA"
"2498",24,866.736880514767,"WHEAT","Winter Wheat",2017,2017,9,9790,"OCEANA"
"2499",27,462.189573528794,"RYE","Rye",2017,2017,9,1485,"OCEANA"
"2500",28,13.9249856889032,"OATS","Row Crops",2017,2017,9,654,"OCEANA"
"2501",36,7332.07316739425,"HAY","Alfalfa",2017,2017,9,18664,"OCEANA"
"2504",66,3905.25970342908,"CHERRIES","Cherries",2017,2017,9,8558,"OCEANA"
"2505",67,30.0653832919617,"PEACHES","Tree Crops",2017,2017,9,1448,"OCEANA"
"2506",68,935.786142991986,"APPLES","Apples",2017,2017,9,3650,"OCEANA"
"2508",77,55.8591692603009,"PEARS","Tree Crops",2017,2017,9,418,"OCEANA"
"2509",206,633.596947135396,"CARROTS","Row Crops",2017,2017,9,1828,"OCEANA"
"2510",207,235.6041495627,"ASPARAGUS","Row Crops",2017,2017,9,13715,"OCEANA"
"2511",222,551.733564926327,"SQUASH","Row Crops",2017,2017,9,5038,"OCEANA"
"2512",229,110.049440880193,"PUMPKINS","Pumpkins",2017,2017,9,615,"OCEANA"
"2513",1,11230.5708204483,"CORN","Corn",2017,2017,8,28798,"OCEANA"
"2515",5,3531.57690487742,"SOYBEANS","Soy",2017,2017,8,10085,"OCEANA"
"2516",24,910.167657026874,"WHEAT","Winter Wheat",2017,2017,8,9790,"OCEANA"
"2517",27,464.523504294649,"RYE","Rye",2017,2017,8,1485,"OCEANA"
"2518",28,13.9249856889032,"OATS","Row Crops",2017,2017,8,654,"OCEANA"
"2519",36,7376.75777033157,"HAY","Alfalfa",2017,2017,8,18664,"OCEANA"
"2522",66,4027.15831865415,"CHERRIES","Cherries",2017,2017,8,8558,"OCEANA"
"2523",67,30.1075960774316,"PEACHES","Tree Crops",2017,2017,8,1448,"OCEANA"
"2524",68,961.143766374157,"APPLES","Apples",2017,2017,8,3650,"OCEANA"
"2526",77,67.8140333275409,"PEARS","Tree Crops",2017,2017,8,418,"OCEANA"
"2527",206,633.93764001707,"CARROTS","Row Crops",2017,2017,8,1828,"OCEANA"
"2528",207,224.711154259307,"ASPARAGUS","Row Crops",2017,2017,8,13715,"OCEANA"
"2529",222,553.042289775322,"SQUASH","Row Crops",2017,2017,8,5038,"OCEANA"
"2530",229,110.049440880193,"PUMPKINS","Pumpkins",2017,2017,8,615,"OCEANA"
"2531",1,11320.1252059412,"CORN","Corn",2017,2017,7,28798,"OCEANA"
"2533",5,3579.95173651132,"SOYBEANS","Soy",2017,2017,7,10085,"OCEANA"
"2534",24,930.561416618071,"WHEAT","Winter Wheat",2017,2017,7,9790,"OCEANA"
"2535",27,465.219473837955,"RYE","Rye",2017,2017,7,1485,"OCEANA"
"2536",28,13.9249856889032,"OATS","Row Crops",2017,2017,7,654,"OCEANA"
"2537",36,7512.60268718887,"HAY","Alfalfa",2017,2017,7,18664,"OCEANA"
"2540",66,4192.15868745955,"CHERRIES","Cherries",2017,2017,7,8558,"OCEANA"
"2541",67,29.5121672301801,"PEACHES","Tree Crops",2017,2017,7,1448,"OCEANA"
"2542",68,974.775863924047,"APPLES","Apples",2017,2017,7,3650,"OCEANA"
"2544",77,57.274835283346,"PEARS","Tree Crops",2017,2017,7,418,"OCEANA"
"2545",206,635.76013483155,"CARROTS","Row Crops",2017,2017,7,1828,"OCEANA"
"2546",207,224.933548698978,"ASPARAGUS","Row Crops",2017,2017,7,13715,"OCEANA"
"2547",222,553.528754819292,"SQUASH","Row Crops",2017,2017,7,5038,"OCEANA"
"2548",229,109.193787000206,"PUMPKINS","Pumpkins",2017,2017,7,615,"OCEANA"
"2549",1,11305.8993311538,"CORN","Corn",2017,2017,6,28798,"OCEANA"
"2551",5,3608.86777104316,"SOYBEANS","Soy",2017,2017,6,10085,"OCEANA"
"2552",24,936.15803345303,"WHEAT","Winter Wheat",2017,2017,6,9790,"OCEANA"
"2553",27,465.952636967075,"RYE","Rye",2017,2017,6,1485,"OCEANA"
"2554",28,13.9249856889032,"OATS","Row Crops",2017,2017,6,654,"OCEANA"
"2555",36,7675.52687725047,"HAY","Alfalfa",2017,2017,6,18664,"OCEANA"
"2558",66,4359.59896047748,"CHERRIES","Cherries",2017,2017,6,8558,"OCEANA"
"2559",67,35.1137970811365,"PEACHES","Tree Crops",2017,2017,6,1448,"OCEANA"
"2560",68,1005.80696133722,"APPLES","Apples",2017,2017,6,3650,"OCEANA"
"2562",77,63.3489996037329,"PEARS","Tree Crops",2017,2017,6,418,"OCEANA"
"2563",206,637.366546066562,"CARROTS","Row Crops",2017,2017,6,1828,"OCEANA"
"2564",207,239.326906109349,"ASPARAGUS","Row Crops",2017,2017,6,13715,"OCEANA"
"2565",222,554.970581395018,"SQUASH","Row Crops",2017,2017,6,5038,"OCEANA"
"2566",229,109.193787000206,"PUMPKINS","Pumpkins",2017,2017,6,615,"OCEANA"
"2567",1,11400.1788435858,"CORN","Corn",2017,2017,5,28798,"OCEANA"
"2569",5,3618.5460936362,"SOYBEANS","Soy",2017,2017,5,10085,"OCEANA"
"2570",24,938.211166820138,"WHEAT","Winter Wheat",2017,2017,5,9790,"OCEANA"
"2571",27,465.14418707985,"RYE","Rye",2017,2017,5,1485,"OCEANA"
"2572",28,13.9249856889032,"OATS","Row Crops",2017,2017,5,654,"OCEANA"
"2573",36,7711.56228506676,"HAY","Alfalfa",2017,2017,5,18664,"OCEANA"
"2576",66,4602.70446645034,"CHERRIES","Cherries",2017,2017,5,8558,"OCEANA"
"2577",67,29.5121672301801,"PEACHES","Tree Crops",2017,2017,5,1448,"OCEANA"
"2578",68,1051.66570540025,"APPLES","Apples",2017,2017,5,3650,"OCEANA"
"2580",77,70.021698505979,"PEARS","Tree Crops",2017,2017,5,418,"OCEANA"
"2581",206,644.136158210518,"CARROTS","Row Crops",2017,2017,5,1828,"OCEANA"
"2582",207,239.970632280397,"ASPARAGUS","Row Crops",2017,2017,5,13715,"OCEANA"
"2583",222,546.201574555168,"SQUASH","Row Crops",2017,2017,5,5038,"OCEANA"
"2584",229,108.800345978809,"PUMPKINS","Pumpkins",2017,2017,5,615,"OCEANA"
"2585",1,11448.8737579095,"CORN","Corn",2017,2017,4,28798,"OCEANA"
"2587",5,3639.28032437215,"SOYBEANS","Soy",2017,2017,4,10085,"OCEANA"
"2588",24,973.698430410798,"WHEAT","Winter Wheat",2017,2017,4,9790,"OCEANA"
"2589",27,476.093664818851,"RYE","Rye",2017,2017,4,1485,"OCEANA"
"2590",28,13.9249856889032,"OATS","Row Crops",2017,2017,4,654,"OCEANA"
"2591",36,7852.86485950961,"HAY","Alfalfa",2017,2017,4,18664,"OCEANA"
"2594",66,4760.55094910673,"CHERRIES","Cherries",2017,2017,4,8558,"OCEANA"
"2595",67,29.5121672301801,"PEACHES","Tree Crops",2017,2017,4,1448,"OCEANA"
"2596",68,1059.95058178336,"APPLES","Apples",2017,2017,4,3650,"OCEANA"
"2598",77,71.7692085058417,"PEARS","Tree Crops",2017,2017,4,418,"OCEANA"
"2599",206,645.71699054882,"CARROTS","Row Crops",2017,2017,4,1828,"OCEANA"
"2600",207,250.815262933534,"ASPARAGUS","Row Crops",2017,2017,4,13715,"OCEANA"
"2601",222,546.973649693533,"SQUASH","Row Crops",2017,2017,4,5038,"OCEANA"
"2602",229,109.631821666161,"PUMPKINS","Pumpkins",2017,2017,4,615,"OCEANA"
"2603",1,11622.9104139299,"CORN","Corn",2017,2017,3,28798,"OCEANA"
"2605",5,3639.96295724355,"SOYBEANS","Soy",2017,2017,3,10085,"OCEANA"
"2606",24,969.961513649674,"WHEAT","Winter Wheat",2017,2017,3,9790,"OCEANA"
"2607",27,515.463392549428,"RYE","Rye",2017,2017,3,1485,"OCEANA"
"2608",28,13.9249856889032,"OATS","Row Crops",2017,2017,3,654,"OCEANA"
"2609",36,8072.50181476001,"HAY","Alfalfa",2017,2017,3,18664,"OCEANA"
"2612",66,5181.72423441633,"CHERRIES","Cherries",2017,2017,3,8558,"OCEANA"
"2613",67,29.5121672301801,"PEACHES","Tree Crops",2017,2017,3,1448,"OCEANA"
"2614",68,1054.85260175364,"APPLES","Apples",2017,2017,3,3650,"OCEANA"
"2616",77,71.7902949902148,"PEARS","Tree Crops",2017,2017,3,418,"OCEANA"
"2617",206,658.984247761705,"CARROTS","Row Crops",2017,2017,3,1828,"OCEANA"
"2618",207,251.37962852253,"ASPARAGUS","Row Crops",2017,2017,3,13715,"OCEANA"
"2619",222,558.42828938434,"SQUASH","Row Crops",2017,2017,3,5038,"OCEANA"
"2620",229,109.185754911302,"PUMPKINS","Pumpkins",2017,2017,3,615,"OCEANA"
"2621",1,11845.8434643461,"CORN","Corn",2017,2017,2,28798,"OCEANA"
"2623",5,3662.23065666601,"SOYBEANS","Soy",2017,2017,2,10085,"OCEANA"
"2624",24,976.187015424409,"WHEAT","Winter Wheat",2017,2017,2,9790,"OCEANA"
"2625",27,528.848545693438,"RYE","Rye",2017,2017,2,1485,"OCEANA"
"2626",28,35.8776151962738,"OATS","Row Crops",2017,2017,2,654,"OCEANA"
"2627",36,8225.43265581024,"HAY","Alfalfa",2017,2017,2,18664,"OCEANA"
"2630",66,5673.54859186164,"CHERRIES","Cherries",2017,2017,2,8558,"OCEANA"
"2631",67,29.5332537447174,"PEACHES","Tree Crops",2017,2017,2,1448,"OCEANA"
"2632",68,1103.76744975297,"APPLES","Apples",2017,2017,2,3650,"OCEANA"
"2634",77,72.5974908014661,"PEARS","Tree Crops",2017,2017,2,418,"OCEANA"
"2635",206,649.624136170791,"CARROTS","Row Crops",2017,2017,2,1828,"OCEANA"
"2636",207,242.35316861785,"ASPARAGUS","Row Crops",2017,2017,2,13715,"OCEANA"
"2637",222,558.557322143557,"SQUASH","Row Crops",2017,2017,2,5038,"OCEANA"
"2638",229,109.569774903754,"PUMPKINS","Pumpkins",2017,2017,2,615,"OCEANA"
"2639",1,11960.9317593821,"CORN","Corn",2017,2017,1,28798,"OCEANA"
"2641",5,3704.49348123029,"SOYBEANS","Soy",2017,2017,1,10085,"OCEANA"
"2642",24,1000.2488409697,"WHEAT","Winter Wheat",2017,2017,1,9790,"OCEANA"
"2643",27,546.345627539928,"RYE","Rye",2017,2017,1,1485,"OCEANA"
"2644",28,35.8776151962738,"OATS","Row Crops",2017,2017,1,654,"OCEANA"
"2645",36,8508.96587481975,"HAY","Alfalfa",2017,2017,1,18664,"OCEANA"
"2648",66,6061.36066617928,"CHERRIES","Cherries",2017,2017,1,8558,"OCEANA"
"2649",67,29.5332537447174,"PEACHES","Tree Crops",2017,2017,1,1448,"OCEANA"
"2650",68,1212.88691262469,"APPLES","Apples",2017,2017,1,3650,"OCEANA"
"2652",77,72.5974908014661,"PEARS","Tree Crops",2017,2017,1,418,"OCEANA"
"2653",206,653.25628692738,"CARROTS","Row Crops",2017,2017,1,1828,"OCEANA"
"2654",207,254.609233289102,"ASPARAGUS","Row Crops",2017,2017,1,13715,"OCEANA"
"2655",222,581.686454240158,"SQUASH","Row Crops",2017,2017,1,5038,"OCEANA"
"2656",229,110.1093702375,"PUMPKINS","Pumpkins",2017,2017,1,615,"OCEANA"
