"","LANGLADE.Class","LANGLADE.fieldacres","LANGLADE.Commodity","LANGLADE.Bin","LANGLADE.Year","LANGLADE.year","LANGLADE.threshold","LANGLADE.NASSacres","LANGLADE.County"
"1846",24,1403.73154803607,"WHEAT","Winter Wheat",2017,2017,10,2970,"LANGLADE"
"1847",28,7724.21557358946,"OATS","Row Crops",2017,2017,10,10394,"LANGLADE"
"1849",36,13297.7321884301,"HAY","Alfalfa",2017,2017,10,27959,"LANGLADE"
"1851",43,9797.23219417859,"POTATOES","Potatoes",2017,2017,10,18245,"LANGLADE"
"1853",57,12.0159441881885,"HERBS","Row Crops",2017,2017,10,2,"LANGLADE"
"1857",1,10779.4938266576,"CORN","Corn",2017,2017,9,15803,"LANGLADE"
"1858",5,4433.84524340442,"SOYBEANS","Soy",2017,2017,9,8069,"LANGLADE"
"1860",21,262.215112912278,"BARLEY","Row Crops",2017,2017,9,501,"LANGLADE"
"1861",24,1403.41387814925,"WHEAT","Winter Wheat",2017,2017,9,2970,"LANGLADE"
"1862",28,7728.79532834331,"OATS","Row Crops",2017,2017,9,10394,"LANGLADE"
"1864",36,13408.6184012554,"HAY","Alfalfa",2017,2017,9,27959,"LANGLADE"
"1866",43,9815.27669456075,"POTATOES","Potatoes",2017,2017,9,18245,"LANGLADE"
"1868",57,12.0159441881885,"HERBS","Row Crops",2017,2017,9,2,"LANGLADE"
"1872",1,10814.1390336588,"CORN","Corn",2017,2017,8,15803,"LANGLADE"
"1873",5,4445.34390627473,"SOYBEANS","Soy",2017,2017,8,8069,"LANGLADE"
"1875",21,263.030058143859,"BARLEY","Row Crops",2017,2017,8,501,"LANGLADE"
"1876",24,1403.68205527547,"WHEAT","Winter Wheat",2017,2017,8,2970,"LANGLADE"
"1877",28,7731.57790797855,"OATS","Row Crops",2017,2017,8,10394,"LANGLADE"
"1879",36,13527.4665556296,"HAY","Alfalfa",2017,2017,8,27959,"LANGLADE"
"1881",43,9814.75565478547,"POTATOES","Potatoes",2017,2017,8,18245,"LANGLADE"
"1883",57,12.0159441881885,"HERBS","Row Crops",2017,2017,8,2,"LANGLADE"
"1887",1,10878.3802981976,"CORN","Corn",2017,2017,7,15803,"LANGLADE"
"1888",5,4466.12475171593,"SOYBEANS","Soy",2017,2017,7,8069,"LANGLADE"
"1890",21,264.21248144973,"BARLEY","Row Crops",2017,2017,7,501,"LANGLADE"
"1891",24,1404.65363325384,"WHEAT","Winter Wheat",2017,2017,7,2970,"LANGLADE"
"1892",28,7758.37142892466,"OATS","Row Crops",2017,2017,7,10394,"LANGLADE"
"1894",36,13597.3339678004,"HAY","Alfalfa",2017,2017,7,27959,"LANGLADE"
"1896",43,9838.08844550211,"POTATOES","Potatoes",2017,2017,7,18245,"LANGLADE"
"1898",57,12.0159441881885,"HERBS","Row Crops",2017,2017,7,2,"LANGLADE"
"1902",1,10912.577090705,"CORN","Corn",2017,2017,6,15803,"LANGLADE"
"1903",5,4452.9331651004,"SOYBEANS","Soy",2017,2017,6,8069,"LANGLADE"
"1905",21,265.27361541404,"BARLEY","Row Crops",2017,2017,6,501,"LANGLADE"
"1906",24,1405.76152767674,"WHEAT","Winter Wheat",2017,2017,6,2970,"LANGLADE"
"1907",28,7764.35074908541,"OATS","Row Crops",2017,2017,6,10394,"LANGLADE"
"1909",36,13742.2924168595,"HAY","Alfalfa",2017,2017,6,27959,"LANGLADE"
"1911",43,9877.32263635134,"POTATOES","Potatoes",2017,2017,6,18245,"LANGLADE"
"1913",57,12.0159441881885,"HERBS","Row Crops",2017,2017,6,2,"LANGLADE"
"1918",1,11069.6898880601,"CORN","Corn",2017,2017,5,15803,"LANGLADE"
"1919",5,4486.97978563728,"SOYBEANS","Soy",2017,2017,5,8069,"LANGLADE"
"1921",21,266.301463381662,"BARLEY","Row Crops",2017,2017,5,501,"LANGLADE"
"1922",24,1407.57678396168,"WHEAT","Winter Wheat",2017,2017,5,2970,"LANGLADE"
"1923",28,7797.24409601914,"OATS","Row Crops",2017,2017,5,10394,"LANGLADE"
"1925",36,13931.051317242,"HAY","Alfalfa",2017,2017,5,27959,"LANGLADE"
"1927",43,9917.72699784483,"POTATOES","Potatoes",2017,2017,5,18245,"LANGLADE"
"1929",57,12.0159441881885,"HERBS","Row Crops",2017,2017,5,2,"LANGLADE"
"1934",1,11213.0949668579,"CORN","Corn",2017,2017,4,15803,"LANGLADE"
"1935",5,4499.92503529328,"SOYBEANS","Soy",2017,2017,4,8069,"LANGLADE"
"1937",21,268.137509999015,"BARLEY","Row Crops",2017,2017,4,501,"LANGLADE"
"1938",24,1438.02405566383,"WHEAT","Winter Wheat",2017,2017,4,2970,"LANGLADE"
"1939",28,7879.95215870965,"OATS","Row Crops",2017,2017,4,10394,"LANGLADE"
"1941",36,14146.8068664216,"HAY","Alfalfa",2017,2017,4,27959,"LANGLADE"
"1943",43,9969.6300394927,"POTATOES","Potatoes",2017,2017,4,18245,"LANGLADE"
"1945",57,12.0159441881885,"HERBS","Row Crops",2017,2017,4,2,"LANGLADE"
"1949",1,11366.8710453109,"CORN","Corn",2017,2017,3,15803,"LANGLADE"
"1950",5,4528.30358281706,"SOYBEANS","Soy",2017,2017,3,8069,"LANGLADE"
"1952",21,269.457784714283,"BARLEY","Row Crops",2017,2017,3,501,"LANGLADE"
"1953",24,1464.25692540846,"WHEAT","Winter Wheat",2017,2017,3,2970,"LANGLADE"
"1954",28,7988.0496796706,"OATS","Row Crops",2017,2017,3,10394,"LANGLADE"
"1956",36,14516.3409200389,"HAY","Alfalfa",2017,2017,3,27959,"LANGLADE"
"1958",43,10083.2728792317,"POTATOES","Potatoes",2017,2017,3,18245,"LANGLADE"
"1960",57,12.0159441881885,"HERBS","Row Crops",2017,2017,3,2,"LANGLADE"
"1965",1,11559.7685108186,"CORN","Corn",2017,2017,2,15803,"LANGLADE"
"1966",5,4557.19844942124,"SOYBEANS","Soy",2017,2017,2,8069,"LANGLADE"
"1968",21,270.185966258485,"BARLEY","Row Crops",2017,2017,2,501,"LANGLADE"
"1969",24,1469.93737578191,"WHEAT","Winter Wheat",2017,2017,2,2970,"LANGLADE"
"1970",28,8016.30527414722,"OATS","Row Crops",2017,2017,2,10394,"LANGLADE"
"1972",36,14966.1195949003,"HAY","Alfalfa",2017,2017,2,27959,"LANGLADE"
"1974",43,10097.3840319333,"POTATOES","Potatoes",2017,2017,2,18245,"LANGLADE"
"1976",57,12.0159441881885,"HERBS","Row Crops",2017,2017,2,2,"LANGLADE"
"1981",1,11849.4834849083,"CORN","Corn",2017,2017,1,15803,"LANGLADE"
"1982",5,4584.54808086362,"SOYBEANS","Soy",2017,2017,1,8069,"LANGLADE"
"1984",21,270.346267090771,"BARLEY","Row Crops",2017,2017,1,501,"LANGLADE"
"1985",24,1486.69705000638,"WHEAT","Winter Wheat",2017,2017,1,2970,"LANGLADE"
"1986",28,8012.856047482,"OATS","Row Crops",2017,2017,1,10394,"LANGLADE"
"1988",36,15566.7402565047,"HAY","Alfalfa",2017,2017,1,27959,"LANGLADE"
"1990",43,10104.3985327337,"POTATOES","Potatoes",2017,2017,1,18245,"LANGLADE"
"1992",57,12.0159441881885,"HERBS","Row Crops",2017,2017,1,2,"LANGLADE"
