"","WAUSHARA.Class","WAUSHARA.fieldacres","WAUSHARA.Commodity","WAUSHARA.Bin","WAUSHARA.Year","WAUSHARA.year","WAUSHARA.threshold","WAUSHARA.NASSacres","WAUSHARA.County"
"422",1,79051.8739505145,"CORN","Corn",2012,2012,6,133976,"WAUSHARA"
"423",5,31672.6735076618,"SOYBEANS","Soy",2012,2012,6,60250,"WAUSHARA"
"424",12,280.563500562043,"SWEET CORN","Sweet Corn",2012,2012,6,1579,"WAUSHARA"
"425",24,1980.17624927587,"WHEAT","Winter Wheat",2012,2012,6,7368,"WAUSHARA"
"426",36,669.207243587648,"HAY","Alfalfa",2012,2012,6,22814,"WAUSHARA"
"427",1,81098.3962432144,"CORN","Corn",2012,2012,5,133976,"WAUSHARA"
"428",5,32590.2278214552,"SOYBEANS","Soy",2012,2012,5,60250,"WAUSHARA"
"429",12,280.483981708514,"SWEET CORN","Sweet Corn",2012,2012,5,1579,"WAUSHARA"
"430",24,2076.10302511244,"WHEAT","Winter Wheat",2012,2012,5,7368,"WAUSHARA"
"431",36,670.211146139648,"HAY","Alfalfa",2012,2012,5,22814,"WAUSHARA"
"432",1,85892.0840141461,"CORN","Corn",2012,2012,4,133976,"WAUSHARA"
"433",5,34769.8975935586,"SOYBEANS","Soy",2012,2012,4,60250,"WAUSHARA"
"434",12,278.894144757835,"SWEET CORN","Sweet Corn",2012,2012,4,1579,"WAUSHARA"
"435",24,2246.19867449435,"WHEAT","Winter Wheat",2012,2012,4,7368,"WAUSHARA"
"436",36,818.740210204412,"HAY","Alfalfa",2012,2012,4,22814,"WAUSHARA"
"437",1,86930.8028929068,"CORN","Corn",2012,2012,3,133976,"WAUSHARA"
"438",5,35128.5560007731,"SOYBEANS","Soy",2012,2012,3,60250,"WAUSHARA"
"439",12,278.894144757835,"SWEET CORN","Sweet Corn",2012,2012,3,1579,"WAUSHARA"
"440",24,2347.06628898539,"WHEAT","Winter Wheat",2012,2012,3,7368,"WAUSHARA"
"441",36,873.419258772036,"HAY","Alfalfa",2012,2012,3,22814,"WAUSHARA"
"442",1,96565.1020810884,"CORN","Corn",2012,2012,2,133976,"WAUSHARA"
"443",5,39509.1746303864,"SOYBEANS","Soy",2012,2012,2,60250,"WAUSHARA"
"444",12,288.021473635389,"SWEET CORN","Sweet Corn",2012,2012,2,1579,"WAUSHARA"
"445",24,2727.84502804617,"WHEAT","Winter Wheat",2012,2012,2,7368,"WAUSHARA"
"446",36,1320.66478863851,"HAY","Alfalfa",2012,2012,2,22814,"WAUSHARA"
"447",1,98854.1346402243,"CORN","Corn",2012,2012,1,133976,"WAUSHARA"
"448",5,40183.1193898867,"SOYBEANS","Soy",2012,2012,1,60250,"WAUSHARA"
"449",12,288.030354695267,"SWEET CORN","Sweet Corn",2012,2012,1,1579,"WAUSHARA"
"450",24,2846.55532669756,"WHEAT","Winter Wheat",2012,2012,1,7368,"WAUSHARA"
"451",36,1427.64439783184,"HAY","Alfalfa",2012,2012,1,22814,"WAUSHARA"
"452",1,56088.8633009417,"CORN","Corn",2013,2013,14,98900,"WAUSHARA"
"453",5,24210.7354645553,"SOYBEANS","Soy",2013,2013,14,49200,"WAUSHARA"
"455",24,1921.83505160977,"WHEAT","Winter Wheat",2013,2013,14,5500,"WAUSHARA"
"458",1,61629.3163461715,"CORN","Corn",2013,2013,13,98900,"WAUSHARA"
"459",5,26347.61262917,"SOYBEANS","Soy",2013,2013,13,49200,"WAUSHARA"
"461",24,2371.68497162069,"WHEAT","Winter Wheat",2013,2013,13,5500,"WAUSHARA"
"464",1,64348.8206427536,"CORN","Corn",2013,2013,12,98900,"WAUSHARA"
"465",5,27362.4348666483,"SOYBEANS","Soy",2013,2013,12,49200,"WAUSHARA"
"467",24,2550.70115346098,"WHEAT","Winter Wheat",2013,2013,12,5500,"WAUSHARA"
"471",1,66981.5749727399,"CORN","Corn",2013,2013,11,98900,"WAUSHARA"
"472",5,28668.4668057133,"SOYBEANS","Soy",2013,2013,11,49200,"WAUSHARA"
"474",24,2766.07354872218,"WHEAT","Winter Wheat",2013,2013,11,5500,"WAUSHARA"
"479",1,69656.6251105292,"CORN","Corn",2013,2013,10,98900,"WAUSHARA"
"480",5,29947.8866984139,"SOYBEANS","Soy",2013,2013,10,49200,"WAUSHARA"
"482",24,2892.81373489458,"WHEAT","Winter Wheat",2013,2013,10,5500,"WAUSHARA"
"487",1,70357.0663397568,"CORN","Corn",2013,2013,9,98900,"WAUSHARA"
"488",5,30293.9209668989,"SOYBEANS","Soy",2013,2013,9,49200,"WAUSHARA"
"490",24,2913.1358698105,"WHEAT","Winter Wheat",2013,2013,9,5500,"WAUSHARA"
"494",1,74137.5812590573,"CORN","Corn",2013,2013,8,98900,"WAUSHARA"
"495",5,32131.8894717745,"SOYBEANS","Soy",2013,2013,8,49200,"WAUSHARA"
"497",24,2950.57941201491,"WHEAT","Winter Wheat",2013,2013,8,5500,"WAUSHARA"
"503",1,75513.3600666705,"CORN","Corn",2013,2013,7,98900,"WAUSHARA"
"504",5,32976.9151436731,"SOYBEANS","Soy",2013,2013,7,49200,"WAUSHARA"
"506",24,3010.58246271742,"WHEAT","Winter Wheat",2013,2013,7,5500,"WAUSHARA"
"512",1,75892.9988785129,"CORN","Corn",2013,2013,6,98900,"WAUSHARA"
"513",5,33155.2107250733,"SOYBEANS","Soy",2013,2013,6,49200,"WAUSHARA"
"515",24,3023.30540136789,"WHEAT","Winter Wheat",2013,2013,6,5500,"WAUSHARA"
"520",1,77778.95169317,"CORN","Corn",2013,2013,5,98900,"WAUSHARA"
"521",5,34242.877507255,"SOYBEANS","Soy",2013,2013,5,49200,"WAUSHARA"
"523",24,3110.34475500623,"WHEAT","Winter Wheat",2013,2013,5,5500,"WAUSHARA"
"528",1,82183.7153198839,"CORN","Corn",2013,2013,4,98900,"WAUSHARA"
"529",5,36604.6626146147,"SOYBEANS","Soy",2013,2013,4,49200,"WAUSHARA"
"531",24,3364.24163601026,"WHEAT","Winter Wheat",2013,2013,4,5500,"WAUSHARA"
"536",1,83211.6288423932,"CORN","Corn",2013,2013,3,98900,"WAUSHARA"
"537",5,37047.8912118753,"SOYBEANS","Soy",2013,2013,3,49200,"WAUSHARA"
"539",24,3404.46417081558,"WHEAT","Winter Wheat",2013,2013,3,5500,"WAUSHARA"
"544",1,92444.1247701675,"CORN","Corn",2013,2013,2,98900,"WAUSHARA"
"545",5,41463.620060102,"SOYBEANS","Soy",2013,2013,2,49200,"WAUSHARA"
"547",24,4091.68169484522,"WHEAT","Winter Wheat",2013,2013,2,5500,"WAUSHARA"
"553",1,94282.2444299135,"CORN","Corn",2013,2013,1,98900,"WAUSHARA"
"554",5,42476.1086620615,"SOYBEANS","Soy",2013,2013,1,49200,"WAUSHARA"
"556",24,4187.76490561186,"WHEAT","Winter Wheat",2013,2013,1,5500,"WAUSHARA"
"562",1,53338.2488183849,"CORN","Corn",2014,2014,14,88000,"WAUSHARA"
"563",5,28359.8217570544,"SOYBEANS","Soy",2014,2014,14,53800,"WAUSHARA"
"565",24,413.199816788922,"WHEAT","Winter Wheat",2014,2014,14,3100,"WAUSHARA"
"566",36,370.145242949357,"HAY","Alfalfa",2014,2014,14,2300,"WAUSHARA"
"568",1,58417.34420795,"CORN","Corn",2014,2014,13,88000,"WAUSHARA"
"569",5,31318.1703126733,"SOYBEANS","Soy",2014,2014,13,53800,"WAUSHARA"
"571",24,547.044254185924,"WHEAT","Winter Wheat",2014,2014,13,3100,"WAUSHARA"
"572",36,466.142464675039,"HAY","Alfalfa",2014,2014,13,2300,"WAUSHARA"
"574",1,60707.7939947692,"CORN","Corn",2014,2014,12,88000,"WAUSHARA"
"575",5,32935.5401941596,"SOYBEANS","Soy",2014,2014,12,53800,"WAUSHARA"
"577",24,610.07602116286,"WHEAT","Winter Wheat",2014,2014,12,3100,"WAUSHARA"
"578",36,582.96288522266,"HAY","Alfalfa",2014,2014,12,2300,"WAUSHARA"
"580",1,63252.2743426268,"CORN","Corn",2014,2014,11,88000,"WAUSHARA"
"581",5,34385.4965403422,"SOYBEANS","Soy",2014,2014,11,53800,"WAUSHARA"
"583",24,757.726618898787,"WHEAT","Winter Wheat",2014,2014,11,3100,"WAUSHARA"
"584",36,631.803558828518,"HAY","Alfalfa",2014,2014,11,2300,"WAUSHARA"
"586",1,65890.6215105393,"CORN","Corn",2014,2014,10,88000,"WAUSHARA"
"587",5,35663.3366979568,"SOYBEANS","Soy",2014,2014,10,53800,"WAUSHARA"
"589",24,839.163906934362,"WHEAT","Winter Wheat",2014,2014,10,3100,"WAUSHARA"
"590",36,720.818815144989,"HAY","Alfalfa",2014,2014,10,2300,"WAUSHARA"
"593",1,66531.4301364105,"CORN","Corn",2014,2014,9,88000,"WAUSHARA"
"594",5,36032.7369996282,"SOYBEANS","Soy",2014,2014,9,53800,"WAUSHARA"
"596",24,853.156484588379,"WHEAT","Winter Wheat",2014,2014,9,3100,"WAUSHARA"
"597",36,779.137346025082,"HAY","Alfalfa",2014,2014,9,2300,"WAUSHARA"
"600",1,69834.1428394449,"CORN","Corn",2014,2014,8,88000,"WAUSHARA"
"601",5,38279.5135441567,"SOYBEANS","Soy",2014,2014,8,53800,"WAUSHARA"
"603",24,942.364822061434,"WHEAT","Winter Wheat",2014,2014,8,3100,"WAUSHARA"
"604",36,821.771866069114,"HAY","Alfalfa",2014,2014,8,2300,"WAUSHARA"
"607",1,71283.6734090828,"CORN","Corn",2014,2014,7,88000,"WAUSHARA"
"608",5,39050.3524531577,"SOYBEANS","Soy",2014,2014,7,53800,"WAUSHARA"
"610",24,958.556257163143,"WHEAT","Winter Wheat",2014,2014,7,3100,"WAUSHARA"
"611",36,845.29735404276,"HAY","Alfalfa",2014,2014,7,2300,"WAUSHARA"
"614",1,71672.4745990167,"CORN","Corn",2014,2014,6,88000,"WAUSHARA"
"615",5,39217.3352481287,"SOYBEANS","Soy",2014,2014,6,53800,"WAUSHARA"
"617",24,963.34408035983,"WHEAT","Winter Wheat",2014,2014,6,3100,"WAUSHARA"
"618",36,861.233197209827,"HAY","Alfalfa",2014,2014,6,2300,"WAUSHARA"
"621",1,73629.803932337,"CORN","Corn",2014,2014,5,88000,"WAUSHARA"
"622",5,40265.3046454823,"SOYBEANS","Soy",2014,2014,5,53800,"WAUSHARA"
"624",24,1000.53873848064,"WHEAT","Winter Wheat",2014,2014,5,3100,"WAUSHARA"
"625",36,869.274466341286,"HAY","Alfalfa",2014,2014,5,2300,"WAUSHARA"
"628",1,78183.3763461264,"CORN","Corn",2014,2014,4,88000,"WAUSHARA"
"629",5,42676.4807299766,"SOYBEANS","Soy",2014,2014,4,53800,"WAUSHARA"
"631",24,1110.18720851437,"WHEAT","Winter Wheat",2014,2014,4,3100,"WAUSHARA"
"632",36,1044.80745314549,"HAY","Alfalfa",2014,2014,4,2300,"WAUSHARA"
"635",1,79117.5984808239,"CORN","Corn",2014,2014,3,88000,"WAUSHARA"
"636",5,43221.1106900063,"SOYBEANS","Soy",2014,2014,3,53800,"WAUSHARA"
"638",24,1133.29087576504,"WHEAT","Winter Wheat",2014,2014,3,3100,"WAUSHARA"
"639",36,1114.77789826775,"HAY","Alfalfa",2014,2014,3,2300,"WAUSHARA"
"642",1,87618.3251090448,"CORN","Corn",2014,2014,2,88000,"WAUSHARA"
"643",5,48904.275334001,"SOYBEANS","Soy",2014,2014,2,53800,"WAUSHARA"
"645",24,1391.41635924041,"WHEAT","Winter Wheat",2014,2014,2,3100,"WAUSHARA"
"646",36,1459.17033661157,"HAY","Alfalfa",2014,2014,2,2300,"WAUSHARA"
"649",1,89759.4139873547,"CORN","Corn",2014,2014,1,88000,"WAUSHARA"
"650",5,49785.2496110564,"SOYBEANS","Soy",2014,2014,1,53800,"WAUSHARA"
"652",24,1493.8337212441,"WHEAT","Winter Wheat",2014,2014,1,3100,"WAUSHARA"
"653",36,1577.90547444336,"HAY","Alfalfa",2014,2014,1,2300,"WAUSHARA"
"656",1,50981.9231633195,"CORN","Corn",2015,2015,14,91000,"WAUSHARA"
"657",5,30513.9483097408,"SOYBEANS","Soy",2015,2015,14,59900,"WAUSHARA"
"659",24,804.932529017466,"WHEAT","Winter Wheat",2015,2015,14,3850,"WAUSHARA"
"660",36,384.137175029495,"HAY","Alfalfa",2015,2015,14,10400,"WAUSHARA"
"662",1,55757.7381782388,"CORN","Corn",2015,2015,13,91000,"WAUSHARA"
"663",5,33566.5583394283,"SOYBEANS","Soy",2015,2015,13,59900,"WAUSHARA"
"665",24,1112.99323081877,"WHEAT","Winter Wheat",2015,2015,13,3850,"WAUSHARA"
"666",36,562.915031939977,"HAY","Alfalfa",2015,2015,13,10400,"WAUSHARA"
"668",1,58571.574677206,"CORN","Corn",2015,2015,12,91000,"WAUSHARA"
"669",5,34590.1330198085,"SOYBEANS","Soy",2015,2015,12,59900,"WAUSHARA"
"671",24,1243.68075307101,"WHEAT","Winter Wheat",2015,2015,12,3850,"WAUSHARA"
"672",36,651.580846494352,"HAY","Alfalfa",2015,2015,12,10400,"WAUSHARA"
"674",1,61223.0943736101,"CORN","Corn",2015,2015,11,91000,"WAUSHARA"
"675",5,35916.6867837982,"SOYBEANS","Soy",2015,2015,11,59900,"WAUSHARA"
"677",24,1399.38416141902,"WHEAT","Winter Wheat",2015,2015,11,3850,"WAUSHARA"
"678",36,704.718056568352,"HAY","Alfalfa",2015,2015,11,10400,"WAUSHARA"
"680",1,63566.276204241,"CORN","Corn",2015,2015,10,91000,"WAUSHARA"
"681",5,37419.9279690941,"SOYBEANS","Soy",2015,2015,10,59900,"WAUSHARA"
"683",24,1535.3892665962,"WHEAT","Winter Wheat",2015,2015,10,3850,"WAUSHARA"
"684",36,814.522560831117,"HAY","Alfalfa",2015,2015,10,10400,"WAUSHARA"
"686",1,64262.9090287061,"CORN","Corn",2015,2015,9,91000,"WAUSHARA"
"687",5,37763.0508382645,"SOYBEANS","Soy",2015,2015,9,59900,"WAUSHARA"
"689",24,1530.74291988029,"WHEAT","Winter Wheat",2015,2015,9,3850,"WAUSHARA"
"690",36,866.25225998052,"HAY","Alfalfa",2015,2015,9,10400,"WAUSHARA"
"692",1,67589.8645447459,"CORN","Corn",2015,2015,8,91000,"WAUSHARA"
"693",5,39999.6786649141,"SOYBEANS","Soy",2015,2015,8,59900,"WAUSHARA"
"695",24,1577.19001934962,"WHEAT","Winter Wheat",2015,2015,8,3850,"WAUSHARA"
"696",36,956.805213217909,"HAY","Alfalfa",2015,2015,8,10400,"WAUSHARA"
"698",1,68869.7316991555,"CORN","Corn",2015,2015,7,91000,"WAUSHARA"
"699",5,40996.8109774149,"SOYBEANS","Soy",2015,2015,7,59900,"WAUSHARA"
"701",24,1591.74792365371,"WHEAT","Winter Wheat",2015,2015,7,3850,"WAUSHARA"
"702",36,948.389068245895,"HAY","Alfalfa",2015,2015,7,10400,"WAUSHARA"
"704",1,69215.9280012242,"CORN","Corn",2015,2015,6,91000,"WAUSHARA"
"705",5,41233.3963197597,"SOYBEANS","Soy",2015,2015,6,59900,"WAUSHARA"
"707",24,1589.00220492349,"WHEAT","Winter Wheat",2015,2015,6,3850,"WAUSHARA"
"708",36,939.837537364274,"HAY","Alfalfa",2015,2015,6,10400,"WAUSHARA"
"710",1,70706.1802768312,"CORN","Corn",2015,2015,5,91000,"WAUSHARA"
"711",5,42657.8322794254,"SOYBEANS","Soy",2015,2015,5,59900,"WAUSHARA"
"713",24,1692.91635189309,"WHEAT","Winter Wheat",2015,2015,5,3850,"WAUSHARA"
"714",36,1007.05381718135,"HAY","Alfalfa",2015,2015,5,10400,"WAUSHARA"
"716",1,74657.0860871528,"CORN","Corn",2015,2015,4,91000,"WAUSHARA"
"717",5,45738.6169592369,"SOYBEANS","Soy",2015,2015,4,59900,"WAUSHARA"
"719",24,1803.44194055005,"WHEAT","Winter Wheat",2015,2015,4,3850,"WAUSHARA"
"720",36,1138.2464049505,"HAY","Alfalfa",2015,2015,4,10400,"WAUSHARA"
"722",1,75561.7033435811,"CORN","Corn",2015,2015,3,91000,"WAUSHARA"
"723",5,46321.8699515211,"SOYBEANS","Soy",2015,2015,3,59900,"WAUSHARA"
"725",24,1813.31596218893,"WHEAT","Winter Wheat",2015,2015,3,3850,"WAUSHARA"
"726",36,1216.62171327778,"HAY","Alfalfa",2015,2015,3,10400,"WAUSHARA"
"728",1,84074.0207639347,"CORN","Corn",2015,2015,2,91000,"WAUSHARA"
"729",5,51841.1789703346,"SOYBEANS","Soy",2015,2015,2,59900,"WAUSHARA"
"731",24,2220.61654530025,"WHEAT","Winter Wheat",2015,2015,2,3850,"WAUSHARA"
"732",36,1645.84121799333,"HAY","Alfalfa",2015,2015,2,10400,"WAUSHARA"
"734",1,85953.3418950776,"CORN","Corn",2015,2015,1,91000,"WAUSHARA"
"735",5,52861.8665032537,"SOYBEANS","Soy",2015,2015,1,59900,"WAUSHARA"
"737",24,2359.16268581976,"WHEAT","Winter Wheat",2015,2015,1,3850,"WAUSHARA"
"738",36,1818.99179976478,"HAY","Alfalfa",2015,2015,1,10400,"WAUSHARA"
"740",1,50930.8300433298,"CORN","Corn",2016,2016,14,93800,"WAUSHARA"
"741",5,30910.410026635,"SOYBEANS","Soy",2016,2016,14,57600,"WAUSHARA"
"743",24,526.994883252623,"WHEAT","Winter Wheat",2016,2016,14,2800,"WAUSHARA"
"744",36,438.285299471019,"HAY","Alfalfa",2016,2016,14,11000,"WAUSHARA"
"745",1,56270.2823048352,"CORN","Corn",2016,2016,13,93800,"WAUSHARA"
"746",5,33578.47847182,"SOYBEANS","Soy",2016,2016,13,57600,"WAUSHARA"
"748",24,649.659708642834,"WHEAT","Winter Wheat",2016,2016,13,2800,"WAUSHARA"
"749",36,622.683524706539,"HAY","Alfalfa",2016,2016,13,11000,"WAUSHARA"
"750",1,58678.4285831628,"CORN","Corn",2016,2016,12,93800,"WAUSHARA"
"751",5,35070.919502648,"SOYBEANS","Soy",2016,2016,12,57600,"WAUSHARA"
"753",24,739.39617993426,"WHEAT","Winter Wheat",2016,2016,12,2800,"WAUSHARA"
"754",36,724.254357315086,"HAY","Alfalfa",2016,2016,12,11000,"WAUSHARA"
"755",1,61082.4368668602,"CORN","Corn",2016,2016,11,93800,"WAUSHARA"
"756",5,36727.4326556066,"SOYBEANS","Soy",2016,2016,11,57600,"WAUSHARA"
"758",24,842.840072424479,"WHEAT","Winter Wheat",2016,2016,11,2800,"WAUSHARA"
"760",36,746.257724096979,"HAY","Alfalfa",2016,2016,11,11000,"WAUSHARA"
"761",1,63711.2198052215,"CORN","Corn",2016,2016,10,93800,"WAUSHARA"
"762",5,38078.8555277654,"SOYBEANS","Soy",2016,2016,10,57600,"WAUSHARA"
"764",24,853.671171575239,"WHEAT","Winter Wheat",2016,2016,10,2800,"WAUSHARA"
"766",36,886.490323392698,"HAY","Alfalfa",2016,2016,10,11000,"WAUSHARA"
"767",1,64270.5157781135,"CORN","Corn",2016,2016,9,93800,"WAUSHARA"
"768",5,38517.1531137422,"SOYBEANS","Soy",2016,2016,9,57600,"WAUSHARA"
"770",24,877.52927452226,"WHEAT","Winter Wheat",2016,2016,9,2800,"WAUSHARA"
"772",36,942.674212513033,"HAY","Alfalfa",2016,2016,9,11000,"WAUSHARA"
"773",1,67669.3484354205,"CORN","Corn",2016,2016,8,93800,"WAUSHARA"
"774",5,40644.9344920465,"SOYBEANS","Soy",2016,2016,8,57600,"WAUSHARA"
"776",24,963.64800653923,"WHEAT","Winter Wheat",2016,2016,8,2800,"WAUSHARA"
"778",36,975.263831506379,"HAY","Alfalfa",2016,2016,8,11000,"WAUSHARA"
"779",1,68983.6109309939,"CORN","Corn",2016,2016,7,93800,"WAUSHARA"
"780",5,41462.3855676824,"SOYBEANS","Soy",2016,2016,7,57600,"WAUSHARA"
"782",24,1043.19514653175,"WHEAT","Winter Wheat",2016,2016,7,2800,"WAUSHARA"
"784",36,1013.20641133771,"HAY","Alfalfa",2016,2016,7,11000,"WAUSHARA"
"786",1,69347.4013489282,"CORN","Corn",2016,2016,6,93800,"WAUSHARA"
"787",5,41637.1447186044,"SOYBEANS","Soy",2016,2016,6,57600,"WAUSHARA"
"789",24,1088.83047542927,"WHEAT","Winter Wheat",2016,2016,6,2800,"WAUSHARA"
"791",36,1004.92091909245,"HAY","Alfalfa",2016,2016,6,11000,"WAUSHARA"
"793",1,71218.8984143946,"CORN","Corn",2016,2016,5,93800,"WAUSHARA"
"794",5,42747.1404698812,"SOYBEANS","Soy",2016,2016,5,57600,"WAUSHARA"
"796",24,1148.95773005751,"WHEAT","Winter Wheat",2016,2016,5,2800,"WAUSHARA"
"798",36,1025.06002820337,"HAY","Alfalfa",2016,2016,5,11000,"WAUSHARA"
"800",1,75692.3900975515,"CORN","Corn",2016,2016,4,93800,"WAUSHARA"
"801",5,45299.061629925,"SOYBEANS","Soy",2016,2016,4,57600,"WAUSHARA"
"803",24,1296.81876530117,"WHEAT","Winter Wheat",2016,2016,4,2800,"WAUSHARA"
"805",36,1104.29643682563,"HAY","Alfalfa",2016,2016,4,11000,"WAUSHARA"
"807",1,76583.0892478365,"CORN","Corn",2016,2016,3,93800,"WAUSHARA"
"808",5,45849.1901269481,"SOYBEANS","Soy",2016,2016,3,57600,"WAUSHARA"
"810",24,1377.22811318737,"WHEAT","Winter Wheat",2016,2016,3,2800,"WAUSHARA"
"812",36,1149.52335690156,"HAY","Alfalfa",2016,2016,3,11000,"WAUSHARA"
"814",1,85199.2220765927,"CORN","Corn",2016,2016,2,93800,"WAUSHARA"
"815",5,51309.4775309645,"SOYBEANS","Soy",2016,2016,2,57600,"WAUSHARA"
"817",24,1685.35962511031,"WHEAT","Winter Wheat",2016,2016,2,2800,"WAUSHARA"
"819",36,1636.11711235177,"HAY","Alfalfa",2016,2016,2,11000,"WAUSHARA"
"821",1,87548.7732906505,"CORN","Corn",2016,2016,1,93800,"WAUSHARA"
"822",5,51863.2480201714,"SOYBEANS","Soy",2016,2016,1,57600,"WAUSHARA"
"824",24,1783.02176195944,"WHEAT","Winter Wheat",2016,2016,1,2800,"WAUSHARA"
"826",36,1832.07923837959,"HAY","Alfalfa",2016,2016,1,11000,"WAUSHARA"
"828",1,49591.3288289353,"CORN","Corn",2017,2017,14,100056,"WAUSHARA"
"829",5,32333.118214959,"SOYBEANS","Soy",2017,2017,14,69484,"WAUSHARA"
"830",24,479.803530037612,"WHEAT","Winter Wheat",2017,2017,14,5820,"WAUSHARA"
"831",36,390.134003448227,"HAY","Alfalfa",2017,2017,14,21658,"WAUSHARA"
"834",1,54164.9899228693,"CORN","Corn",2017,2017,13,100056,"WAUSHARA"
"835",5,35660.5436952384,"SOYBEANS","Soy",2017,2017,13,69484,"WAUSHARA"
"836",24,728.430662782247,"WHEAT","Winter Wheat",2017,2017,13,5820,"WAUSHARA"
"837",36,588.94947715388,"HAY","Alfalfa",2017,2017,13,21658,"WAUSHARA"
"840",1,56642.0420886896,"CORN","Corn",2017,2017,12,100056,"WAUSHARA"
"841",5,37006.4345856832,"SOYBEANS","Soy",2017,2017,12,69484,"WAUSHARA"
"842",24,866.016495235873,"WHEAT","Winter Wheat",2017,2017,12,5820,"WAUSHARA"
"843",36,728.311127367363,"HAY","Alfalfa",2017,2017,12,21658,"WAUSHARA"
"846",1,59173.2604726662,"CORN","Corn",2017,2017,11,100056,"WAUSHARA"
"847",5,38492.1685499246,"SOYBEANS","Soy",2017,2017,11,69484,"WAUSHARA"
"848",24,977.244968816769,"WHEAT","Winter Wheat",2017,2017,11,5820,"WAUSHARA"
"849",28,11.7649722905475,"OATS","Row Crops",2017,2017,11,148,"WAUSHARA"
"850",36,797.911289508138,"HAY","Alfalfa",2017,2017,11,21658,"WAUSHARA"
"853",1,61454.5155045758,"CORN","Corn",2017,2017,10,100056,"WAUSHARA"
"854",5,40202.625033928,"SOYBEANS","Soy",2017,2017,10,69484,"WAUSHARA"
"855",24,1005.04747021403,"WHEAT","Winter Wheat",2017,2017,10,5820,"WAUSHARA"
"856",28,10.7581221245959,"OATS","Row Crops",2017,2017,10,148,"WAUSHARA"
"857",36,872.279746039717,"HAY","Alfalfa",2017,2017,10,21658,"WAUSHARA"
"861",1,62158.5108455614,"CORN","Corn",2017,2017,9,100056,"WAUSHARA"
"862",5,40518.1119733959,"SOYBEANS","Soy",2017,2017,9,69484,"WAUSHARA"
"863",24,1017.53599773763,"WHEAT","Winter Wheat",2017,2017,9,5820,"WAUSHARA"
"864",28,11.2893176077008,"OATS","Row Crops",2017,2017,9,148,"WAUSHARA"
"865",36,927.399187298096,"HAY","Alfalfa",2017,2017,9,21658,"WAUSHARA"
"869",1,64870.1572745723,"CORN","Corn",2017,2017,8,100056,"WAUSHARA"
"870",5,43263.6734530749,"SOYBEANS","Soy",2017,2017,8,69484,"WAUSHARA"
"872",24,1147.82362060541,"WHEAT","Winter Wheat",2017,2017,8,5820,"WAUSHARA"
"873",36,976.548405913789,"HAY","Alfalfa",2017,2017,8,21658,"WAUSHARA"
"876",1,65920.9911696739,"CORN","Corn",2017,2017,7,100056,"WAUSHARA"
"877",5,44479.9206934755,"SOYBEANS","Soy",2017,2017,7,69484,"WAUSHARA"
"879",24,1077.64475227934,"WHEAT","Winter Wheat",2017,2017,7,5820,"WAUSHARA"
"880",36,1043.00132197884,"HAY","Alfalfa",2017,2017,7,21658,"WAUSHARA"
"883",1,66261.9518197201,"CORN","Corn",2017,2017,6,100056,"WAUSHARA"
"884",5,44719.5542178272,"SOYBEANS","Soy",2017,2017,6,69484,"WAUSHARA"
"886",24,1081.8958694187,"WHEAT","Winter Wheat",2017,2017,6,5820,"WAUSHARA"
"887",36,1034.96417888553,"HAY","Alfalfa",2017,2017,6,21658,"WAUSHARA"
"890",1,67751.2151585845,"CORN","Corn",2017,2017,5,100056,"WAUSHARA"
"891",5,46223.6366336665,"SOYBEANS","Soy",2017,2017,5,69484,"WAUSHARA"
"893",24,1110.64431898048,"WHEAT","Winter Wheat",2017,2017,5,5820,"WAUSHARA"
"894",36,1094.23098977243,"HAY","Alfalfa",2017,2017,5,21658,"WAUSHARA"
"897",1,71760.747614353,"CORN","Corn",2017,2017,4,100056,"WAUSHARA"
"898",5,49375.2197030269,"SOYBEANS","Soy",2017,2017,4,69484,"WAUSHARA"
"899",24,1133.44466255117,"WHEAT","Winter Wheat",2017,2017,4,5820,"WAUSHARA"
"900",36,1171.38462271357,"HAY","Alfalfa",2017,2017,4,21658,"WAUSHARA"
"903",1,72595.0282867841,"CORN","Corn",2017,2017,3,100056,"WAUSHARA"
"904",5,50035.3950652708,"SOYBEANS","Soy",2017,2017,3,69484,"WAUSHARA"
"905",24,1169.59517876596,"WHEAT","Winter Wheat",2017,2017,3,5820,"WAUSHARA"
"906",36,1204.30667159285,"HAY","Alfalfa",2017,2017,3,21658,"WAUSHARA"
"909",1,79559.618060646,"CORN","Corn",2017,2017,2,100056,"WAUSHARA"
"910",5,57112.3095576681,"SOYBEANS","Soy",2017,2017,2,69484,"WAUSHARA"
"912",24,1451.07225179059,"WHEAT","Winter Wheat",2017,2017,2,5820,"WAUSHARA"
"913",28,15.7511969420715,"OATS","Row Crops",2017,2017,2,148,"WAUSHARA"
"914",36,1572.13150076976,"HAY","Alfalfa",2017,2017,2,21658,"WAUSHARA"
"918",1,81192.745594421,"CORN","Corn",2017,2017,1,100056,"WAUSHARA"
"919",5,58366.424504542,"SOYBEANS","Soy",2017,2017,1,69484,"WAUSHARA"
"921",24,1501.1381839559,"WHEAT","Winter Wheat",2017,2017,1,5820,"WAUSHARA"
"922",28,16.2253346982404,"OATS","Row Crops",2017,2017,1,148,"WAUSHARA"
"923",36,1818.51745583641,"HAY","Alfalfa",2017,2017,1,21658,"WAUSHARA"
