"","WAUSHARA.Class","WAUSHARA.fieldacres","WAUSHARA.Commodity","WAUSHARA.Bin","WAUSHARA.Year","WAUSHARA.year","WAUSHARA.threshold","WAUSHARA.NASSacres","WAUSHARA.County"
"1188",28,215.671894454382,"OATS","Row Crops",2012,2012,3,612,"WAUSHARA"
"1190",36,7432.63523519539,"ALFALFA","Alfalfa",2012,2012,3,8652,"WAUSHARA"
"1193",42,6097.80747920659,"DRY BEANS","Dry Beans",2012,2012,3,7053,"WAUSHARA"
"1194",43,14277.5665363056,"POTATOES","Potatoes",2012,2012,3,9019,"WAUSHARA"
"1195",50,366.331678271298,"CUCUMBERS","Row Crops",2012,2012,3,3015,"WAUSHARA"
"1196",53,984.927535721141,"PEAS","Row Crops",2012,2012,3,2682,"WAUSHARA"
"1199",216,81.2270680719458,"PEPPERS","Row Crops",2012,2012,3,12,"WAUSHARA"
"1200",1,41146.6685768982,"CORN","Corn",2012,2012,2,46523,"WAUSHARA"
"1202",5,13929.1432454896,"SOYBEANS","Soy",2012,2012,2,17988,"WAUSHARA"
"1203",12,8189.99137670452,"SWEET CORN","Sweet Corn",2012,2012,2,7619,"WAUSHARA"
"1205",24,1470.70026906315,"WHEAT","Winter Wheat",2012,2012,2,1435,"WAUSHARA"
"1207",27,115.956641673042,"RYE","Rye",2012,2012,2,400,"WAUSHARA"
"1208",28,217.327255554995,"OATS","Row Crops",2012,2012,2,612,"WAUSHARA"
"1210",36,8119.7296757781,"ALFALFA","Alfalfa",2012,2012,2,8652,"WAUSHARA"
"1213",42,6123.82395048783,"DRY BEANS","Dry Beans",2012,2012,2,7053,"WAUSHARA"
"1214",43,14335.9927935636,"POTATOES","Potatoes",2012,2012,2,9019,"WAUSHARA"
"1215",50,318.603403747338,"CUCUMBERS","Row Crops",2012,2012,2,3015,"WAUSHARA"
"1216",53,1007.2306198436,"PEAS","Row Crops",2012,2012,2,2682,"WAUSHARA"
"1219",216,81.9352962795325,"PEPPERS","Row Crops",2012,2012,2,12,"WAUSHARA"
"1220",1,42545.3233734622,"CORN","Corn",2012,2012,1,46523,"WAUSHARA"
"1222",5,14075.7347212727,"SOYBEANS","Soy",2012,2012,1,17988,"WAUSHARA"
"1223",12,8197.28029128738,"SWEET CORN","Sweet Corn",2012,2012,1,7619,"WAUSHARA"
"1225",24,1531.86456042374,"WHEAT","Winter Wheat",2012,2012,1,1435,"WAUSHARA"
"1227",27,129.209484598524,"RYE","Rye",2012,2012,1,400,"WAUSHARA"
"1228",28,216.606577834332,"OATS","Row Crops",2012,2012,1,612,"WAUSHARA"
"1230",36,9079.69456959321,"ALFALFA","Alfalfa",2012,2012,1,8652,"WAUSHARA"
"1233",42,6184.70394063832,"DRY BEANS","Dry Beans",2012,2012,1,7053,"WAUSHARA"
"1234",43,14364.3560165354,"POTATOES","Potatoes",2012,2012,1,9019,"WAUSHARA"
"1235",50,328.980691398359,"CUCUMBERS","Row Crops",2012,2012,1,3015,"WAUSHARA"
"1236",53,1007.77638996691,"PEAS","Row Crops",2012,2012,1,2682,"WAUSHARA"
"1240",216,82.8011001361499,"PEPPERS","Row Crops",2012,2012,1,12,"WAUSHARA"
"2271",1,29893.1176493308,"CORN","Corn",2017,2017,14,44408,"WAUSHARA"
"2272",5,12118.6500501361,"SOYBEANS","Soy",2017,2017,14,17312,"WAUSHARA"
"2273",24,904.230698481677,"WHEAT","Winter Wheat",2017,2017,14,891,"WAUSHARA"
"2274",27,166.092934000849,"RYE","Rye",2017,2017,14,485,"WAUSHARA"
"2275",28,39.426631529679,"OATS","Row Crops",2017,2017,14,352,"WAUSHARA"
"2277",36,3822.13147729622,"ALFALFA","Alfalfa",2017,2017,14,8891,"WAUSHARA"
"2278",42,7960.39103099807,"DRY BEANS","Dry Beans",2017,2017,14,7684,"WAUSHARA"
"2279",43,9864.27413375647,"POTATOES","Potatoes",2017,2017,14,8677,"WAUSHARA"
"2281",50,654.861769980268,"CUCUMBERS","Row Crops",2017,2017,14,2989,"WAUSHARA"
"2282",53,1360.70617059337,"PEAS","Row Crops",2017,2017,14,2354,"WAUSHARA"
"2284",206,1881.57890989101,"CARROTS","Row Crops",2017,2017,14,6,"WAUSHARA"
"2285",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,14,6,"WAUSHARA"
"2286",222,15.5331853282538,"SQUASH","Row Crops",2017,2017,14,56,"WAUSHARA"
"2288",243,464.334475454949,"CABBAGE","Row Crops",2017,2017,14,1,"WAUSHARA"
"2289",1,34534.2483908603,"CORN","Corn",2017,2017,13,44408,"WAUSHARA"
"2290",5,14047.2219659317,"SOYBEANS","Soy",2017,2017,13,17312,"WAUSHARA"
"2291",24,1075.03878548313,"WHEAT","Winter Wheat",2017,2017,13,891,"WAUSHARA"
"2292",27,226.432799225005,"RYE","Rye",2017,2017,13,485,"WAUSHARA"
"2293",28,45.0209040947052,"OATS","Row Crops",2017,2017,13,352,"WAUSHARA"
"2295",36,5459.48025411499,"ALFALFA","Alfalfa",2017,2017,13,8891,"WAUSHARA"
"2296",37,65.7148584651794,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,13,2142,"WAUSHARA"
"2297",42,9297.15517940949,"DRY BEANS","Dry Beans",2017,2017,13,7684,"WAUSHARA"
"2298",43,11451.3227612086,"POTATOES","Potatoes",2017,2017,13,8677,"WAUSHARA"
"2300",50,907.693872372065,"CUCUMBERS","Row Crops",2017,2017,13,2989,"WAUSHARA"
"2301",53,1565.59681960222,"PEAS","Row Crops",2017,2017,13,2354,"WAUSHARA"
"2304",206,2263.10550861459,"CARROTS","Row Crops",2017,2017,13,6,"WAUSHARA"
"2305",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,13,6,"WAUSHARA"
"2306",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,13,56,"WAUSHARA"
"2308",243,539.376953556349,"CABBAGE","Row Crops",2017,2017,13,1,"WAUSHARA"
"2309",1,36169.1770123805,"CORN","Corn",2017,2017,12,44408,"WAUSHARA"
"2310",5,14844.0093460671,"SOYBEANS","Soy",2017,2017,12,17312,"WAUSHARA"
"2311",24,1130.45735796181,"WHEAT","Winter Wheat",2017,2017,12,891,"WAUSHARA"
"2312",27,242.00925748916,"RYE","Rye",2017,2017,12,485,"WAUSHARA"
"2313",28,49.5316590002905,"OATS","Row Crops",2017,2017,12,352,"WAUSHARA"
"2315",36,6135.61669560672,"ALFALFA","Alfalfa",2017,2017,12,8891,"WAUSHARA"
"2316",37,86.6787372825946,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,12,2142,"WAUSHARA"
"2317",42,9436.50367396633,"DRY BEANS","Dry Beans",2017,2017,12,7684,"WAUSHARA"
"2318",43,11615.5756377811,"POTATOES","Potatoes",2017,2017,12,8677,"WAUSHARA"
"2320",50,912.774026454618,"CUCUMBERS","Row Crops",2017,2017,12,2989,"WAUSHARA"
"2321",53,1585.34986286504,"PEAS","Row Crops",2017,2017,12,2354,"WAUSHARA"
"2324",206,2278.13384416019,"CARROTS","Row Crops",2017,2017,12,6,"WAUSHARA"
"2325",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,12,6,"WAUSHARA"
"2326",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,12,56,"WAUSHARA"
"2328",243,555.682800776686,"CABBAGE","Row Crops",2017,2017,12,1,"WAUSHARA"
"2329",1,37122.1140632637,"CORN","Corn",2017,2017,11,44408,"WAUSHARA"
"2330",5,15032.0596242977,"SOYBEANS","Soy",2017,2017,11,17312,"WAUSHARA"
"2331",24,1159.10803505508,"WHEAT","Winter Wheat",2017,2017,11,891,"WAUSHARA"
"2332",27,259.459471552889,"RYE","Rye",2017,2017,11,485,"WAUSHARA"
"2333",28,49.8567572096918,"OATS","Row Crops",2017,2017,11,352,"WAUSHARA"
"2335",36,6449.92908977897,"ALFALFA","Alfalfa",2017,2017,11,8891,"WAUSHARA"
"2336",37,103.299025585267,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,11,2142,"WAUSHARA"
"2337",42,9562.41439124441,"DRY BEANS","Dry Beans",2017,2017,11,7684,"WAUSHARA"
"2338",43,11671.6948019516,"POTATOES","Potatoes",2017,2017,11,8677,"WAUSHARA"
"2340",50,927.629409042022,"CUCUMBERS","Row Crops",2017,2017,11,2989,"WAUSHARA"
"2341",53,1592.57908687028,"PEAS","Row Crops",2017,2017,11,2354,"WAUSHARA"
"2344",206,2277.82781734697,"CARROTS","Row Crops",2017,2017,11,6,"WAUSHARA"
"2345",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,11,6,"WAUSHARA"
"2346",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,11,56,"WAUSHARA"
"2348",243,557.227329915574,"CABBAGE","Row Crops",2017,2017,11,1,"WAUSHARA"
"2349",1,37629.2647944455,"CORN","Corn",2017,2017,10,44408,"WAUSHARA"
"2350",5,15264.9440913762,"SOYBEANS","Soy",2017,2017,10,17312,"WAUSHARA"
"2351",24,1148.61863346449,"WHEAT","Winter Wheat",2017,2017,10,891,"WAUSHARA"
"2352",27,265.631755712533,"RYE","Rye",2017,2017,10,485,"WAUSHARA"
"2353",28,50.3656647991162,"OATS","Row Crops",2017,2017,10,352,"WAUSHARA"
"2355",36,6596.84690695813,"ALFALFA","Alfalfa",2017,2017,10,8891,"WAUSHARA"
"2356",37,104.625501182121,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,10,2142,"WAUSHARA"
"2357",42,9614.20871359988,"DRY BEANS","Dry Beans",2017,2017,10,7684,"WAUSHARA"
"2358",43,11719.5635779594,"POTATOES","Potatoes",2017,2017,10,8677,"WAUSHARA"
"2360",50,927.766503662192,"CUCUMBERS","Row Crops",2017,2017,10,2989,"WAUSHARA"
"2361",53,1604.92844209484,"PEAS","Row Crops",2017,2017,10,2354,"WAUSHARA"
"2364",206,2278.98285081915,"CARROTS","Row Crops",2017,2017,10,6,"WAUSHARA"
"2365",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,10,6,"WAUSHARA"
"2366",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,10,56,"WAUSHARA"
"2368",243,569.543526406139,"CABBAGE","Row Crops",2017,2017,10,1,"WAUSHARA"
"2369",1,37905.891766936,"CORN","Corn",2017,2017,9,44408,"WAUSHARA"
"2370",5,15350.9037405304,"SOYBEANS","Soy",2017,2017,9,17312,"WAUSHARA"
"2371",24,1153.03879316764,"WHEAT","Winter Wheat",2017,2017,9,891,"WAUSHARA"
"2372",27,278.146766937721,"RYE","Rye",2017,2017,9,485,"WAUSHARA"
"2373",28,50.3656647991162,"OATS","Row Crops",2017,2017,9,352,"WAUSHARA"
"2375",36,6676.98384791516,"ALFALFA","Alfalfa",2017,2017,9,8891,"WAUSHARA"
"2376",37,137.500460059096,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,9,2142,"WAUSHARA"
"2377",42,9630.1400733737,"DRY BEANS","Dry Beans",2017,2017,9,7684,"WAUSHARA"
"2378",43,11729.3003163313,"POTATOES","Potatoes",2017,2017,9,8677,"WAUSHARA"
"2380",50,928.18073531764,"CUCUMBERS","Row Crops",2017,2017,9,2989,"WAUSHARA"
"2381",53,1606.86351576946,"PEAS","Row Crops",2017,2017,9,2354,"WAUSHARA"
"2384",206,2279.24038158692,"CARROTS","Row Crops",2017,2017,9,6,"WAUSHARA"
"2385",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,9,6,"WAUSHARA"
"2386",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,9,56,"WAUSHARA"
"2388",243,570.841252579007,"CABBAGE","Row Crops",2017,2017,9,1,"WAUSHARA"
"2389",1,38099.1106374107,"CORN","Corn",2017,2017,8,44408,"WAUSHARA"
"2390",5,15403.0881202398,"SOYBEANS","Soy",2017,2017,8,17312,"WAUSHARA"
"2391",24,1177.87229025451,"WHEAT","Winter Wheat",2017,2017,8,891,"WAUSHARA"
"2392",27,279.188747429098,"RYE","Rye",2017,2017,8,485,"WAUSHARA"
"2393",28,62.8649022069385,"OATS","Row Crops",2017,2017,8,352,"WAUSHARA"
"2395",36,6777.37643363018,"ALFALFA","Alfalfa",2017,2017,8,8891,"WAUSHARA"
"2396",37,104.793351054058,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,8,2142,"WAUSHARA"
"2397",42,9652.08989378106,"DRY BEANS","Dry Beans",2017,2017,8,7684,"WAUSHARA"
"2398",43,11748.5878996214,"POTATOES","Potatoes",2017,2017,8,8677,"WAUSHARA"
"2400",50,930.428513793974,"CUCUMBERS","Row Crops",2017,2017,8,2989,"WAUSHARA"
"2401",53,1607.28791423315,"PEAS","Row Crops",2017,2017,8,2354,"WAUSHARA"
"2404",206,2279.25105461051,"CARROTS","Row Crops",2017,2017,8,6,"WAUSHARA"
"2405",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,8,6,"WAUSHARA"
"2406",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,8,56,"WAUSHARA"
"2408",243,571.777717425533,"CABBAGE","Row Crops",2017,2017,8,1,"WAUSHARA"
"2409",1,38285.6729595814,"CORN","Corn",2017,2017,7,44408,"WAUSHARA"
"2410",5,15542.5387143476,"SOYBEANS","Soy",2017,2017,7,17312,"WAUSHARA"
"2411",24,1179.69731533128,"WHEAT","Winter Wheat",2017,2017,7,891,"WAUSHARA"
"2412",27,282.557428029647,"RYE","Rye",2017,2017,7,485,"WAUSHARA"
"2413",28,51.9117101407416,"OATS","Row Crops",2017,2017,7,352,"WAUSHARA"
"2415",36,6894.3602792655,"ALFALFA","Alfalfa",2017,2017,7,8891,"WAUSHARA"
"2416",37,126.123997880858,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,7,2142,"WAUSHARA"
"2417",42,9678.45348605236,"DRY BEANS","Dry Beans",2017,2017,7,7684,"WAUSHARA"
"2418",43,11761.2132906472,"POTATOES","Potatoes",2017,2017,7,8677,"WAUSHARA"
"2420",50,931.670805766812,"CUCUMBERS","Row Crops",2017,2017,7,2989,"WAUSHARA"
"2421",53,1608.81912006287,"PEAS","Row Crops",2017,2017,7,2354,"WAUSHARA"
"2424",206,2276.64157920684,"CARROTS","Row Crops",2017,2017,7,6,"WAUSHARA"
"2425",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,7,6,"WAUSHARA"
"2426",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,7,56,"WAUSHARA"
"2428",243,560.99348602737,"CABBAGE","Row Crops",2017,2017,7,1,"WAUSHARA"
"2429",1,38585.8284420746,"CORN","Corn",2017,2017,6,44408,"WAUSHARA"
"2430",5,15671.5897101367,"SOYBEANS","Soy",2017,2017,6,17312,"WAUSHARA"
"2431",24,1196.73229559486,"WHEAT","Winter Wheat",2017,2017,6,891,"WAUSHARA"
"2432",27,282.946473646725,"RYE","Rye",2017,2017,6,485,"WAUSHARA"
"2433",28,52.2225635251288,"OATS","Row Crops",2017,2017,6,352,"WAUSHARA"
"2435",36,6975.81185495924,"ALFALFA","Alfalfa",2017,2017,6,8891,"WAUSHARA"
"2436",37,126.865849411209,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,6,2142,"WAUSHARA"
"2437",42,9715.93493745771,"DRY BEANS","Dry Beans",2017,2017,6,7684,"WAUSHARA"
"2438",43,11786.3516806454,"POTATOES","Potatoes",2017,2017,6,8677,"WAUSHARA"
"2440",50,932.692295184655,"CUCUMBERS","Row Crops",2017,2017,6,2989,"WAUSHARA"
"2441",53,1608.92438308267,"PEAS","Row Crops",2017,2017,6,2354,"WAUSHARA"
"2444",206,2279.52681582716,"CARROTS","Row Crops",2017,2017,6,6,"WAUSHARA"
"2445",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,6,6,"WAUSHARA"
"2446",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,6,56,"WAUSHARA"
"2448",243,563.354324512758,"CABBAGE","Row Crops",2017,2017,6,1,"WAUSHARA"
"2449",1,38935.7813832135,"CORN","Corn",2017,2017,5,44408,"WAUSHARA"
"2450",5,15829.7549783626,"SOYBEANS","Soy",2017,2017,5,17312,"WAUSHARA"
"2451",24,1238.45436440921,"WHEAT","Winter Wheat",2017,2017,5,891,"WAUSHARA"
"2452",27,282.683960630425,"RYE","Rye",2017,2017,5,485,"WAUSHARA"
"2453",28,52.5998590460779,"OATS","Row Crops",2017,2017,5,352,"WAUSHARA"
"2455",36,7252.7095518207,"ALFALFA","Alfalfa",2017,2017,5,8891,"WAUSHARA"
"2456",37,136.964498514172,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,5,2142,"WAUSHARA"
"2457",42,9763.09883921359,"DRY BEANS","Dry Beans",2017,2017,5,7684,"WAUSHARA"
"2458",43,11818.879588483,"POTATOES","Potatoes",2017,2017,5,8677,"WAUSHARA"
"2460",50,933.108733470861,"CUCUMBERS","Row Crops",2017,2017,5,2989,"WAUSHARA"
"2461",53,1609.51380539618,"PEAS","Row Crops",2017,2017,5,2354,"WAUSHARA"
"2464",206,2339.22325124338,"CARROTS","Row Crops",2017,2017,5,6,"WAUSHARA"
"2465",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,5,6,"WAUSHARA"
"2466",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,5,56,"WAUSHARA"
"2468",243,568.865383926078,"CABBAGE","Row Crops",2017,2017,5,1,"WAUSHARA"
"2469",1,39635.4579297299,"CORN","Corn",2017,2017,4,44408,"WAUSHARA"
"2470",5,16103.0126752942,"SOYBEANS","Soy",2017,2017,4,17312,"WAUSHARA"
"2471",24,1253.32010616187,"WHEAT","Winter Wheat",2017,2017,4,891,"WAUSHARA"
"2472",27,306.641246764538,"RYE","Rye",2017,2017,4,485,"WAUSHARA"
"2473",28,52.992580651673,"OATS","Row Crops",2017,2017,4,352,"WAUSHARA"
"2475",36,7526.16212030404,"ALFALFA","Alfalfa",2017,2017,4,8891,"WAUSHARA"
"2476",37,153.482772117748,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,4,2142,"WAUSHARA"
"2478",42,9850.95741937672,"DRY BEANS","Dry Beans",2017,2017,4,7684,"WAUSHARA"
"2479",43,11886.7528497601,"POTATOES","Potatoes",2017,2017,4,8677,"WAUSHARA"
"2481",50,925.746797068022,"CUCUMBERS","Row Crops",2017,2017,4,2989,"WAUSHARA"
"2482",53,1618.73130223065,"PEAS","Row Crops",2017,2017,4,2354,"WAUSHARA"
"2485",206,2356.25089035887,"CARROTS","Row Crops",2017,2017,4,6,"WAUSHARA"
"2486",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,4,6,"WAUSHARA"
"2487",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,4,56,"WAUSHARA"
"2489",243,573.385856404708,"CABBAGE","Row Crops",2017,2017,4,1,"WAUSHARA"
"2490",1,40859.4755887142,"CORN","Corn",2017,2017,3,44408,"WAUSHARA"
"2491",5,16381.8248125025,"SOYBEANS","Soy",2017,2017,3,17312,"WAUSHARA"
"2492",24,1309.78243151907,"WHEAT","Winter Wheat",2017,2017,3,891,"WAUSHARA"
"2493",27,321.090327257334,"RYE","Rye",2017,2017,3,485,"WAUSHARA"
"2494",28,53.3574549535504,"OATS","Row Crops",2017,2017,3,352,"WAUSHARA"
"2496",36,8061.79001354151,"ALFALFA","Alfalfa",2017,2017,3,8891,"WAUSHARA"
"2497",37,285.668020880757,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,3,2142,"WAUSHARA"
"2499",42,10026.7618657134,"DRY BEANS","Dry Beans",2017,2017,3,7684,"WAUSHARA"
"2500",43,12005.1023071817,"POTATOES","Potatoes",2017,2017,3,8677,"WAUSHARA"
"2502",50,900.654031303889,"CUCUMBERS","Row Crops",2017,2017,3,2989,"WAUSHARA"
"2503",53,1634.1419394056,"PEAS","Row Crops",2017,2017,3,2354,"WAUSHARA"
"2506",206,2398.3404673212,"CARROTS","Row Crops",2017,2017,3,6,"WAUSHARA"
"2507",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,3,6,"WAUSHARA"
"2508",222,26.4173073239648,"SQUASH","Row Crops",2017,2017,3,56,"WAUSHARA"
"2510",243,584.449322606365,"CABBAGE","Row Crops",2017,2017,3,1,"WAUSHARA"
"2511",1,41850.0953167908,"CORN","Corn",2017,2017,2,44408,"WAUSHARA"
"2512",5,16772.2355796439,"SOYBEANS","Soy",2017,2017,2,17312,"WAUSHARA"
"2513",24,1354.63495313283,"WHEAT","Winter Wheat",2017,2017,2,891,"WAUSHARA"
"2514",27,356.392299350762,"RYE","Rye",2017,2017,2,485,"WAUSHARA"
"2515",28,54.3308937906268,"OATS","Row Crops",2017,2017,2,352,"WAUSHARA"
"2517",36,8764.00800668893,"ALFALFA","Alfalfa",2017,2017,2,8891,"WAUSHARA"
"2518",37,501.813305291009,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,2,2142,"WAUSHARA"
"2520",42,10088.2974202406,"DRY BEANS","Dry Beans",2017,2017,2,7684,"WAUSHARA"
"2521",43,12023.0843499351,"POTATOES","Potatoes",2017,2017,2,8677,"WAUSHARA"
"2523",50,902.623307845757,"CUCUMBERS","Row Crops",2017,2017,2,2989,"WAUSHARA"
"2524",53,1647.60996792277,"PEAS","Row Crops",2017,2017,2,2354,"WAUSHARA"
"2527",206,2399.69581658832,"CARROTS","Row Crops",2017,2017,2,6,"WAUSHARA"
"2528",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,2,6,"WAUSHARA"
"2529",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,2,56,"WAUSHARA"
"2531",243,584.606420424548,"CABBAGE","Row Crops",2017,2017,2,1,"WAUSHARA"
"2532",1,43126.1917640974,"CORN","Corn",2017,2017,1,44408,"WAUSHARA"
"2533",5,17277.3236014461,"SOYBEANS","Soy",2017,2017,1,17312,"WAUSHARA"
"2534",24,1402.77162184875,"WHEAT","Winter Wheat",2017,2017,1,891,"WAUSHARA"
"2535",27,403.513551573952,"RYE","Rye",2017,2017,1,485,"WAUSHARA"
"2536",28,54.4652225963855,"OATS","Row Crops",2017,2017,1,352,"WAUSHARA"
"2538",36,9660.37394511339,"ALFALFA","Alfalfa",2017,2017,1,8891,"WAUSHARA"
"2539",37,785.31413807129,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,1,2142,"WAUSHARA"
"2541",42,10128.6661965026,"DRY BEANS","Dry Beans",2017,2017,1,7684,"WAUSHARA"
"2542",43,12026.9249330353,"POTATOES","Potatoes",2017,2017,1,8677,"WAUSHARA"
"2544",50,901.499506430613,"CUCUMBERS","Row Crops",2017,2017,1,2989,"WAUSHARA"
"2545",53,1693.74175667633,"PEAS","Row Crops",2017,2017,1,2354,"WAUSHARA"
"2548",206,2421.00283933855,"CARROTS","Row Crops",2017,2017,1,6,"WAUSHARA"
"2549",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,1,6,"WAUSHARA"
"2550",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,1,56,"WAUSHARA"
"2552",243,585.561650259474,"CABBAGE","Row Crops",2017,2017,1,1,"WAUSHARA"
