"","LANGLADE.Class","LANGLADE.fieldacres","LANGLADE.Commodity","LANGLADE.Bin","LANGLADE.Year","LANGLADE.year","LANGLADE.threshold","LANGLADE.NASSacres","LANGLADE.County"
"557",1,268359.341928618,"CORN","Corn",2014,2014,12,277000,"LANGLADE"
"558",5,248391.655934716,"SOYBEANS","Soy",2014,2014,12,255000,"LANGLADE"
"559",24,1424.06678042191,"WHEAT","Winter Wheat",2014,2014,12,2200,"LANGLADE"
"562",1,270054.704194062,"CORN","Corn",2014,2014,11,277000,"LANGLADE"
"563",5,250178.998602004,"SOYBEANS","Soy",2014,2014,11,255000,"LANGLADE"
"564",24,1451.84161625467,"WHEAT","Winter Wheat",2014,2014,11,2200,"LANGLADE"
"567",1,270775.778324868,"CORN","Corn",2014,2014,10,277000,"LANGLADE"
"568",5,250688.039272523,"SOYBEANS","Soy",2014,2014,10,255000,"LANGLADE"
"569",24,1457.9723387831,"WHEAT","Winter Wheat",2014,2014,10,2200,"LANGLADE"
"572",1,270879.768162917,"CORN","Corn",2014,2014,9,277000,"LANGLADE"
"573",5,250946.45260506,"SOYBEANS","Soy",2014,2014,9,255000,"LANGLADE"
"574",24,1458.37789497775,"WHEAT","Winter Wheat",2014,2014,9,2200,"LANGLADE"
"577",1,271032.804268435,"CORN","Corn",2014,2014,8,277000,"LANGLADE"
"578",5,251104.613396227,"SOYBEANS","Soy",2014,2014,8,255000,"LANGLADE"
"579",24,1456.48238398399,"WHEAT","Winter Wheat",2014,2014,8,2200,"LANGLADE"
"583",1,271298.74053156,"CORN","Corn",2014,2014,7,277000,"LANGLADE"
"584",5,251394.951862262,"SOYBEANS","Soy",2014,2014,7,255000,"LANGLADE"
"585",24,1456.66149176306,"WHEAT","Winter Wheat",2014,2014,7,2200,"LANGLADE"
"589",1,271488.108525256,"CORN","Corn",2014,2014,6,277000,"LANGLADE"
"590",5,251633.067112864,"SOYBEANS","Soy",2014,2014,6,255000,"LANGLADE"
"591",24,1462.70222949149,"WHEAT","Winter Wheat",2014,2014,6,2200,"LANGLADE"
"595",1,271774.143228329,"CORN","Corn",2014,2014,5,277000,"LANGLADE"
"596",5,251932.469486191,"SOYBEANS","Soy",2014,2014,5,255000,"LANGLADE"
"597",24,1484.96897029617,"WHEAT","Winter Wheat",2014,2014,5,2200,"LANGLADE"
"601",1,272202.214441419,"CORN","Corn",2014,2014,4,277000,"LANGLADE"
"602",5,252458.679726669,"SOYBEANS","Soy",2014,2014,4,255000,"LANGLADE"
"603",24,1522.07765865094,"WHEAT","Winter Wheat",2014,2014,4,2200,"LANGLADE"
"608",1,273657.668382024,"CORN","Corn",2014,2014,3,277000,"LANGLADE"
"609",5,254313.181468514,"SOYBEANS","Soy",2014,2014,3,255000,"LANGLADE"
"610",24,1549.90182251768,"WHEAT","Winter Wheat",2014,2014,3,2200,"LANGLADE"
"615",1,274173.787303809,"CORN","Corn",2014,2014,2,277000,"LANGLADE"
"616",5,254812.750644713,"SOYBEANS","Soy",2014,2014,2,255000,"LANGLADE"
"617",24,1561.63298226553,"WHEAT","Winter Wheat",2014,2014,2,2200,"LANGLADE"
"622",1,274804.542371418,"CORN","Corn",2014,2014,1,277000,"LANGLADE"
"623",5,255334.16158956,"SOYBEANS","Soy",2014,2014,1,255000,"LANGLADE"
"624",24,1601.61294617009,"WHEAT","Winter Wheat",2014,2014,1,2200,"LANGLADE"
"629",1,267370.482236611,"CORN","Corn",2015,2015,14,281000,"LANGLADE"
"630",5,238973.647585503,"SOYBEANS","Soy",2015,2015,14,250500,"LANGLADE"
"631",24,1118.44336237994,"WHEAT","Winter Wheat",2015,2015,14,2600,"LANGLADE"
"633",36,285.892470255503,"HAY","Alfalfa",2015,2015,14,1400,"LANGLADE"
"635",1,270803.559437023,"CORN","Corn",2015,2015,13,281000,"LANGLADE"
"636",5,241906.415098653,"SOYBEANS","Soy",2015,2015,13,250500,"LANGLADE"
"637",24,1211.89297001496,"WHEAT","Winter Wheat",2015,2015,13,2600,"LANGLADE"
"639",36,371.171124604279,"HAY","Alfalfa",2015,2015,13,1400,"LANGLADE"
"641",1,272848.654161999,"CORN","Corn",2015,2015,12,281000,"LANGLADE"
"642",5,243418.781961126,"SOYBEANS","Soy",2015,2015,12,250500,"LANGLADE"
"643",24,1265.6410977322,"WHEAT","Winter Wheat",2015,2015,12,2600,"LANGLADE"
"645",36,402.857429582076,"HAY","Alfalfa",2015,2015,12,1400,"LANGLADE"
"647",1,275037.1258028,"CORN","Corn",2015,2015,11,281000,"LANGLADE"
"648",5,244825.471404003,"SOYBEANS","Soy",2015,2015,11,250500,"LANGLADE"
"649",24,1257.8790901297,"WHEAT","Winter Wheat",2015,2015,11,2600,"LANGLADE"
"651",36,427.250860565816,"HAY","Alfalfa",2015,2015,11,1400,"LANGLADE"
"653",1,275735.467906484,"CORN","Corn",2015,2015,10,281000,"LANGLADE"
"654",5,245349.346152387,"SOYBEANS","Soy",2015,2015,10,250500,"LANGLADE"
"655",24,1274.9272804661,"WHEAT","Winter Wheat",2015,2015,10,2600,"LANGLADE"
"657",36,432.547441496258,"HAY","Alfalfa",2015,2015,10,1400,"LANGLADE"
"659",1,275959.551353081,"CORN","Corn",2015,2015,9,281000,"LANGLADE"
"660",5,245487.722540007,"SOYBEANS","Soy",2015,2015,9,250500,"LANGLADE"
"661",24,1275.46620494838,"WHEAT","Winter Wheat",2015,2015,9,2600,"LANGLADE"
"663",36,433.29048191778,"HAY","Alfalfa",2015,2015,9,1400,"LANGLADE"
"665",1,276107.421157114,"CORN","Corn",2015,2015,8,281000,"LANGLADE"
"666",5,245657.861997166,"SOYBEANS","Soy",2015,2015,8,250500,"LANGLADE"
"667",24,1287.58419553823,"WHEAT","Winter Wheat",2015,2015,8,2600,"LANGLADE"
"669",36,444.742101449771,"HAY","Alfalfa",2015,2015,8,1400,"LANGLADE"
"671",1,276449.155560483,"CORN","Corn",2015,2015,7,281000,"LANGLADE"
"672",5,245853.058773794,"SOYBEANS","Soy",2015,2015,7,250500,"LANGLADE"
"673",24,1288.0518044678,"WHEAT","Winter Wheat",2015,2015,7,2600,"LANGLADE"
"675",36,481.313096292463,"HAY","Alfalfa",2015,2015,7,1400,"LANGLADE"
"677",1,276714.422464245,"CORN","Corn",2015,2015,6,281000,"LANGLADE"
"678",5,245999.282802873,"SOYBEANS","Soy",2015,2015,6,250500,"LANGLADE"
"679",24,1288.86913674212,"WHEAT","Winter Wheat",2015,2015,6,2600,"LANGLADE"
"681",36,492.443507377145,"HAY","Alfalfa",2015,2015,6,1400,"LANGLADE"
"683",1,277089.868215019,"CORN","Corn",2015,2015,5,281000,"LANGLADE"
"684",5,246253.489158185,"SOYBEANS","Soy",2015,2015,5,250500,"LANGLADE"
"685",24,1290.03768723787,"WHEAT","Winter Wheat",2015,2015,5,2600,"LANGLADE"
"687",36,521.155935834963,"HAY","Alfalfa",2015,2015,5,1400,"LANGLADE"
"689",1,277671.737752678,"CORN","Corn",2015,2015,4,281000,"LANGLADE"
"690",5,246633.595791856,"SOYBEANS","Soy",2015,2015,4,250500,"LANGLADE"
"691",24,1292.56823162763,"WHEAT","Winter Wheat",2015,2015,4,2600,"LANGLADE"
"693",36,618.586877934066,"HAY","Alfalfa",2015,2015,4,1400,"LANGLADE"
"695",1,279520.08885021,"CORN","Corn",2015,2015,3,281000,"LANGLADE"
"696",5,248162.225053963,"SOYBEANS","Soy",2015,2015,3,250500,"LANGLADE"
"697",24,1302.17635881495,"WHEAT","Winter Wheat",2015,2015,3,2600,"LANGLADE"
"699",36,648.250754603319,"HAY","Alfalfa",2015,2015,3,1400,"LANGLADE"
"701",1,280185.587166564,"CORN","Corn",2015,2015,2,281000,"LANGLADE"
"702",5,248469.342831529,"SOYBEANS","Soy",2015,2015,2,250500,"LANGLADE"
"703",24,1334.32345778842,"WHEAT","Winter Wheat",2015,2015,2,2600,"LANGLADE"
"705",36,746.466837819304,"HAY","Alfalfa",2015,2015,2,1400,"LANGLADE"
"707",1,280900.113479006,"CORN","Corn",2015,2015,1,281000,"LANGLADE"
"708",5,248917.816142194,"SOYBEANS","Soy",2015,2015,1,250500,"LANGLADE"
"709",24,1352.63671999936,"WHEAT","Winter Wheat",2015,2015,1,2600,"LANGLADE"
"711",36,1003.68973761437,"HAY","Alfalfa",2015,2015,1,1400,"LANGLADE"
"713",1,271084.647447298,"CORN","Corn",2016,2016,14,284500,"LANGLADE"
"714",5,235702.051010516,"SOYBEANS","Soy",2016,2016,14,245500,"LANGLADE"
"715",24,455.594074608387,"WHEAT","Winter Wheat",2016,2016,14,2150,"LANGLADE"
"717",36,122.674846686429,"HAY","Alfalfa",2016,2016,14,1600,"LANGLADE"
"719",1,274381.834860874,"CORN","Corn",2016,2016,13,284500,"LANGLADE"
"720",5,238862.217903147,"SOYBEANS","Soy",2016,2016,13,245500,"LANGLADE"
"721",24,482.495544393293,"WHEAT","Winter Wheat",2016,2016,13,2150,"LANGLADE"
"723",36,188.989055101541,"HAY","Alfalfa",2016,2016,13,1600,"LANGLADE"
"725",1,276303.920286437,"CORN","Corn",2016,2016,12,284500,"LANGLADE"
"726",5,240479.911529677,"SOYBEANS","Soy",2016,2016,12,245500,"LANGLADE"
"727",24,490.094493855393,"WHEAT","Winter Wheat",2016,2016,12,2150,"LANGLADE"
"729",36,289.333741207534,"HAY","Alfalfa",2016,2016,12,1600,"LANGLADE"
"731",1,278082.64959821,"CORN","Corn",2016,2016,11,284500,"LANGLADE"
"732",5,242185.022036877,"SOYBEANS","Soy",2016,2016,11,245500,"LANGLADE"
"733",24,530.512584758474,"WHEAT","Winter Wheat",2016,2016,11,2150,"LANGLADE"
"735",36,376.390038550976,"HAY","Alfalfa",2016,2016,11,1600,"LANGLADE"
"737",1,278765.223711705,"CORN","Corn",2016,2016,10,284500,"LANGLADE"
"738",5,242717.726848603,"SOYBEANS","Soy",2016,2016,10,245500,"LANGLADE"
"739",24,530.530969919462,"WHEAT","Winter Wheat",2016,2016,10,2150,"LANGLADE"
"741",36,405.855445684534,"HAY","Alfalfa",2016,2016,10,1600,"LANGLADE"
"743",1,278972.808970547,"CORN","Corn",2016,2016,9,284500,"LANGLADE"
"744",5,242899.052476368,"SOYBEANS","Soy",2016,2016,9,245500,"LANGLADE"
"745",24,530.860909510651,"WHEAT","Winter Wheat",2016,2016,9,2150,"LANGLADE"
"747",36,379.388696185311,"HAY","Alfalfa",2016,2016,9,1600,"LANGLADE"
"749",1,279138.577540987,"CORN","Corn",2016,2016,8,284500,"LANGLADE"
"750",5,243042.161063371,"SOYBEANS","Soy",2016,2016,8,245500,"LANGLADE"
"751",24,531.621378767853,"WHEAT","Winter Wheat",2016,2016,8,2150,"LANGLADE"
"753",36,390.840315717302,"HAY","Alfalfa",2016,2016,8,1600,"LANGLADE"
"756",1,279444.025679236,"CORN","Corn",2016,2016,7,284500,"LANGLADE"
"757",5,243264.37984297,"SOYBEANS","Soy",2016,2016,7,245500,"LANGLADE"
"758",24,533.260093733046,"WHEAT","Winter Wheat",2016,2016,7,2150,"LANGLADE"
"760",36,454.621100480739,"HAY","Alfalfa",2016,2016,7,1600,"LANGLADE"
"763",1,279639.870712273,"CORN","Corn",2016,2016,6,284500,"LANGLADE"
"764",5,243468.337775786,"SOYBEANS","Soy",2016,2016,6,245500,"LANGLADE"
"765",24,534.335854672425,"WHEAT","Winter Wheat",2016,2016,6,2150,"LANGLADE"
"767",36,477.185886655392,"HAY","Alfalfa",2016,2016,6,1600,"LANGLADE"
"770",1,279922.195678597,"CORN","Corn",2016,2016,5,284500,"LANGLADE"
"771",5,243800.995132526,"SOYBEANS","Soy",2016,2016,5,245500,"LANGLADE"
"772",24,549.951372629672,"WHEAT","Winter Wheat",2016,2016,5,2150,"LANGLADE"
"774",36,506.075846602483,"HAY","Alfalfa",2016,2016,5,1600,"LANGLADE"
"777",1,280378.082516464,"CORN","Corn",2016,2016,4,284500,"LANGLADE"
"778",5,244353.881003448,"SOYBEANS","Soy",2016,2016,4,245500,"LANGLADE"
"779",24,550.870663678698,"WHEAT","Winter Wheat",2016,2016,4,2150,"LANGLADE"
"781",36,557.511602530025,"HAY","Alfalfa",2016,2016,4,1600,"LANGLADE"
"784",1,282137.313061087,"CORN","Corn",2016,2016,3,284500,"LANGLADE"
"785",5,245965.867086436,"SOYBEANS","Soy",2016,2016,3,245500,"LANGLADE"
"786",24,556.479636276448,"WHEAT","Winter Wheat",2016,2016,3,2150,"LANGLADE"
"788",36,597.86681576807,"HAY","Alfalfa",2016,2016,3,1600,"LANGLADE"
"791",1,282522.161126042,"CORN","Corn",2016,2016,2,284500,"LANGLADE"
"792",5,246561.696347734,"SOYBEANS","Soy",2016,2016,2,245500,"LANGLADE"
"793",24,555.28801820318,"WHEAT","Winter Wheat",2016,2016,2,2150,"LANGLADE"
"795",36,704.758465052958,"HAY","Alfalfa",2016,2016,2,1600,"LANGLADE"
"798",1,283167.543939324,"CORN","Corn",2016,2016,1,284500,"LANGLADE"
"799",5,247108.233500773,"SOYBEANS","Soy",2016,2016,1,245500,"LANGLADE"
"800",24,570.324528996898,"WHEAT","Winter Wheat",2016,2016,1,2150,"LANGLADE"
"802",36,829.607703469438,"HAY","Alfalfa",2016,2016,1,1600,"LANGLADE"
"806",1,261988.240222204,"CORN","Corn",2017,2017,14,286717,"LANGLADE"
"807",5,244558.705010423,"SOYBEANS","Soy",2017,2017,14,271640,"LANGLADE"
"808",24,989.429109071242,"WHEAT","Winter Wheat",2017,2017,14,6742,"LANGLADE"
"810",28,49.703107127641,"OATS","Row Crops",2017,2017,14,192,"LANGLADE"
"811",36,266.947032825701,"HAY","Alfalfa",2017,2017,14,4698,"LANGLADE"
"812",1,265522.173317719,"CORN","Corn",2017,2017,13,286717,"LANGLADE"
"813",5,247383.624575494,"SOYBEANS","Soy",2017,2017,13,271640,"LANGLADE"
"814",24,985.515680762416,"WHEAT","Winter Wheat",2017,2017,13,6742,"LANGLADE"
"816",28,63.2608987682166,"OATS","Row Crops",2017,2017,13,192,"LANGLADE"
"817",36,426.1836337077,"HAY","Alfalfa",2017,2017,13,4698,"LANGLADE"
"818",53,18.9965161327295,"PEAS","Row Crops",2017,2017,13,4,"LANGLADE"
"819",1,267409.558639516,"CORN","Corn",2017,2017,12,286717,"LANGLADE"
"820",5,249072.914787116,"SOYBEANS","Soy",2017,2017,12,271640,"LANGLADE"
"821",24,991.00586191473,"WHEAT","Winter Wheat",2017,2017,12,6742,"LANGLADE"
"823",28,64.0042432145544,"OATS","Row Crops",2017,2017,12,192,"LANGLADE"
"824",36,517.661896110908,"HAY","Alfalfa",2017,2017,12,4698,"LANGLADE"
"825",1,269389.697474645,"CORN","Corn",2017,2017,11,286717,"LANGLADE"
"826",5,250604.722590097,"SOYBEANS","Soy",2017,2017,11,271640,"LANGLADE"
"827",24,992.179760399742,"WHEAT","Winter Wheat",2017,2017,11,6742,"LANGLADE"
"829",28,64.6497193004419,"OATS","Row Crops",2017,2017,11,192,"LANGLADE"
"830",36,616.751017942523,"HAY","Alfalfa",2017,2017,11,4698,"LANGLADE"
"831",1,270056.033917799,"CORN","Corn",2017,2017,10,286717,"LANGLADE"
"832",5,251175.915364138,"SOYBEANS","Soy",2017,2017,10,271640,"LANGLADE"
"833",24,993.493392358283,"WHEAT","Winter Wheat",2017,2017,10,6742,"LANGLADE"
"835",28,64.6499988017761,"OATS","Row Crops",2017,2017,10,192,"LANGLADE"
"836",36,623.176554291505,"HAY","Alfalfa",2017,2017,10,4698,"LANGLADE"
"837",1,270245.293224056,"CORN","Corn",2017,2017,9,286717,"LANGLADE"
"838",5,251347.097091968,"SOYBEANS","Soy",2017,2017,9,271640,"LANGLADE"
"839",24,993.884337655377,"WHEAT","Winter Wheat",2017,2017,9,6742,"LANGLADE"
"841",28,66.8968404690295,"OATS","Row Crops",2017,2017,9,192,"LANGLADE"
"842",36,623.83953236122,"HAY","Alfalfa",2017,2017,9,4698,"LANGLADE"
"843",1,270392.203478561,"CORN","Corn",2017,2017,8,286717,"LANGLADE"
"844",5,251510.044558253,"SOYBEANS","Soy",2017,2017,8,271640,"LANGLADE"
"845",24,993.886638066585,"WHEAT","Winter Wheat",2017,2017,8,6742,"LANGLADE"
"847",28,66.8968404690295,"OATS","Row Crops",2017,2017,8,192,"LANGLADE"
"848",36,635.291151893211,"HAY","Alfalfa",2017,2017,8,4698,"LANGLADE"
"850",1,270665.767290234,"CORN","Corn",2017,2017,7,286717,"LANGLADE"
"851",5,251792.450183696,"SOYBEANS","Soy",2017,2017,7,271640,"LANGLADE"
"852",24,994.854622163345,"WHEAT","Winter Wheat",2017,2017,7,6742,"LANGLADE"
"854",28,66.8968404690295,"OATS","Row Crops",2017,2017,7,192,"LANGLADE"
"855",36,671.44357816449,"HAY","Alfalfa",2017,2017,7,4698,"LANGLADE"
"857",1,270904.57206921,"CORN","Corn",2017,2017,6,286717,"LANGLADE"
"858",5,251956.284979513,"SOYBEANS","Soy",2017,2017,6,271640,"LANGLADE"
"859",24,994.772555039504,"WHEAT","Winter Wheat",2017,2017,6,6742,"LANGLADE"
"861",28,66.8968404690295,"OATS","Row Crops",2017,2017,6,192,"LANGLADE"
"862",36,692.329862995487,"HAY","Alfalfa",2017,2017,6,4698,"LANGLADE"
"864",1,271152.864076235,"CORN","Corn",2017,2017,5,286717,"LANGLADE"
"865",5,252339.857805061,"SOYBEANS","Soy",2017,2017,5,271640,"LANGLADE"
"866",24,993.500245118062,"WHEAT","Winter Wheat",2017,2017,5,6742,"LANGLADE"
"868",28,66.8968404690295,"OATS","Row Crops",2017,2017,5,192,"LANGLADE"
"869",36,710.509227205549,"HAY","Alfalfa",2017,2017,5,4698,"LANGLADE"
"871",1,271719.359337261,"CORN","Corn",2017,2017,4,286717,"LANGLADE"
"872",5,252799.955750776,"SOYBEANS","Soy",2017,2017,4,271640,"LANGLADE"
"873",24,992.896074780615,"WHEAT","Winter Wheat",2017,2017,4,6742,"LANGLADE"
"875",28,66.8968404690295,"OATS","Row Crops",2017,2017,4,192,"LANGLADE"
"876",36,744.747845763474,"HAY","Alfalfa",2017,2017,4,4698,"LANGLADE"
"878",1,273524.986300968,"CORN","Corn",2017,2017,3,286717,"LANGLADE"
"879",5,254376.290576732,"SOYBEANS","Soy",2017,2017,3,271640,"LANGLADE"
"880",24,994.082564097908,"WHEAT","Winter Wheat",2017,2017,3,6742,"LANGLADE"
"882",28,66.8968404690295,"OATS","Row Crops",2017,2017,3,192,"LANGLADE"
"883",36,759.625769804694,"HAY","Alfalfa",2017,2017,3,4698,"LANGLADE"
"885",1,274119.719663234,"CORN","Corn",2017,2017,2,286717,"LANGLADE"
"886",5,254706.474330616,"SOYBEANS","Soy",2017,2017,2,271640,"LANGLADE"
"887",24,1013.62281219016,"WHEAT","Winter Wheat",2017,2017,2,6742,"LANGLADE"
"889",28,68.1226805939612,"OATS","Row Crops",2017,2017,2,192,"LANGLADE"
"890",36,871.803361202618,"HAY","Alfalfa",2017,2017,2,4698,"LANGLADE"
"892",1,274805.968874226,"CORN","Corn",2017,2017,1,286717,"LANGLADE"
"893",5,255215.250153079,"SOYBEANS","Soy",2017,2017,1,271640,"LANGLADE"
"894",24,1025.42716204398,"WHEAT","Winter Wheat",2017,2017,1,6742,"LANGLADE"
"896",28,68.2329425732544,"OATS","Row Crops",2017,2017,1,192,"LANGLADE"
"897",36,1080.74727666354,"HAY","Alfalfa",2017,2017,1,4698,"LANGLADE"
"898",53,26.8464727544025,"PEAS","Row Crops",2017,2017,1,4,"LANGLADE"
"900",1,259869.022373008,"CORN","Corn",2018,2018,14,272000,"LANGLADE"
"901",5,246720.158744519,"SOYBEANS","Soy",2018,2018,14,250500,"LANGLADE"
"902",24,1037.9645092144,"WHEAT","Winter Wheat",2018,2018,14,2630,"LANGLADE"
"905",1,263098.852311085,"CORN","Corn",2018,2018,13,272000,"LANGLADE"
"906",5,249897.655176407,"SOYBEANS","Soy",2018,2018,13,250500,"LANGLADE"
"907",24,1083.33701835602,"WHEAT","Winter Wheat",2018,2018,13,2630,"LANGLADE"
"910",1,265163.035045806,"CORN","Corn",2018,2018,12,272000,"LANGLADE"
"911",5,251391.631874016,"SOYBEANS","Soy",2018,2018,12,250500,"LANGLADE"
"912",24,1092.3382585591,"WHEAT","Winter Wheat",2018,2018,12,2630,"LANGLADE"
"915",1,266979.766925286,"CORN","Corn",2018,2018,11,272000,"LANGLADE"
"916",5,253137.881617113,"SOYBEANS","Soy",2018,2018,11,250500,"LANGLADE"
"917",24,1113.43152981347,"WHEAT","Winter Wheat",2018,2018,11,2630,"LANGLADE"
"920",1,267561.204061984,"CORN","Corn",2018,2018,10,272000,"LANGLADE"
"921",5,253793.884231785,"SOYBEANS","Soy",2018,2018,10,250500,"LANGLADE"
"922",24,1115.21279845263,"WHEAT","Winter Wheat",2018,2018,10,2630,"LANGLADE"
"925",1,267698.483570597,"CORN","Corn",2018,2018,9,272000,"LANGLADE"
"926",5,254016.648302017,"SOYBEANS","Soy",2018,2018,9,250500,"LANGLADE"
"927",24,1115.43519292246,"WHEAT","Winter Wheat",2018,2018,9,2630,"LANGLADE"
"930",1,267860.557433985,"CORN","Corn",2018,2018,8,272000,"LANGLADE"
"931",5,254164.617491035,"SOYBEANS","Soy",2018,2018,8,250500,"LANGLADE"
"932",24,1115.25216171808,"WHEAT","Winter Wheat",2018,2018,8,2630,"LANGLADE"
"936",1,268128.753093172,"CORN","Corn",2018,2018,7,272000,"LANGLADE"
"937",5,254453.270111321,"SOYBEANS","Soy",2018,2018,7,250500,"LANGLADE"
"938",24,1115.34130345927,"WHEAT","Winter Wheat",2018,2018,7,2630,"LANGLADE"
"942",1,268318.053593057,"CORN","Corn",2018,2018,6,272000,"LANGLADE"
"943",5,254669.836939818,"SOYBEANS","Soy",2018,2018,6,250500,"LANGLADE"
"944",24,1111.59243573871,"WHEAT","Winter Wheat",2018,2018,6,2630,"LANGLADE"
"948",1,268725.13710996,"CORN","Corn",2018,2018,5,272000,"LANGLADE"
"949",5,254869.4960366,"SOYBEANS","Soy",2018,2018,5,250500,"LANGLADE"
"950",24,1135.13768469197,"WHEAT","Winter Wheat",2018,2018,5,2630,"LANGLADE"
"954",1,269232.544953864,"CORN","Corn",2018,2018,4,272000,"LANGLADE"
"955",5,255366.052643744,"SOYBEANS","Soy",2018,2018,4,250500,"LANGLADE"
"956",24,1140.46992008071,"WHEAT","Winter Wheat",2018,2018,4,2630,"LANGLADE"
"960",1,270909.770283136,"CORN","Corn",2018,2018,3,272000,"LANGLADE"
"961",5,257043.915583187,"SOYBEANS","Soy",2018,2018,3,250500,"LANGLADE"
"962",24,1175.63168388618,"WHEAT","Winter Wheat",2018,2018,3,2630,"LANGLADE"
"966",1,271358.488793389,"CORN","Corn",2018,2018,2,272000,"LANGLADE"
"967",5,257598.007225369,"SOYBEANS","Soy",2018,2018,2,250500,"LANGLADE"
"968",24,1162.59269326527,"WHEAT","Winter Wheat",2018,2018,2,2630,"LANGLADE"
"972",1,271887.886018059,"CORN","Corn",2018,2018,1,272000,"LANGLADE"
"973",5,258279.621964169,"SOYBEANS","Soy",2018,2018,1,250500,"LANGLADE"
"974",24,1175.94744091123,"WHEAT","Winter Wheat",2018,2018,1,2630,"LANGLADE"
"978",1,260101.545870931,"CORN","Corn",2019,2019,14,270500,"LANGLADE"
"979",5,243426.034429471,"SOYBEANS","Soy",2019,2019,14,256500,"LANGLADE"
"980",24,769.218872724469,"WHEAT","Winter Wheat",2019,2019,14,2000,"LANGLADE"
"984",1,263552.987168018,"CORN","Corn",2019,2019,13,270500,"LANGLADE"
"985",5,246285.285554232,"SOYBEANS","Soy",2019,2019,13,256500,"LANGLADE"
"986",24,785.100557666678,"WHEAT","Winter Wheat",2019,2019,13,2000,"LANGLADE"
"990",1,265099.993102579,"CORN","Corn",2019,2019,12,270500,"LANGLADE"
"991",5,248227.619786362,"SOYBEANS","Soy",2019,2019,12,256500,"LANGLADE"
"992",24,794.217526172415,"WHEAT","Winter Wheat",2019,2019,12,2000,"LANGLADE"
"996",1,266970.202964076,"CORN","Corn",2019,2019,11,270500,"LANGLADE"
"997",5,249786.630482314,"SOYBEANS","Soy",2019,2019,11,256500,"LANGLADE"
"998",24,808.895662231597,"WHEAT","Winter Wheat",2019,2019,11,2000,"LANGLADE"
"1002",1,267383.309490794,"CORN","Corn",2019,2019,10,270500,"LANGLADE"
"1003",5,250605.810092204,"SOYBEANS","Soy",2019,2019,10,256500,"LANGLADE"
"1004",24,812.738169806721,"WHEAT","Winter Wheat",2019,2019,10,2000,"LANGLADE"
"1008",1,267568.603185246,"CORN","Corn",2019,2019,9,270500,"LANGLADE"
"1009",5,250781.620351873,"SOYBEANS","Soy",2019,2019,9,256500,"LANGLADE"
"1010",24,813.459217460944,"WHEAT","Winter Wheat",2019,2019,9,2000,"LANGLADE"
"1014",1,267714.204150319,"CORN","Corn",2019,2019,8,270500,"LANGLADE"
"1015",5,250944.598694157,"SOYBEANS","Soy",2019,2019,8,256500,"LANGLADE"
"1016",24,813.459217460944,"WHEAT","Winter Wheat",2019,2019,8,2000,"LANGLADE"
"1021",1,268066.385272263,"CORN","Corn",2019,2019,7,270500,"LANGLADE"
"1022",5,251135.64653467,"SOYBEANS","Soy",2019,2019,7,256500,"LANGLADE"
"1023",24,813.462647370043,"WHEAT","Winter Wheat",2019,2019,7,2000,"LANGLADE"
"1028",1,268437.185783076,"CORN","Corn",2019,2019,6,270500,"LANGLADE"
"1029",5,251177.605054916,"SOYBEANS","Soy",2019,2019,6,256500,"LANGLADE"
"1030",24,813.749208571342,"WHEAT","Winter Wheat",2019,2019,6,2000,"LANGLADE"
"1035",1,268798.865640948,"CORN","Corn",2019,2019,5,270500,"LANGLADE"
"1036",5,251415.046082964,"SOYBEANS","Soy",2019,2019,5,256500,"LANGLADE"
"1037",24,813.758740242517,"WHEAT","Winter Wheat",2019,2019,5,2000,"LANGLADE"
"1042",1,269312.604955367,"CORN","Corn",2019,2019,4,270500,"LANGLADE"
"1043",5,251852.035152768,"SOYBEANS","Soy",2019,2019,4,256500,"LANGLADE"
"1044",24,814.47174956385,"WHEAT","Winter Wheat",2019,2019,4,2000,"LANGLADE"
"1049",1,271040.671505424,"CORN","Corn",2019,2019,3,270500,"LANGLADE"
"1050",5,253426.679164571,"SOYBEANS","Soy",2019,2019,3,256500,"LANGLADE"
"1051",24,822.854631946583,"WHEAT","Winter Wheat",2019,2019,3,2000,"LANGLADE"
"1056",1,271587.336661417,"CORN","Corn",2019,2019,2,270500,"LANGLADE"
"1057",5,253860.120075187,"SOYBEANS","Soy",2019,2019,2,256500,"LANGLADE"
"1058",24,833.308060424431,"WHEAT","Winter Wheat",2019,2019,2,2000,"LANGLADE"
"1063",1,272263.033997203,"CORN","Corn",2019,2019,1,270500,"LANGLADE"
"1064",5,254364.050830674,"SOYBEANS","Soy",2019,2019,1,256500,"LANGLADE"
"1065",24,821.478204791887,"WHEAT","Winter Wheat",2019,2019,1,2000,"LANGLADE"
"1070",1,262478.738012323,"CORN","Corn",2020,2020,14,271500,"LANGLADE"
"1071",5,243249.489475931,"SOYBEANS","Soy",2020,2020,14,255000,"LANGLADE"
"1073",24,1075.93360116198,"WHEAT","Winter Wheat",2020,2020,14,3340,"LANGLADE"
"1075",36,144.090674546172,"HAY","Alfalfa",2020,2020,14,540,"LANGLADE"
"1077",1,265466.279942394,"CORN","Corn",2020,2020,13,271500,"LANGLADE"
"1078",5,246734.142639443,"SOYBEANS","Soy",2020,2020,13,255000,"LANGLADE"
"1080",24,1074.92378953671,"WHEAT","Winter Wheat",2020,2020,13,3340,"LANGLADE"
"1082",36,214.547508758984,"HAY","Alfalfa",2020,2020,13,540,"LANGLADE"
