"","LANGLADE.Class","LANGLADE.fieldacres","LANGLADE.Commodity","LANGLADE.Bin","LANGLADE.Year","LANGLADE.year","LANGLADE.threshold","LANGLADE.NASSacres","LANGLADE.County"
"1897",21,242.209847446373,"BARLEY","Row Crops",2017,2017,14,501,"LANGLADE"
"1898",24,1296.3939213728,"WHEAT","Winter Wheat",2017,2017,14,1485,"LANGLADE"
"1899",28,6949.11216912046,"OATS","Row Crops",2017,2017,14,10394,"LANGLADE"
"1901",36,9479.11084812589,"ALFALFA","Alfalfa",2017,2017,14,9003,"LANGLADE"
"1902",37,178.49481354688,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,14,4213,"LANGLADE"
"1903",42,2420.32637775768,"DRY BEANS","Dry Beans",2017,2017,14,2952,"LANGLADE"
"1904",43,9089.49197860724,"POTATOES","Potatoes",2017,2017,14,18245,"LANGLADE"
"1906",57,23.0684936094788,"HERBS","Row Crops",2017,2017,14,2,"LANGLADE"
"1910",1,9957.48524956324,"CORN","Corn",2017,2017,13,15803,"LANGLADE"
"1911",5,4062.47909887076,"SOYBEANS","Soy",2017,2017,13,8069,"LANGLADE"
"1913",21,250.285409062866,"BARLEY","Row Crops",2017,2017,13,501,"LANGLADE"
"1914",24,1372.03242596444,"WHEAT","Winter Wheat",2017,2017,13,1485,"LANGLADE"
"1915",28,7460.83655962852,"OATS","Row Crops",2017,2017,13,10394,"LANGLADE"
"1917",36,11350.3235826705,"ALFALFA","Alfalfa",2017,2017,13,9003,"LANGLADE"
"1918",37,643.356202558278,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,13,4213,"LANGLADE"
"1919",42,2688.51182826835,"DRY BEANS","Dry Beans",2017,2017,13,2952,"LANGLADE"
"1920",43,9630.47369184917,"POTATOES","Potatoes",2017,2017,13,18245,"LANGLADE"
"1922",57,12.0159441881885,"HERBS","Row Crops",2017,2017,13,2,"LANGLADE"
"1926",1,10491.9942609228,"CORN","Corn",2017,2017,12,15803,"LANGLADE"
"1927",5,4293.2904832876,"SOYBEANS","Soy",2017,2017,12,8069,"LANGLADE"
"1929",21,258.045456837964,"BARLEY","Row Crops",2017,2017,12,501,"LANGLADE"
"1930",24,1399.12346745387,"WHEAT","Winter Wheat",2017,2017,12,1485,"LANGLADE"
"1931",28,7609.18891574658,"OATS","Row Crops",2017,2017,12,10394,"LANGLADE"
"1933",36,11966.65886841,"ALFALFA","Alfalfa",2017,2017,12,9003,"LANGLADE"
"1934",37,798.303187179031,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,12,4213,"LANGLADE"
"1935",42,2708.46379301684,"DRY BEANS","Dry Beans",2017,2017,12,2952,"LANGLADE"
"1936",43,9723.8077012495,"POTATOES","Potatoes",2017,2017,12,18245,"LANGLADE"
"1938",57,12.0159441881885,"HERBS","Row Crops",2017,2017,12,2,"LANGLADE"
"1942",1,10656.7110983684,"CORN","Corn",2017,2017,11,15803,"LANGLADE"
"1943",5,4391.25779143334,"SOYBEANS","Soy",2017,2017,11,8069,"LANGLADE"
"1945",21,259.293633782883,"BARLEY","Row Crops",2017,2017,11,501,"LANGLADE"
"1946",24,1402.48028345505,"WHEAT","Winter Wheat",2017,2017,11,1485,"LANGLADE"
"1947",28,7680.11059575916,"OATS","Row Crops",2017,2017,11,10394,"LANGLADE"
"1949",36,12261.7450846132,"ALFALFA","Alfalfa",2017,2017,11,9003,"LANGLADE"
"1950",37,872.890976033085,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,11,4213,"LANGLADE"
"1951",42,2714.61635411325,"DRY BEANS","Dry Beans",2017,2017,11,2952,"LANGLADE"
"1952",43,9769.27233699904,"POTATOES","Potatoes",2017,2017,11,18245,"LANGLADE"
"1954",57,12.0159441881885,"HERBS","Row Crops",2017,2017,11,2,"LANGLADE"
"1958",1,10739.7234911669,"CORN","Corn",2017,2017,10,15803,"LANGLADE"
"1959",5,4425.19168980003,"SOYBEANS","Soy",2017,2017,10,8069,"LANGLADE"
"1961",21,260.13977246134,"BARLEY","Row Crops",2017,2017,10,501,"LANGLADE"
"1962",24,1403.73154803607,"WHEAT","Winter Wheat",2017,2017,10,1485,"LANGLADE"
"1963",28,7724.21557358946,"OATS","Row Crops",2017,2017,10,10394,"LANGLADE"
"1965",36,12372.514312707,"ALFALFA","Alfalfa",2017,2017,10,9003,"LANGLADE"
"1966",37,925.21787572312,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,10,4213,"LANGLADE"
"1967",42,2738.10044313113,"DRY BEANS","Dry Beans",2017,2017,10,2952,"LANGLADE"
"1968",43,9797.23219417859,"POTATOES","Potatoes",2017,2017,10,18245,"LANGLADE"
"1970",57,12.0159441881885,"HERBS","Row Crops",2017,2017,10,2,"LANGLADE"
"1974",1,10779.4938266576,"CORN","Corn",2017,2017,9,15803,"LANGLADE"
"1975",5,4433.84524340442,"SOYBEANS","Soy",2017,2017,9,8069,"LANGLADE"
"1977",21,262.215112912278,"BARLEY","Row Crops",2017,2017,9,501,"LANGLADE"
"1978",24,1403.41387814925,"WHEAT","Winter Wheat",2017,2017,9,1485,"LANGLADE"
"1979",28,7728.79532834331,"OATS","Row Crops",2017,2017,9,10394,"LANGLADE"
"1981",36,12449.1386634491,"ALFALFA","Alfalfa",2017,2017,9,9003,"LANGLADE"
"1982",37,959.479737806257,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,9,4213,"LANGLADE"
"1983",42,2738.69664403068,"DRY BEANS","Dry Beans",2017,2017,9,2952,"LANGLADE"
"1984",43,9815.27669456075,"POTATOES","Potatoes",2017,2017,9,18245,"LANGLADE"
"1986",57,12.0159441881885,"HERBS","Row Crops",2017,2017,9,2,"LANGLADE"
"1990",1,10814.1390336588,"CORN","Corn",2017,2017,8,15803,"LANGLADE"
"1991",5,4445.34390627473,"SOYBEANS","Soy",2017,2017,8,8069,"LANGLADE"
"1993",21,263.030058143859,"BARLEY","Row Crops",2017,2017,8,501,"LANGLADE"
"1994",24,1403.68205527547,"WHEAT","Winter Wheat",2017,2017,8,1485,"LANGLADE"
"1995",28,7731.57790797855,"OATS","Row Crops",2017,2017,8,10394,"LANGLADE"
"1997",36,12526.6690580655,"ALFALFA","Alfalfa",2017,2017,8,9003,"LANGLADE"
"1998",37,1000.79749756417,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,8,4213,"LANGLADE"
"1999",42,2740.11616660505,"DRY BEANS","Dry Beans",2017,2017,8,2952,"LANGLADE"
"2000",43,9814.75565478547,"POTATOES","Potatoes",2017,2017,8,18245,"LANGLADE"
"2002",57,12.0159441881885,"HERBS","Row Crops",2017,2017,8,2,"LANGLADE"
"2006",1,10878.3802981976,"CORN","Corn",2017,2017,7,15803,"LANGLADE"
"2007",5,4466.12475171593,"SOYBEANS","Soy",2017,2017,7,8069,"LANGLADE"
"2009",21,264.21248144973,"BARLEY","Row Crops",2017,2017,7,501,"LANGLADE"
"2010",24,1404.65363325384,"WHEAT","Winter Wheat",2017,2017,7,1485,"LANGLADE"
"2011",28,7758.37142892466,"OATS","Row Crops",2017,2017,7,10394,"LANGLADE"
"2013",36,12588.4196371077,"ALFALFA","Alfalfa",2017,2017,7,9003,"LANGLADE"
"2014",37,1008.91433069275,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,7,4213,"LANGLADE"
"2015",42,2746.55749315055,"DRY BEANS","Dry Beans",2017,2017,7,2952,"LANGLADE"
"2016",43,9838.08844550211,"POTATOES","Potatoes",2017,2017,7,18245,"LANGLADE"
"2018",57,12.0159441881885,"HERBS","Row Crops",2017,2017,7,2,"LANGLADE"
"2022",1,10912.577090705,"CORN","Corn",2017,2017,6,15803,"LANGLADE"
"2023",5,4452.9331651004,"SOYBEANS","Soy",2017,2017,6,8069,"LANGLADE"
"2025",21,265.27361541404,"BARLEY","Row Crops",2017,2017,6,501,"LANGLADE"
"2026",24,1405.76152767674,"WHEAT","Winter Wheat",2017,2017,6,1485,"LANGLADE"
"2027",28,7764.35074908541,"OATS","Row Crops",2017,2017,6,10394,"LANGLADE"
"2029",36,12700.5432676148,"ALFALFA","Alfalfa",2017,2017,6,9003,"LANGLADE"
"2030",37,1041.74914924472,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,6,4213,"LANGLADE"
"2031",42,2747.66004097174,"DRY BEANS","Dry Beans",2017,2017,6,2952,"LANGLADE"
"2032",43,9877.32263635134,"POTATOES","Potatoes",2017,2017,6,18245,"LANGLADE"
"2034",57,12.0159441881885,"HERBS","Row Crops",2017,2017,6,2,"LANGLADE"
"2039",1,11069.6898880601,"CORN","Corn",2017,2017,5,15803,"LANGLADE"
"2040",5,4486.97978563728,"SOYBEANS","Soy",2017,2017,5,8069,"LANGLADE"
"2042",21,266.301463381662,"BARLEY","Row Crops",2017,2017,5,501,"LANGLADE"
"2043",24,1407.57678396168,"WHEAT","Winter Wheat",2017,2017,5,1485,"LANGLADE"
"2044",28,7797.24409601914,"OATS","Row Crops",2017,2017,5,10394,"LANGLADE"
"2046",36,12834.1564437498,"ALFALFA","Alfalfa",2017,2017,5,9003,"LANGLADE"
"2047",37,1096.89487349221,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,5,4213,"LANGLADE"
"2048",42,2740.36075775207,"DRY BEANS","Dry Beans",2017,2017,5,2952,"LANGLADE"
"2049",43,9917.72699784483,"POTATOES","Potatoes",2017,2017,5,18245,"LANGLADE"
"2051",57,12.0159441881885,"HERBS","Row Crops",2017,2017,5,2,"LANGLADE"
"2056",1,11213.0949668579,"CORN","Corn",2017,2017,4,15803,"LANGLADE"
"2057",5,4499.92503529328,"SOYBEANS","Soy",2017,2017,4,8069,"LANGLADE"
"2059",21,268.137509999015,"BARLEY","Row Crops",2017,2017,4,501,"LANGLADE"
"2060",24,1438.02405566383,"WHEAT","Winter Wheat",2017,2017,4,1485,"LANGLADE"
"2061",28,7879.95215870965,"OATS","Row Crops",2017,2017,4,10394,"LANGLADE"
"2063",36,13006.2915680957,"ALFALFA","Alfalfa",2017,2017,4,9003,"LANGLADE"
"2064",37,1140.51529832587,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,4,4213,"LANGLADE"
"2065",42,2749.09166674418,"DRY BEANS","Dry Beans",2017,2017,4,2952,"LANGLADE"
"2066",43,9969.6300394927,"POTATOES","Potatoes",2017,2017,4,18245,"LANGLADE"
"2068",57,12.0159441881885,"HERBS","Row Crops",2017,2017,4,2,"LANGLADE"
"2072",1,11366.8710453109,"CORN","Corn",2017,2017,3,15803,"LANGLADE"
"2073",5,4528.30358281706,"SOYBEANS","Soy",2017,2017,3,8069,"LANGLADE"
"2075",21,269.457784714283,"BARLEY","Row Crops",2017,2017,3,501,"LANGLADE"
"2076",24,1464.25692540846,"WHEAT","Winter Wheat",2017,2017,3,1485,"LANGLADE"
"2077",28,7988.0496796706,"OATS","Row Crops",2017,2017,3,10394,"LANGLADE"
"2079",36,13244.016565608,"ALFALFA","Alfalfa",2017,2017,3,9003,"LANGLADE"
"2080",37,1272.32435443085,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,3,4213,"LANGLADE"
"2081",42,2772.98252781466,"DRY BEANS","Dry Beans",2017,2017,3,2952,"LANGLADE"
"2082",43,10083.2728792317,"POTATOES","Potatoes",2017,2017,3,18245,"LANGLADE"
"2084",57,12.0159441881885,"HERBS","Row Crops",2017,2017,3,2,"LANGLADE"
"2089",1,11559.7685108186,"CORN","Corn",2017,2017,2,15803,"LANGLADE"
"2090",5,4557.19844942124,"SOYBEANS","Soy",2017,2017,2,8069,"LANGLADE"
"2092",21,270.185966258485,"BARLEY","Row Crops",2017,2017,2,501,"LANGLADE"
"2093",24,1469.93737578191,"WHEAT","Winter Wheat",2017,2017,2,1485,"LANGLADE"
"2094",28,8016.30527414722,"OATS","Row Crops",2017,2017,2,10394,"LANGLADE"
"2096",36,13419.021700448,"ALFALFA","Alfalfa",2017,2017,2,9003,"LANGLADE"
"2097",37,1547.09789445229,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,2,4213,"LANGLADE"
"2098",42,2803.66715385365,"DRY BEANS","Dry Beans",2017,2017,2,2952,"LANGLADE"
"2099",43,10097.3840319333,"POTATOES","Potatoes",2017,2017,2,18245,"LANGLADE"
"2101",57,12.0159441881885,"HERBS","Row Crops",2017,2017,2,2,"LANGLADE"
"2106",1,11849.4834849083,"CORN","Corn",2017,2017,1,15803,"LANGLADE"
"2107",5,4584.54808086362,"SOYBEANS","Soy",2017,2017,1,8069,"LANGLADE"
"2109",21,270.346267090771,"BARLEY","Row Crops",2017,2017,1,501,"LANGLADE"
"2110",24,1486.69705000638,"WHEAT","Winter Wheat",2017,2017,1,1485,"LANGLADE"
"2111",28,8012.856047482,"OATS","Row Crops",2017,2017,1,10394,"LANGLADE"
"2113",36,13712.0957185862,"ALFALFA","Alfalfa",2017,2017,1,9003,"LANGLADE"
"2114",37,1854.6445379185,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,1,4213,"LANGLADE"
"2115",42,2803.64093245981,"DRY BEANS","Dry Beans",2017,2017,1,2952,"LANGLADE"
"2116",43,10104.3985327337,"POTATOES","Potatoes",2017,2017,1,18245,"LANGLADE"
"2118",57,12.0159441881885,"HERBS","Row Crops",2017,2017,1,2,"LANGLADE"
