"","OCEANA.Class","OCEANA.fieldacres","OCEANA.Commodity","OCEANA.Bin","OCEANA.Year","OCEANA.year","OCEANA.threshold","OCEANA.NASSacres","OCEANA.County"
"1205",5,2473.37612834705,"SOYBEANS","Soy",2012,2012,8,4698,"OCEANA"
"1206",24,1216.01160572388,"WHEAT","Winter Wheat",2012,2012,8,2507,"OCEANA"
"1207",27,146.747259166732,"RYE","Rye",2012,2012,8,803,"OCEANA"
"1208",36,7954.85074294237,"ALFALFA","Alfalfa",2012,2012,8,9495,"OCEANA"
"1210",42,26.6841379813153,"DRY BEANS","Dry Beans",2012,2012,8,1020,"OCEANA"
"1213",66,2679.52367582233,"CHERRIES","Cherries",2012,2012,8,9959,"OCEANA"
"1214",67,107.235203661768,"PEACHES","Tree Crops",2012,2012,8,1285,"OCEANA"
"1215",68,1059.83876861088,"APPLES","Apples",2012,2012,8,4299,"OCEANA"
"1217",206,150.222682611816,"CARROTS","Row Crops",2012,2012,8,1203,"OCEANA"
"1218",207,2660.44492183647,"ASPARAGUS","Row Crops",2012,2012,8,8535,"OCEANA"
"1220",222,758.72103958068,"SQUASH","Row Crops",2012,2012,8,2996,"OCEANA"
"1221",229,133.21613197154,"PUMPKINS","Pumpkins",2012,2012,8,730,"OCEANA"
"1223",1,12373.8070713515,"CORN","Corn",2012,2012,7,29747,"OCEANA"
"1224",4,21.4555981606952,"SORGHUM","Row Crops",2012,2012,7,60,"OCEANA"
"1225",5,2480.78128028335,"SOYBEANS","Soy",2012,2012,7,4698,"OCEANA"
"1226",24,1242.36272407928,"WHEAT","Winter Wheat",2012,2012,7,2507,"OCEANA"
"1227",27,136.160815593692,"RYE","Rye",2012,2012,7,803,"OCEANA"
"1228",36,8094.14273865429,"ALFALFA","Alfalfa",2012,2012,7,9495,"OCEANA"
"1230",42,43.5152740849555,"DRY BEANS","Dry Beans",2012,2012,7,1020,"OCEANA"
"1233",66,2804.95409382691,"CHERRIES","Cherries",2012,2012,7,9959,"OCEANA"
"1234",67,106.488771669825,"PEACHES","Tree Crops",2012,2012,7,1285,"OCEANA"
"1235",68,1100.18471628618,"APPLES","Apples",2012,2012,7,4299,"OCEANA"
"1237",206,151.189277436727,"CARROTS","Row Crops",2012,2012,7,1203,"OCEANA"
"1238",207,2706.53215980877,"ASPARAGUS","Row Crops",2012,2012,7,8535,"OCEANA"
"1240",222,747.040707026783,"SQUASH","Row Crops",2012,2012,7,2996,"OCEANA"
"1241",229,134.19201528397,"PUMPKINS","Pumpkins",2012,2012,7,730,"OCEANA"
"1243",1,12477.8567472692,"CORN","Corn",2012,2012,6,29747,"OCEANA"
"1244",4,21.4555981606952,"SORGHUM","Row Crops",2012,2012,6,60,"OCEANA"
"1245",5,2501.16102861081,"SOYBEANS","Soy",2012,2012,6,4698,"OCEANA"
"1246",24,1256.89134067952,"WHEAT","Winter Wheat",2012,2012,6,2507,"OCEANA"
"1247",27,136.473847737131,"RYE","Rye",2012,2012,6,803,"OCEANA"
"1248",36,8309.87101259392,"ALFALFA","Alfalfa",2012,2012,6,9495,"OCEANA"
"1250",42,43.954536976178,"DRY BEANS","Dry Beans",2012,2012,6,1020,"OCEANA"
"1253",66,2893.13054851069,"CHERRIES","Cherries",2012,2012,6,9959,"OCEANA"
"1254",67,96.0185169462128,"PEACHES","Tree Crops",2012,2012,6,1285,"OCEANA"
"1255",68,1140.65897468062,"APPLES","Apples",2012,2012,6,4299,"OCEANA"
"1257",206,152.483998382051,"CARROTS","Row Crops",2012,2012,6,1203,"OCEANA"
"1258",207,2746.90618503102,"ASPARAGUS","Row Crops",2012,2012,6,8535,"OCEANA"
"1260",222,747.329947260134,"SQUASH","Row Crops",2012,2012,6,2996,"OCEANA"
"1261",229,134.438222024717,"PUMPKINS","Pumpkins",2012,2012,6,730,"OCEANA"
"1263",1,12668.2825972589,"CORN","Corn",2012,2012,5,29747,"OCEANA"
"1264",4,21.4555981606952,"SORGHUM","Row Crops",2012,2012,5,60,"OCEANA"
"1265",5,2517.46403134855,"SOYBEANS","Soy",2012,2012,5,4698,"OCEANA"
"1266",24,1271.71790570205,"WHEAT","Winter Wheat",2012,2012,5,2507,"OCEANA"
"1267",27,137.18661287939,"RYE","Rye",2012,2012,5,803,"OCEANA"
"1268",36,8416.37612254349,"ALFALFA","Alfalfa",2012,2012,5,9495,"OCEANA"
"1270",42,44.0992406928912,"DRY BEANS","Dry Beans",2012,2012,5,1020,"OCEANA"
"1273",66,3037.52311951844,"CHERRIES","Cherries",2012,2012,5,9959,"OCEANA"
"1274",67,95.5145583040582,"PEACHES","Tree Crops",2012,2012,5,1285,"OCEANA"
"1275",68,1172.15396938078,"APPLES","Apples",2012,2012,5,4299,"OCEANA"
"1277",206,154.688581927065,"CARROTS","Row Crops",2012,2012,5,1203,"OCEANA"
"1278",207,2758.46071320788,"ASPARAGUS","Row Crops",2012,2012,5,8535,"OCEANA"
"1280",222,747.362839131587,"SQUASH","Row Crops",2012,2012,5,2996,"OCEANA"
"1281",229,134.438222024717,"PUMPKINS","Pumpkins",2012,2012,5,730,"OCEANA"
"1283",1,12836.7548554433,"CORN","Corn",2012,2012,4,29747,"OCEANA"
"1284",4,21.4555981606952,"SORGHUM","Row Crops",2012,2012,4,60,"OCEANA"
"1285",5,2521.91695650506,"SOYBEANS","Soy",2012,2012,4,4698,"OCEANA"
"1286",24,1263.43405402645,"WHEAT","Winter Wheat",2012,2012,4,2507,"OCEANA"
"1287",27,137.026551671387,"RYE","Rye",2012,2012,4,803,"OCEANA"
"1288",36,8587.18966383281,"ALFALFA","Alfalfa",2012,2012,4,9495,"OCEANA"
"1290",42,44.0992406928912,"DRY BEANS","Dry Beans",2012,2012,4,1020,"OCEANA"
"1293",66,3190.1598778073,"CHERRIES","Cherries",2012,2012,4,9959,"OCEANA"
"1294",67,95.5160213876666,"PEACHES","Tree Crops",2012,2012,4,1285,"OCEANA"
"1295",68,1235.08760041079,"APPLES","Apples",2012,2012,4,4299,"OCEANA"
"1297",206,155.495703383601,"CARROTS","Row Crops",2012,2012,4,1203,"OCEANA"
"1298",207,2786.84175374119,"ASPARAGUS","Row Crops",2012,2012,4,8535,"OCEANA"
"1300",216,22.4041554970093,"PEPPERS","Row Crops",2012,2012,4,77,"OCEANA"
"1301",222,748.886797593658,"SQUASH","Row Crops",2012,2012,4,2996,"OCEANA"
"1302",229,148.171513083945,"PUMPKINS","Pumpkins",2012,2012,4,730,"OCEANA"
"1304",1,13027.3321975994,"CORN","Corn",2012,2012,3,29747,"OCEANA"
"1305",4,30.5911917533441,"SORGHUM","Row Crops",2012,2012,3,60,"OCEANA"
"1306",5,2529.14497943279,"SOYBEANS","Soy",2012,2012,3,4698,"OCEANA"
"1307",24,1299.9652598664,"WHEAT","Winter Wheat",2012,2012,3,2507,"OCEANA"
"1308",27,138.667464097426,"RYE","Rye",2012,2012,3,803,"OCEANA"
"1309",36,8963.96986151173,"ALFALFA","Alfalfa",2012,2012,3,9495,"OCEANA"
"1311",42,58.2556987328125,"DRY BEANS","Dry Beans",2012,2012,3,1020,"OCEANA"
"1314",66,3523.90089482218,"CHERRIES","Cherries",2012,2012,3,9959,"OCEANA"
"1315",67,107.088315816778,"PEACHES","Tree Crops",2012,2012,3,1285,"OCEANA"
"1316",68,1258.84006663392,"APPLES","Apples",2012,2012,3,4299,"OCEANA"
"1318",206,156.957293683878,"CARROTS","Row Crops",2012,2012,3,1203,"OCEANA"
"1319",207,2836.87748775706,"ASPARAGUS","Row Crops",2012,2012,3,8535,"OCEANA"
"1321",216,22.6117226412628,"PEPPERS","Row Crops",2012,2012,3,77,"OCEANA"
"1322",222,750.603403602159,"SQUASH","Row Crops",2012,2012,3,2996,"OCEANA"
"1323",229,147.578991008339,"PUMPKINS","Pumpkins",2012,2012,3,730,"OCEANA"
"1325",1,13331.633711668,"CORN","Corn",2012,2012,2,29747,"OCEANA"
"1326",4,21.4578598410901,"SORGHUM","Row Crops",2012,2012,2,60,"OCEANA"
"1327",5,2551.70894559409,"SOYBEANS","Soy",2012,2012,2,4698,"OCEANA"
"1328",24,1363.94946450035,"WHEAT","Winter Wheat",2012,2012,2,2507,"OCEANA"
"1329",27,138.885654403873,"RYE","Rye",2012,2012,2,803,"OCEANA"
"1330",36,9174.04601944272,"ALFALFA","Alfalfa",2012,2012,2,9495,"OCEANA"
"1332",42,58.3635894150641,"DRY BEANS","Dry Beans",2012,2012,2,1020,"OCEANA"
"1335",66,4064.01782037854,"CHERRIES","Cherries",2012,2012,2,9959,"OCEANA"
"1336",67,106.760555708581,"PEACHES","Tree Crops",2012,2012,2,1285,"OCEANA"
"1337",68,1298.29943076816,"APPLES","Apples",2012,2012,2,4299,"OCEANA"
"1339",206,157.099546349446,"CARROTS","Row Crops",2012,2012,2,1203,"OCEANA"
"1340",207,2874.53963484447,"ASPARAGUS","Row Crops",2012,2012,2,8535,"OCEANA"
"1342",216,22.7214018183459,"PEPPERS","Row Crops",2012,2012,2,77,"OCEANA"
"1343",222,761.97692260058,"SQUASH","Row Crops",2012,2012,2,2996,"OCEANA"
"1344",229,147.62468208626,"PUMPKINS","Pumpkins",2012,2012,2,730,"OCEANA"
"1346",1,13592.316686617,"CORN","Corn",2012,2012,1,29747,"OCEANA"
"1347",4,21.4578598410901,"SORGHUM","Row Crops",2012,2012,1,60,"OCEANA"
"1348",5,2603.8260805282,"SOYBEANS","Soy",2012,2012,1,4698,"OCEANA"
"1349",24,1438.40403854215,"WHEAT","Winter Wheat",2012,2012,1,2507,"OCEANA"
"1350",27,139.517792641448,"RYE","Rye",2012,2012,1,803,"OCEANA"
"1351",36,9570.32943876783,"ALFALFA","Alfalfa",2012,2012,1,9495,"OCEANA"
"1353",42,58.3233344661578,"DRY BEANS","Dry Beans",2012,2012,1,1020,"OCEANA"
"1356",66,4370.52929575347,"CHERRIES","Cherries",2012,2012,1,9959,"OCEANA"
"1357",67,106.861645875421,"PEACHES","Tree Crops",2012,2012,1,1285,"OCEANA"
"1358",68,1386.89082834869,"APPLES","Apples",2012,2012,1,4299,"OCEANA"
"1360",206,157.27436134275,"CARROTS","Row Crops",2012,2012,1,1203,"OCEANA"
"1361",207,2923.52388710328,"ASPARAGUS","Row Crops",2012,2012,1,8535,"OCEANA"
"1363",216,22.7576442972565,"PEPPERS","Row Crops",2012,2012,1,77,"OCEANA"
"1364",222,774.488246827324,"SQUASH","Row Crops",2012,2012,1,2996,"OCEANA"
"1365",229,147.809345987468,"PUMPKINS","Pumpkins",2012,2012,1,730,"OCEANA"
"2476",1,6042.67256100675,"CORN","Corn",2017,2017,14,28798,"OCEANA"
"2478",5,2277.48632535572,"SOYBEANS","Soy",2017,2017,14,10085,"OCEANA"
"2479",24,617.690188818046,"WHEAT","Winter Wheat",2017,2017,14,4895,"OCEANA"
"2480",27,188.6994432756,"RYE","Rye",2017,2017,14,1485,"OCEANA"
"2481",28,19.3038121341736,"OATS","Row Crops",2017,2017,14,654,"OCEANA"
"2482",36,2872.0342465702,"ALFALFA","Alfalfa",2017,2017,14,8212,"OCEANA"
"2483",42,193.426941360878,"DRY BEANS","Dry Beans",2017,2017,14,1313,"OCEANA"
"2485",66,565.091281090021,"CHERRIES","Cherries",2017,2017,14,8558,"OCEANA"
"2486",68,183.057560406245,"APPLES","Apples",2017,2017,14,3650,"OCEANA"
"2488",206,434.506664224916,"CARROTS","Row Crops",2017,2017,14,1828,"OCEANA"
"2489",207,94.3475259415588,"ASPARAGUS","Row Crops",2017,2017,14,13715,"OCEANA"
"2490",222,324.338129744651,"SQUASH","Row Crops",2017,2017,14,5038,"OCEANA"
"2491",229,13.2467424604663,"PUMPKINS","Pumpkins",2017,2017,14,615,"OCEANA"
"2492",1,8840.83302300986,"CORN","Corn",2017,2017,13,28798,"OCEANA"
"2494",5,3249.4379285933,"SOYBEANS","Soy",2017,2017,13,10085,"OCEANA"
"2495",24,777.590780381437,"WHEAT","Winter Wheat",2017,2017,13,4895,"OCEANA"
"2496",27,356.756290505644,"RYE","Rye",2017,2017,13,1485,"OCEANA"
"2497",28,13.9249856889032,"OATS","Row Crops",2017,2017,13,654,"OCEANA"
"2498",36,5655.9593586726,"ALFALFA","Alfalfa",2017,2017,13,8212,"OCEANA"
"2499",37,12.1693830002905,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,13,1120,"OCEANA"
"2500",42,396.325715243078,"DRY BEANS","Dry Beans",2017,2017,13,1313,"OCEANA"
"2502",66,2283.26074030118,"CHERRIES","Cherries",2017,2017,13,8558,"OCEANA"
"2503",67,23.4101699943915,"PEACHES","Tree Crops",2017,2017,13,1448,"OCEANA"
"2504",68,535.562607143283,"APPLES","Apples",2017,2017,13,3650,"OCEANA"
"2506",77,11.8325268822363,"PEARS","Tree Crops",2017,2017,13,418,"OCEANA"
"2507",206,579.134557408404,"CARROTS","Row Crops",2017,2017,13,1828,"OCEANA"
"2508",207,192.539976906486,"ASPARAGUS","Row Crops",2017,2017,13,13715,"OCEANA"
"2509",222,462.698265745941,"SQUASH","Row Crops",2017,2017,13,5038,"OCEANA"
"2510",229,88.0724078838928,"PUMPKINS","Pumpkins",2017,2017,13,615,"OCEANA"
"2511",1,9848.52618576855,"CORN","Corn",2017,2017,12,28798,"OCEANA"
"2513",5,3410.61065090288,"SOYBEANS","Soy",2017,2017,12,10085,"OCEANA"
"2514",24,810.658227960247,"WHEAT","Winter Wheat",2017,2017,12,4895,"OCEANA"
"2515",27,419.368491713389,"RYE","Rye",2017,2017,12,1485,"OCEANA"
"2516",28,13.9249856889032,"OATS","Row Crops",2017,2017,12,654,"OCEANA"
"2517",36,6579.72959994757,"ALFALFA","Alfalfa",2017,2017,12,8212,"OCEANA"
"2518",37,10.71280484125,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,12,1120,"OCEANA"
"2519",42,436.999985075833,"DRY BEANS","Dry Beans",2017,2017,12,1313,"OCEANA"
"2521",66,3138.20445484635,"CHERRIES","Cherries",2017,2017,12,8558,"OCEANA"
"2522",67,26.948399404245,"PEACHES","Tree Crops",2017,2017,12,1448,"OCEANA"
"2523",68,796.447936835213,"APPLES","Apples",2017,2017,12,3650,"OCEANA"
"2525",77,12.8282095732837,"PEARS","Tree Crops",2017,2017,12,418,"OCEANA"
"2526",206,611.507450506135,"CARROTS","Row Crops",2017,2017,12,1828,"OCEANA"
"2527",207,211.041421761253,"ASPARAGUS","Row Crops",2017,2017,12,13715,"OCEANA"
"2528",222,517.070213504559,"SQUASH","Row Crops",2017,2017,12,5038,"OCEANA"
"2529",229,107.6308750833,"PUMPKINS","Pumpkins",2017,2017,12,615,"OCEANA"
"2530",1,10385.2167283285,"CORN","Corn",2017,2017,11,28798,"OCEANA"
"2532",5,3450.02316179349,"SOYBEANS","Soy",2017,2017,11,10085,"OCEANA"
"2533",24,840.653921036253,"WHEAT","Winter Wheat",2017,2017,11,4895,"OCEANA"
"2534",27,442.196216279673,"RYE","Rye",2017,2017,11,1485,"OCEANA"
"2535",28,13.9249856889032,"OATS","Row Crops",2017,2017,11,654,"OCEANA"
"2536",36,6972.28408823811,"ALFALFA","Alfalfa",2017,2017,11,8212,"OCEANA"
"2537",37,22.2315419462238,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,11,1120,"OCEANA"
"2538",42,450.874631536793,"DRY BEANS","Dry Beans",2017,2017,11,1313,"OCEANA"
"2540",66,3432.12143534417,"CHERRIES","Cherries",2017,2017,11,8558,"OCEANA"
"2541",67,29.8472921653534,"PEACHES","Tree Crops",2017,2017,11,1448,"OCEANA"
"2542",68,893.783273490992,"APPLES","Apples",2017,2017,11,3650,"OCEANA"
"2544",77,28.0821084569598,"PEARS","Tree Crops",2017,2017,11,418,"OCEANA"
"2545",206,630.712375152718,"CARROTS","Row Crops",2017,2017,11,1828,"OCEANA"
"2546",207,214.28273940135,"ASPARAGUS","Row Crops",2017,2017,11,13715,"OCEANA"
"2547",222,522.373884677405,"SQUASH","Row Crops",2017,2017,11,5038,"OCEANA"
"2548",229,109.245484461051,"PUMPKINS","Pumpkins",2017,2017,11,615,"OCEANA"
"2549",1,10760.4759550062,"CORN","Corn",2017,2017,10,28798,"OCEANA"
"2551",5,3514.88139874181,"SOYBEANS","Soy",2017,2017,10,10085,"OCEANA"
"2552",24,864.751181323923,"WHEAT","Winter Wheat",2017,2017,10,4895,"OCEANA"
"2553",27,460.57001107128,"RYE","Rye",2017,2017,10,1485,"OCEANA"
"2554",28,13.9249856889032,"OATS","Row Crops",2017,2017,10,654,"OCEANA"
"2555",36,7218.86995396454,"ALFALFA","Alfalfa",2017,2017,10,8212,"OCEANA"
"2556",37,22.6784996002734,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,10,1120,"OCEANA"
"2557",42,476.490514453433,"DRY BEANS","Dry Beans",2017,2017,10,1313,"OCEANA"
"2559",66,3699.92387530683,"CHERRIES","Cherries",2017,2017,10,8558,"OCEANA"
"2560",67,29.8472921653534,"PEACHES","Tree Crops",2017,2017,10,1448,"OCEANA"
"2561",68,947.699321061075,"APPLES","Apples",2017,2017,10,3650,"OCEANA"
"2563",77,41.622625400838,"PEARS","Tree Crops",2017,2017,10,418,"OCEANA"
"2564",206,632.236256877103,"CARROTS","Row Crops",2017,2017,10,1828,"OCEANA"
"2565",207,227.098058823149,"ASPARAGUS","Row Crops",2017,2017,10,13715,"OCEANA"
"2566",222,536.53769282418,"SQUASH","Row Crops",2017,2017,10,5038,"OCEANA"
"2567",229,109.421063271837,"PUMPKINS","Pumpkins",2017,2017,10,615,"OCEANA"
"2568",1,11024.3227891365,"CORN","Corn",2017,2017,9,28798,"OCEANA"
"2570",5,3557.67656303736,"SOYBEANS","Soy",2017,2017,9,10085,"OCEANA"
"2571",24,866.736880514767,"WHEAT","Winter Wheat",2017,2017,9,4895,"OCEANA"
"2572",27,462.189573528794,"RYE","Rye",2017,2017,9,1485,"OCEANA"
"2573",28,13.9249856889032,"OATS","Row Crops",2017,2017,9,654,"OCEANA"
"2574",36,7309.07100817486,"ALFALFA","Alfalfa",2017,2017,9,8212,"OCEANA"
"2575",37,23.0021592193842,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,9,1120,"OCEANA"
"2576",42,450.158876761873,"DRY BEANS","Dry Beans",2017,2017,9,1313,"OCEANA"
"2578",66,3905.25970342908,"CHERRIES","Cherries",2017,2017,9,8558,"OCEANA"
"2579",67,30.0653832919617,"PEACHES","Tree Crops",2017,2017,9,1448,"OCEANA"
"2580",68,935.786142991986,"APPLES","Apples",2017,2017,9,3650,"OCEANA"
"2582",77,55.8591692603009,"PEARS","Tree Crops",2017,2017,9,418,"OCEANA"
"2583",206,633.596947135396,"CARROTS","Row Crops",2017,2017,9,1828,"OCEANA"
"2584",207,235.6041495627,"ASPARAGUS","Row Crops",2017,2017,9,13715,"OCEANA"
"2585",222,551.733564926327,"SQUASH","Row Crops",2017,2017,9,5038,"OCEANA"
"2586",229,110.049440880193,"PUMPKINS","Pumpkins",2017,2017,9,615,"OCEANA"
"2587",1,11230.5708204483,"CORN","Corn",2017,2017,8,28798,"OCEANA"
"2589",5,3531.57690487742,"SOYBEANS","Soy",2017,2017,8,10085,"OCEANA"
"2590",24,910.167657026874,"WHEAT","Winter Wheat",2017,2017,8,4895,"OCEANA"
"2591",27,464.523504294649,"RYE","Rye",2017,2017,8,1485,"OCEANA"
"2592",28,13.9249856889032,"OATS","Row Crops",2017,2017,8,654,"OCEANA"
"2593",36,7353.75561111218,"ALFALFA","Alfalfa",2017,2017,8,8212,"OCEANA"
"2594",37,23.0021592193842,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,8,1120,"OCEANA"
"2595",42,451.819160476422,"DRY BEANS","Dry Beans",2017,2017,8,1313,"OCEANA"
"2597",66,4027.15831865415,"CHERRIES","Cherries",2017,2017,8,8558,"OCEANA"
"2598",67,30.1075960774316,"PEACHES","Tree Crops",2017,2017,8,1448,"OCEANA"
"2599",68,961.143766374157,"APPLES","Apples",2017,2017,8,3650,"OCEANA"
"2601",77,67.8140333275409,"PEARS","Tree Crops",2017,2017,8,418,"OCEANA"
"2602",206,633.93764001707,"CARROTS","Row Crops",2017,2017,8,1828,"OCEANA"
"2603",207,224.711154259307,"ASPARAGUS","Row Crops",2017,2017,8,13715,"OCEANA"
"2604",222,553.042289775322,"SQUASH","Row Crops",2017,2017,8,5038,"OCEANA"
"2605",229,110.049440880193,"PUMPKINS","Pumpkins",2017,2017,8,615,"OCEANA"
"2606",1,11320.1252059412,"CORN","Corn",2017,2017,7,28798,"OCEANA"
"2608",5,3579.95173651132,"SOYBEANS","Soy",2017,2017,7,10085,"OCEANA"
"2609",24,930.561416618071,"WHEAT","Winter Wheat",2017,2017,7,4895,"OCEANA"
"2610",27,465.219473837955,"RYE","Rye",2017,2017,7,1485,"OCEANA"
"2611",28,13.9249856889032,"OATS","Row Crops",2017,2017,7,654,"OCEANA"
"2612",36,7489.6003928641,"ALFALFA","Alfalfa",2017,2017,7,8212,"OCEANA"
"2613",37,23.0022943247668,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,7,1120,"OCEANA"
"2614",42,440.916809419378,"DRY BEANS","Dry Beans",2017,2017,7,1313,"OCEANA"
"2616",66,4192.15868745955,"CHERRIES","Cherries",2017,2017,7,8558,"OCEANA"
"2617",67,29.5121672301801,"PEACHES","Tree Crops",2017,2017,7,1448,"OCEANA"
"2618",68,974.775863924047,"APPLES","Apples",2017,2017,7,3650,"OCEANA"
"2620",77,57.274835283346,"PEARS","Tree Crops",2017,2017,7,418,"OCEANA"
"2621",206,635.76013483155,"CARROTS","Row Crops",2017,2017,7,1828,"OCEANA"
"2622",207,224.933548698978,"ASPARAGUS","Row Crops",2017,2017,7,13715,"OCEANA"
"2623",222,553.528754819292,"SQUASH","Row Crops",2017,2017,7,5038,"OCEANA"
"2624",229,109.193787000206,"PUMPKINS","Pumpkins",2017,2017,7,615,"OCEANA"
"2625",1,11305.8993311538,"CORN","Corn",2017,2017,6,28798,"OCEANA"
"2627",5,3608.86777104316,"SOYBEANS","Soy",2017,2017,6,10085,"OCEANA"
"2628",24,936.15803345303,"WHEAT","Winter Wheat",2017,2017,6,4895,"OCEANA"
"2629",27,465.952636967075,"RYE","Rye",2017,2017,6,1485,"OCEANA"
"2630",28,13.9249856889032,"OATS","Row Crops",2017,2017,6,654,"OCEANA"
"2631",36,7652.5245829257,"ALFALFA","Alfalfa",2017,2017,6,8212,"OCEANA"
"2632",37,23.0022943247668,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,6,1120,"OCEANA"
"2633",42,442.284507511522,"DRY BEANS","Dry Beans",2017,2017,6,1313,"OCEANA"
"2635",66,4359.59896047748,"CHERRIES","Cherries",2017,2017,6,8558,"OCEANA"
"2636",67,35.1137970811365,"PEACHES","Tree Crops",2017,2017,6,1448,"OCEANA"
"2637",68,1005.80696133722,"APPLES","Apples",2017,2017,6,3650,"OCEANA"
"2639",77,63.3489996037329,"PEARS","Tree Crops",2017,2017,6,418,"OCEANA"
"2640",206,637.366546066562,"CARROTS","Row Crops",2017,2017,6,1828,"OCEANA"
"2641",207,239.326906109349,"ASPARAGUS","Row Crops",2017,2017,6,13715,"OCEANA"
"2642",222,554.970581395018,"SQUASH","Row Crops",2017,2017,6,5038,"OCEANA"
"2643",229,109.193787000206,"PUMPKINS","Pumpkins",2017,2017,6,615,"OCEANA"
"2644",1,11400.1788435858,"CORN","Corn",2017,2017,5,28798,"OCEANA"
"2646",5,3618.5460936362,"SOYBEANS","Soy",2017,2017,5,10085,"OCEANA"
"2647",24,938.211166820138,"WHEAT","Winter Wheat",2017,2017,5,4895,"OCEANA"
"2648",27,465.14418707985,"RYE","Rye",2017,2017,5,1485,"OCEANA"
"2649",28,13.9249856889032,"OATS","Row Crops",2017,2017,5,654,"OCEANA"
"2650",36,7687.9790495716,"ALFALFA","Alfalfa",2017,2017,5,8212,"OCEANA"
"2651",37,23.5832354951544,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,5,1120,"OCEANA"
"2652",42,454.201093379363,"DRY BEANS","Dry Beans",2017,2017,5,1313,"OCEANA"
"2654",66,4602.70446645034,"CHERRIES","Cherries",2017,2017,5,8558,"OCEANA"
"2655",67,29.5121672301801,"PEACHES","Tree Crops",2017,2017,5,1448,"OCEANA"
"2656",68,1051.66570540025,"APPLES","Apples",2017,2017,5,3650,"OCEANA"
"2658",77,70.021698505979,"PEARS","Tree Crops",2017,2017,5,418,"OCEANA"
"2659",206,644.136158210518,"CARROTS","Row Crops",2017,2017,5,1828,"OCEANA"
"2660",207,239.970632280397,"ASPARAGUS","Row Crops",2017,2017,5,13715,"OCEANA"
"2661",222,546.201574555168,"SQUASH","Row Crops",2017,2017,5,5038,"OCEANA"
"2662",229,108.800345978809,"PUMPKINS","Pumpkins",2017,2017,5,615,"OCEANA"
"2663",1,11448.8737579095,"CORN","Corn",2017,2017,4,28798,"OCEANA"
"2665",5,3639.28032437215,"SOYBEANS","Soy",2017,2017,4,10085,"OCEANA"
"2666",24,973.698430410798,"WHEAT","Winter Wheat",2017,2017,4,4895,"OCEANA"
"2667",27,476.093664818851,"RYE","Rye",2017,2017,4,1485,"OCEANA"
"2668",28,13.9249856889032,"OATS","Row Crops",2017,2017,4,654,"OCEANA"
"2669",36,7829.18165791595,"ALFALFA","Alfalfa",2017,2017,4,8212,"OCEANA"
"2670",37,23.6832015936566,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,4,1120,"OCEANA"
"2671",42,441.712860921819,"DRY BEANS","Dry Beans",2017,2017,4,1313,"OCEANA"
"2673",66,4760.55094910673,"CHERRIES","Cherries",2017,2017,4,8558,"OCEANA"
"2674",67,29.5121672301801,"PEACHES","Tree Crops",2017,2017,4,1448,"OCEANA"
"2675",68,1059.95058178336,"APPLES","Apples",2017,2017,4,3650,"OCEANA"
"2677",77,71.7692085058417,"PEARS","Tree Crops",2017,2017,4,418,"OCEANA"
"2678",206,645.71699054882,"CARROTS","Row Crops",2017,2017,4,1828,"OCEANA"
"2679",207,250.815262933534,"ASPARAGUS","Row Crops",2017,2017,4,13715,"OCEANA"
"2680",222,546.973649693533,"SQUASH","Row Crops",2017,2017,4,5038,"OCEANA"
"2681",229,109.631821666161,"PUMPKINS","Pumpkins",2017,2017,4,615,"OCEANA"
"2682",1,11622.9104139299,"CORN","Corn",2017,2017,3,28798,"OCEANA"
"2684",5,3639.96295724355,"SOYBEANS","Soy",2017,2017,3,10085,"OCEANA"
"2685",24,969.961513649674,"WHEAT","Winter Wheat",2017,2017,3,4895,"OCEANA"
"2686",27,515.463392549428,"RYE","Rye",2017,2017,3,1485,"OCEANA"
"2687",28,13.9249856889032,"OATS","Row Crops",2017,2017,3,654,"OCEANA"
"2688",36,8047.95467779999,"ALFALFA","Alfalfa",2017,2017,3,8212,"OCEANA"
"2689",37,24.547136960025,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,3,1120,"OCEANA"
"2690",42,466.946442902886,"DRY BEANS","Dry Beans",2017,2017,3,1313,"OCEANA"
"2692",66,5181.72423441633,"CHERRIES","Cherries",2017,2017,3,8558,"OCEANA"
"2693",67,29.5121672301801,"PEACHES","Tree Crops",2017,2017,3,1448,"OCEANA"
"2694",68,1054.85260175364,"APPLES","Apples",2017,2017,3,3650,"OCEANA"
"2696",77,71.7902949902148,"PEARS","Tree Crops",2017,2017,3,418,"OCEANA"
"2697",206,658.984247761705,"CARROTS","Row Crops",2017,2017,3,1828,"OCEANA"
"2698",207,251.37962852253,"ASPARAGUS","Row Crops",2017,2017,3,13715,"OCEANA"
"2699",222,558.42828938434,"SQUASH","Row Crops",2017,2017,3,5038,"OCEANA"
