"","VAN.BUREN.Class","VAN.BUREN.fieldacres","VAN.BUREN.Commodity","VAN.BUREN.Bin","VAN.BUREN.Year","VAN.BUREN.year","VAN.BUREN.threshold","VAN.BUREN.NASSacres","VAN.BUREN.County"
"1166",42,111.628178466697,"DRY BEANS","Dry Beans",2012,2012,9,20,"VAN BUREN"
"1167",43,431.288142594189,"POTATOES","Potatoes",2012,2012,9,45,"VAN BUREN"
"1171",66,142.20922989595,"CHERRIES","Cherries",2012,2012,9,906,"VAN BUREN"
"1172",67,326.951789343015,"PEACHES","Tree Crops",2012,2012,9,170,"VAN BUREN"
"1173",68,1273.4896487632,"APPLES","Apples",2012,2012,9,3113,"VAN BUREN"
"1174",69,2381.83719397448,"GRAPES","Tree Crops",2012,2012,9,4959,"VAN BUREN"
"1175",207,258.522577560509,"ASPARAGUS","Row Crops",2012,2012,9,568,"VAN BUREN"
"1176",222,73.0148646901849,"SQUASH","Row Crops",2012,2012,9,552,"VAN BUREN"
"1177",229,13.1027416597461,"PUMPKINS","Pumpkins",2012,2012,9,324,"VAN BUREN"
"1178",242,1025.8660498134,"BLUEBERRIES","Blueberries",2012,2012,9,8497,"VAN BUREN"
"1180",245,24.3816020685968,"CELERY","Row Crops",2012,2012,9,256,"VAN BUREN"
"1181",1,55835.137227046,"CORN","Corn",2012,2012,8,76369,"VAN BUREN"
"1182",5,19951.6138524184,"SOYBEANS","Soy",2012,2012,8,19825,"VAN BUREN"
"1183",24,823.852983172547,"WHEAT","Winter Wheat",2012,2012,8,1120,"VAN BUREN"
"1184",36,3072.93883942466,"ALFALFA","Alfalfa",2012,2012,8,6736,"VAN BUREN"
"1186",42,108.908890017298,"DRY BEANS","Dry Beans",2012,2012,8,20,"VAN BUREN"
"1187",43,429.085458880012,"POTATOES","Potatoes",2012,2012,8,45,"VAN BUREN"
"1191",66,145.244697276851,"CHERRIES","Cherries",2012,2012,8,906,"VAN BUREN"
"1192",67,323.94241868738,"PEACHES","Tree Crops",2012,2012,8,170,"VAN BUREN"
"1193",68,1279.98927760989,"APPLES","Apples",2012,2012,8,3113,"VAN BUREN"
"1194",69,2445.47209294714,"GRAPES","Tree Crops",2012,2012,8,4959,"VAN BUREN"
"1195",207,250.503825238727,"ASPARAGUS","Row Crops",2012,2012,8,568,"VAN BUREN"
"1196",222,73.017126400744,"SQUASH","Row Crops",2012,2012,8,552,"VAN BUREN"
"1197",229,13.1027416597461,"PUMPKINS","Pumpkins",2012,2012,8,324,"VAN BUREN"
"1198",242,1089.10159473989,"BLUEBERRIES","Blueberries",2012,2012,8,8497,"VAN BUREN"
"1200",245,24.3816020685968,"CELERY","Row Crops",2012,2012,8,256,"VAN BUREN"
"1201",1,56291.8921509321,"CORN","Corn",2012,2012,7,76369,"VAN BUREN"
"1202",5,20236.5000349493,"SOYBEANS","Soy",2012,2012,7,19825,"VAN BUREN"
"1203",24,841.724463149402,"WHEAT","Winter Wheat",2012,2012,7,1120,"VAN BUREN"
"1204",36,3238.07250916106,"ALFALFA","Alfalfa",2012,2012,7,6736,"VAN BUREN"
"1206",42,152.459111602556,"DRY BEANS","Dry Beans",2012,2012,7,20,"VAN BUREN"
"1207",43,429.158678003921,"POTATOES","Potatoes",2012,2012,7,45,"VAN BUREN"
"1211",66,145.631559368937,"CHERRIES","Cherries",2012,2012,7,906,"VAN BUREN"
"1212",67,323.944114578165,"PEACHES","Tree Crops",2012,2012,7,170,"VAN BUREN"
"1213",68,1364.00729765798,"APPLES","Apples",2012,2012,7,3113,"VAN BUREN"
"1214",69,2472.08837336769,"GRAPES","Tree Crops",2012,2012,7,4959,"VAN BUREN"
"1216",207,250.519139595234,"ASPARAGUS","Row Crops",2012,2012,7,568,"VAN BUREN"
"1217",222,75.1622732299133,"SQUASH","Row Crops",2012,2012,7,552,"VAN BUREN"
"1218",229,13.1027416597461,"PUMPKINS","Pumpkins",2012,2012,7,324,"VAN BUREN"
"1219",242,1232.11012089962,"BLUEBERRIES","Blueberries",2012,2012,7,8497,"VAN BUREN"
"1221",245,24.3816020685968,"CELERY","Row Crops",2012,2012,7,256,"VAN BUREN"
"1222",1,56758.5830522444,"CORN","Corn",2012,2012,6,76369,"VAN BUREN"
"1223",5,20562.8737098982,"SOYBEANS","Soy",2012,2012,6,19825,"VAN BUREN"
"1224",24,862.481955086777,"WHEAT","Winter Wheat",2012,2012,6,1120,"VAN BUREN"
"1225",36,3433.14544911213,"ALFALFA","Alfalfa",2012,2012,6,6736,"VAN BUREN"
"1227",42,195.301971536922,"DRY BEANS","Dry Beans",2012,2012,6,20,"VAN BUREN"
"1228",43,428.418783224223,"POTATOES","Potatoes",2012,2012,6,45,"VAN BUREN"
"1232",66,159.885163970536,"CHERRIES","Cherries",2012,2012,6,906,"VAN BUREN"
"1233",67,323.944114578165,"PEACHES","Tree Crops",2012,2012,6,170,"VAN BUREN"
"1234",68,1398.37264621111,"APPLES","Apples",2012,2012,6,3113,"VAN BUREN"
"1235",69,2498.15071291128,"GRAPES","Tree Crops",2012,2012,6,4959,"VAN BUREN"
"1237",207,250.56085165524,"ASPARAGUS","Row Crops",2012,2012,6,568,"VAN BUREN"
"1238",222,76.9185040575055,"SQUASH","Row Crops",2012,2012,6,552,"VAN BUREN"
"1239",229,13.1027416597461,"PUMPKINS","Pumpkins",2012,2012,6,324,"VAN BUREN"
"1240",242,1413.65887980358,"BLUEBERRIES","Blueberries",2012,2012,6,8497,"VAN BUREN"
"1242",245,24.3816020685968,"CELERY","Row Crops",2012,2012,6,256,"VAN BUREN"
"1243",1,57243.2278968941,"CORN","Corn",2012,2012,5,76369,"VAN BUREN"
"1244",5,20847.1624503337,"SOYBEANS","Soy",2012,2012,5,19825,"VAN BUREN"
"1245",24,922.198220679249,"WHEAT","Winter Wheat",2012,2012,5,1120,"VAN BUREN"
"1246",36,3516.61974474174,"ALFALFA","Alfalfa",2012,2012,5,6736,"VAN BUREN"
"1248",42,211.00521912923,"DRY BEANS","Dry Beans",2012,2012,5,20,"VAN BUREN"
"1249",43,429.492857171251,"POTATOES","Potatoes",2012,2012,5,45,"VAN BUREN"
"1253",66,213.071156981539,"CHERRIES","Cherries",2012,2012,5,906,"VAN BUREN"
"1254",67,323.944114578165,"PEACHES","Tree Crops",2012,2012,5,170,"VAN BUREN"
"1255",68,1432.72573281206,"APPLES","Apples",2012,2012,5,3113,"VAN BUREN"
"1256",69,2574.38299389581,"GRAPES","Tree Crops",2012,2012,5,4959,"VAN BUREN"
"1258",207,251.433196373968,"ASPARAGUS","Row Crops",2012,2012,5,568,"VAN BUREN"
"1259",222,77.3885062738055,"SQUASH","Row Crops",2012,2012,5,552,"VAN BUREN"
"1260",229,13.1027416597461,"PUMPKINS","Pumpkins",2012,2012,5,324,"VAN BUREN"
"1261",242,1479.35451173817,"BLUEBERRIES","Blueberries",2012,2012,5,8497,"VAN BUREN"
"1263",245,24.3816020685968,"CELERY","Row Crops",2012,2012,5,256,"VAN BUREN"
"1265",1,57809.6228636044,"CORN","Corn",2012,2012,4,76369,"VAN BUREN"
"1266",5,21139.3687563988,"SOYBEANS","Soy",2012,2012,4,19825,"VAN BUREN"
"1267",24,913.609403426782,"WHEAT","Winter Wheat",2012,2012,4,1120,"VAN BUREN"
"1268",36,3707.85085934104,"ALFALFA","Alfalfa",2012,2012,4,6736,"VAN BUREN"
"1270",42,279.254282468301,"DRY BEANS","Dry Beans",2012,2012,4,20,"VAN BUREN"
"1271",43,430.855870946517,"POTATOES","Potatoes",2012,2012,4,45,"VAN BUREN"
"1275",66,201.125581401818,"CHERRIES","Cherries",2012,2012,4,906,"VAN BUREN"
"1276",67,324.166509108329,"PEACHES","Tree Crops",2012,2012,4,170,"VAN BUREN"
"1277",68,1463.50725863953,"APPLES","Apples",2012,2012,4,3113,"VAN BUREN"
"1278",69,2576.05231115019,"GRAPES","Tree Crops",2012,2012,4,4959,"VAN BUREN"
"1280",207,282.790870584544,"ASPARAGUS","Row Crops",2012,2012,4,568,"VAN BUREN"
"1281",222,88.1054098546191,"SQUASH","Row Crops",2012,2012,4,552,"VAN BUREN"
"1282",229,43.1424467545026,"PUMPKINS","Pumpkins",2012,2012,4,324,"VAN BUREN"
"1283",242,1571.8888654383,"BLUEBERRIES","Blueberries",2012,2012,4,8497,"VAN BUREN"
"1285",245,24.3816020685968,"CELERY","Row Crops",2012,2012,4,256,"VAN BUREN"
"1287",1,58283.54657481,"CORN","Corn",2012,2012,3,76369,"VAN BUREN"
"1288",5,21306.9645485621,"SOYBEANS","Soy",2012,2012,3,19825,"VAN BUREN"
"1289",24,963.227270218693,"WHEAT","Winter Wheat",2012,2012,3,1120,"VAN BUREN"
"1290",36,4001.93499505979,"ALFALFA","Alfalfa",2012,2012,3,6736,"VAN BUREN"
"1292",42,309.490816649739,"DRY BEANS","Dry Beans",2012,2012,3,20,"VAN BUREN"
"1293",43,440.447001943054,"POTATOES","Potatoes",2012,2012,3,45,"VAN BUREN"
"1297",66,218.36405504603,"CHERRIES","Cherries",2012,2012,3,906,"VAN BUREN"
"1298",67,324.240113459039,"PEACHES","Tree Crops",2012,2012,3,170,"VAN BUREN"
"1299",68,1476.52004391395,"APPLES","Apples",2012,2012,3,3113,"VAN BUREN"
"1300",69,2684.48103027276,"GRAPES","Tree Crops",2012,2012,3,4959,"VAN BUREN"
"1302",207,287.228613292526,"ASPARAGUS","Row Crops",2012,2012,3,568,"VAN BUREN"
"1303",222,77.4604243862701,"SQUASH","Row Crops",2012,2012,3,552,"VAN BUREN"
"1304",229,56.2560694802203,"PUMPKINS","Pumpkins",2012,2012,3,324,"VAN BUREN"
"1305",242,1668.51715291398,"BLUEBERRIES","Blueberries",2012,2012,3,8497,"VAN BUREN"
"1307",245,24.3816020685968,"CELERY","Row Crops",2012,2012,3,256,"VAN BUREN"
"1309",1,58590.0712544059,"CORN","Corn",2012,2012,2,76369,"VAN BUREN"
"1310",5,21740.6389253815,"SOYBEANS","Soy",2012,2012,2,19825,"VAN BUREN"
"1311",24,969.404301376392,"WHEAT","Winter Wheat",2012,2012,2,1120,"VAN BUREN"
"1312",28,10.9896350464423,"OATS","Row Crops",2012,2012,2,100,"VAN BUREN"
"1313",36,4400.07584170809,"ALFALFA","Alfalfa",2012,2012,2,6736,"VAN BUREN"
"1315",42,492.831401265328,"DRY BEANS","Dry Beans",2012,2012,2,20,"VAN BUREN"
"1316",43,439.682402123073,"POTATOES","Potatoes",2012,2012,2,45,"VAN BUREN"
"1321",66,256.165239538248,"CHERRIES","Cherries",2012,2012,2,906,"VAN BUREN"
"1322",67,322.013404514807,"PEACHES","Tree Crops",2012,2012,2,170,"VAN BUREN"
"1323",68,1511.90193930229,"APPLES","Apples",2012,2012,2,3113,"VAN BUREN"
"1324",69,2768.27736854021,"GRAPES","Tree Crops",2012,2012,2,4959,"VAN BUREN"
"1326",207,299.580944666356,"ASPARAGUS","Row Crops",2012,2012,2,568,"VAN BUREN"
"1327",222,77.4604243862701,"SQUASH","Row Crops",2012,2012,2,552,"VAN BUREN"
"1328",229,56.2560694802203,"PUMPKINS","Pumpkins",2012,2012,2,324,"VAN BUREN"
"1329",242,1701.34163649237,"BLUEBERRIES","Blueberries",2012,2012,2,8497,"VAN BUREN"
"1331",245,24.381602098761,"CELERY","Row Crops",2012,2012,2,256,"VAN BUREN"
"1333",1,58939.7701792364,"CORN","Corn",2012,2012,1,76369,"VAN BUREN"
"1334",5,21861.6919009342,"SOYBEANS","Soy",2012,2012,1,19825,"VAN BUREN"
"1335",24,970.648222727988,"WHEAT","Winter Wheat",2012,2012,1,1120,"VAN BUREN"
"1336",28,10.9918967570013,"OATS","Row Crops",2012,2012,1,100,"VAN BUREN"
"1337",36,4899.95994644203,"ALFALFA","Alfalfa",2012,2012,1,6736,"VAN BUREN"
"1339",42,511.129187258745,"DRY BEANS","Dry Beans",2012,2012,1,20,"VAN BUREN"
"1340",43,439.682402123073,"POTATOES","Potatoes",2012,2012,1,45,"VAN BUREN"
"1345",66,245.873572955295,"CHERRIES","Cherries",2012,2012,1,906,"VAN BUREN"
"1346",67,322.013404514807,"PEACHES","Tree Crops",2012,2012,1,170,"VAN BUREN"
"1347",68,1594.15191372449,"APPLES","Apples",2012,2012,1,3113,"VAN BUREN"
"1348",69,2795.60982528017,"GRAPES","Tree Crops",2012,2012,1,4959,"VAN BUREN"
"1350",207,307.871283360991,"ASPARAGUS","Row Crops",2012,2012,1,568,"VAN BUREN"
"1351",222,77.4990987017407,"SQUASH","Row Crops",2012,2012,1,552,"VAN BUREN"
"1352",229,56.2560694802203,"PUMPKINS","Pumpkins",2012,2012,1,324,"VAN BUREN"
"1353",242,1814.78104664802,"BLUEBERRIES","Blueberries",2012,2012,1,8497,"VAN BUREN"
"1355",245,24.381602098761,"CELERY","Row Crops",2012,2012,1,256,"VAN BUREN"
"2486",1,33087.9176898945,"CORN","Corn",2017,2017,14,56355,"VAN BUREN"
"2487",5,24866.120087118,"SOYBEANS","Soy",2017,2017,14,34377,"VAN BUREN"
"2488",24,696.865808765712,"WHEAT","Winter Wheat",2017,2017,14,646,"VAN BUREN"
"2489",36,1611.65670598902,"ALFALFA","Alfalfa",2017,2017,14,6826,"VAN BUREN"
"2490",37,68.9559284874854,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,14,1639,"VAN BUREN"
"2491",43,57.1852648185931,"POTATOES","Potatoes",2017,2017,14,24,"VAN BUREN"
"2495",66,18.2958473412738,"CHERRIES","Cherries",2017,2017,14,831,"VAN BUREN"
"2496",68,190.732272255312,"APPLES","Apples",2017,2017,14,2532,"VAN BUREN"
"2497",69,1065.50474925515,"GRAPES","Tree Crops",2017,2017,14,3183,"VAN BUREN"
"2498",207,14.4522859803619,"ASPARAGUS","Row Crops",2017,2017,14,1250,"VAN BUREN"
"2499",222,187.640706941664,"SQUASH","Row Crops",2017,2017,14,490,"VAN BUREN"
"2501",1,37279.9699302995,"CORN","Corn",2017,2017,13,56355,"VAN BUREN"
"2502",5,28691.1476954331,"SOYBEANS","Soy",2017,2017,13,34377,"VAN BUREN"
"2503",24,810.264879452404,"WHEAT","Winter Wheat",2017,2017,13,646,"VAN BUREN"
"2505",36,2862.37409436916,"ALFALFA","Alfalfa",2017,2017,13,6826,"VAN BUREN"
"2506",37,164.206496635126,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,13,1639,"VAN BUREN"
"2507",43,235.943970789933,"POTATOES","Potatoes",2017,2017,13,24,"VAN BUREN"
"2510",53,11.8440219100208,"PEAS","Row Crops",2017,2017,13,4,"VAN BUREN"
"2512",66,110.611753524951,"CHERRIES","Cherries",2017,2017,13,831,"VAN BUREN"
"2513",68,630.729501682941,"APPLES","Apples",2017,2017,13,2532,"VAN BUREN"
"2514",69,1886.69238197445,"GRAPES","Tree Crops",2017,2017,13,3183,"VAN BUREN"
"2516",207,15.3570987335852,"ASPARAGUS","Row Crops",2017,2017,13,1250,"VAN BUREN"
"2517",222,196.271547608851,"SQUASH","Row Crops",2017,2017,13,490,"VAN BUREN"
"2520",1,39439.8939834566,"CORN","Corn",2017,2017,12,56355,"VAN BUREN"
"2521",5,30096.2862475751,"SOYBEANS","Soy",2017,2017,12,34377,"VAN BUREN"
"2522",24,910.511624110127,"WHEAT","Winter Wheat",2017,2017,12,646,"VAN BUREN"
"2524",36,3263.95933293701,"ALFALFA","Alfalfa",2017,2017,12,6826,"VAN BUREN"
"2525",37,191.630399991787,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,12,1639,"VAN BUREN"
"2526",43,240.471095919142,"POTATOES","Potatoes",2017,2017,12,24,"VAN BUREN"
"2529",53,11.8440219100208,"PEAS","Row Crops",2017,2017,12,4,"VAN BUREN"
"2532",66,206.870438402489,"CHERRIES","Cherries",2017,2017,12,831,"VAN BUREN"
"2533",68,895.919731888766,"APPLES","Apples",2017,2017,12,2532,"VAN BUREN"
"2534",69,2337.94634034871,"GRAPES","Tree Crops",2017,2017,12,3183,"VAN BUREN"
"2536",207,15.3572557381659,"ASPARAGUS","Row Crops",2017,2017,12,1250,"VAN BUREN"
"2537",222,198.091945680697,"SQUASH","Row Crops",2017,2017,12,490,"VAN BUREN"
"2540",1,40361.4389458412,"CORN","Corn",2017,2017,11,56355,"VAN BUREN"
"2541",5,31044.0324703537,"SOYBEANS","Soy",2017,2017,11,34377,"VAN BUREN"
"2542",24,955.543226264696,"WHEAT","Winter Wheat",2017,2017,11,646,"VAN BUREN"
"2544",36,3559.28684816811,"ALFALFA","Alfalfa",2017,2017,11,6826,"VAN BUREN"
"2545",37,287.251329336642,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,11,1639,"VAN BUREN"
"2546",43,246.693939927574,"POTATOES","Potatoes",2017,2017,11,24,"VAN BUREN"
"2549",53,11.8440219100208,"PEAS","Row Crops",2017,2017,11,4,"VAN BUREN"
"2552",66,243.911889160981,"CHERRIES","Cherries",2017,2017,11,831,"VAN BUREN"
"2553",68,1042.95482247061,"APPLES","Apples",2017,2017,11,2532,"VAN BUREN"
"2554",69,2570.71851084356,"GRAPES","Tree Crops",2017,2017,11,3183,"VAN BUREN"
"2556",207,15.3572557381659,"ASPARAGUS","Row Crops",2017,2017,11,1250,"VAN BUREN"
"2557",222,198.616680628915,"SQUASH","Row Crops",2017,2017,11,490,"VAN BUREN"
"2560",1,40992.5974591172,"CORN","Corn",2017,2017,10,56355,"VAN BUREN"
"2561",5,31573.9190318184,"SOYBEANS","Soy",2017,2017,10,34377,"VAN BUREN"
"2562",24,977.476316680198,"WHEAT","Winter Wheat",2017,2017,10,646,"VAN BUREN"
"2564",36,3671.39761310759,"ALFALFA","Alfalfa",2017,2017,10,6826,"VAN BUREN"
"2565",37,318.324477131318,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,10,1639,"VAN BUREN"
"2566",43,247.550702733479,"POTATOES","Potatoes",2017,2017,10,24,"VAN BUREN"
"2569",53,11.8440219100208,"PEAS","Row Crops",2017,2017,10,4,"VAN BUREN"
"2572",66,218.715701357556,"CHERRIES","Cherries",2017,2017,10,831,"VAN BUREN"
"2573",68,1082.76351105843,"APPLES","Apples",2017,2017,10,2532,"VAN BUREN"
"2574",69,2677.75908465918,"GRAPES","Tree Crops",2017,2017,10,3183,"VAN BUREN"
"2576",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,10,1250,"VAN BUREN"
"2577",222,185.505038755034,"SQUASH","Row Crops",2017,2017,10,490,"VAN BUREN"
"2580",1,41381.0578302641,"CORN","Corn",2017,2017,9,56355,"VAN BUREN"
"2581",5,31987.8106465042,"SOYBEANS","Soy",2017,2017,9,34377,"VAN BUREN"
"2582",24,983.447167250715,"WHEAT","Winter Wheat",2017,2017,9,646,"VAN BUREN"
"2584",36,3799.14814288081,"ALFALFA","Alfalfa",2017,2017,9,6826,"VAN BUREN"
"2585",37,311.136922865734,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,9,1639,"VAN BUREN"
"2586",43,247.607508740295,"POTATOES","Potatoes",2017,2017,9,24,"VAN BUREN"
"2589",53,11.8440219100208,"PEAS","Row Crops",2017,2017,9,4,"VAN BUREN"
"2592",66,291.590988764359,"CHERRIES","Cherries",2017,2017,9,831,"VAN BUREN"
"2593",68,1126.23214618613,"APPLES","Apples",2017,2017,9,2532,"VAN BUREN"
"2594",69,2732.30613007967,"GRAPES","Tree Crops",2017,2017,9,3183,"VAN BUREN"
"2596",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,9,1250,"VAN BUREN"
"2597",222,186.599992682427,"SQUASH","Row Crops",2017,2017,9,490,"VAN BUREN"
"2600",1,41808.589665202,"CORN","Corn",2017,2017,8,56355,"VAN BUREN"
"2601",5,32325.7211323643,"SOYBEANS","Soy",2017,2017,8,34377,"VAN BUREN"
"2603",24,1003.12014677417,"WHEAT","Winter Wheat",2017,2017,8,646,"VAN BUREN"
"2605",36,3849.41575489565,"ALFALFA","Alfalfa",2017,2017,8,6826,"VAN BUREN"
"2606",37,313.924746363478,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,8,1639,"VAN BUREN"
"2607",43,245.317012499877,"POTATOES","Potatoes",2017,2017,8,24,"VAN BUREN"
"2610",53,11.8440219100208,"PEAS","Row Crops",2017,2017,8,4,"VAN BUREN"
"2613",66,329.146065152713,"CHERRIES","Cherries",2017,2017,8,831,"VAN BUREN"
"2614",68,1155.0296838258,"APPLES","Apples",2017,2017,8,2532,"VAN BUREN"
"2615",69,2771.43175303054,"GRAPES","Tree Crops",2017,2017,8,3183,"VAN BUREN"
"2617",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,8,1250,"VAN BUREN"
"2618",222,186.891947179599,"SQUASH","Row Crops",2017,2017,8,490,"VAN BUREN"
"2621",1,42247.4558656948,"CORN","Corn",2017,2017,7,56355,"VAN BUREN"
"2623",5,32612.5935675084,"SOYBEANS","Soy",2017,2017,7,34377,"VAN BUREN"
"2625",24,990.809114934959,"WHEAT","Winter Wheat",2017,2017,7,646,"VAN BUREN"
"2627",36,3935.54996379376,"ALFALFA","Alfalfa",2017,2017,7,6826,"VAN BUREN"
"2628",37,338.697057513439,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,7,1639,"VAN BUREN"
"2629",43,245.384927131273,"POTATOES","Potatoes",2017,2017,7,24,"VAN BUREN"
"2632",53,11.8440219100208,"PEAS","Row Crops",2017,2017,7,4,"VAN BUREN"
"2635",66,370.22858656116,"CHERRIES","Cherries",2017,2017,7,831,"VAN BUREN"
"2636",68,1253.07941729507,"APPLES","Apples",2017,2017,7,2532,"VAN BUREN"
"2637",69,2840.88657212471,"GRAPES","Tree Crops",2017,2017,7,3183,"VAN BUREN"
"2639",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,7,1250,"VAN BUREN"
"2640",222,202.253682208681,"SQUASH","Row Crops",2017,2017,7,490,"VAN BUREN"
"2643",1,42574.8339965878,"CORN","Corn",2017,2017,6,56355,"VAN BUREN"
"2645",5,32790.7273224323,"SOYBEANS","Soy",2017,2017,6,34377,"VAN BUREN"
"2647",24,1006.27702424386,"WHEAT","Winter Wheat",2017,2017,6,646,"VAN BUREN"
"2650",36,4089.41725267791,"ALFALFA","Alfalfa",2017,2017,6,6826,"VAN BUREN"
"2651",37,380.182095712973,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,6,1639,"VAN BUREN"
"2652",43,244.644621696367,"POTATOES","Potatoes",2017,2017,6,24,"VAN BUREN"
"2655",53,23.7924090028931,"PEAS","Row Crops",2017,2017,6,4,"VAN BUREN"
"2658",66,403.238592362636,"CHERRIES","Cherries",2017,2017,6,831,"VAN BUREN"
"2659",67,12.7723355794427,"PEACHES","Tree Crops",2017,2017,6,210,"VAN BUREN"
"2660",68,1316.77717432605,"APPLES","Apples",2017,2017,6,2532,"VAN BUREN"
"2661",69,2880.54771842539,"GRAPES","Tree Crops",2017,2017,6,3183,"VAN BUREN"
"2663",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,6,1250,"VAN BUREN"
"2664",222,203.22193582243,"SQUASH","Row Crops",2017,2017,6,490,"VAN BUREN"
"2667",1,42757.892932692,"CORN","Corn",2017,2017,5,56355,"VAN BUREN"
"2669",5,33020.7543105161,"SOYBEANS","Soy",2017,2017,5,34377,"VAN BUREN"
"2671",24,1026.88937710485,"WHEAT","Winter Wheat",2017,2017,5,646,"VAN BUREN"
"2674",36,4214.17999662236,"ALFALFA","Alfalfa",2017,2017,5,6826,"VAN BUREN"
"2675",37,399.146821932241,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,5,1639,"VAN BUREN"
"2676",43,245.718695643395,"POTATOES","Potatoes",2017,2017,5,24,"VAN BUREN"
"2679",53,24.4152413482147,"PEAS","Row Crops",2017,2017,5,4,"VAN BUREN"
"2682",66,513.804529356823,"CHERRIES","Cherries",2017,2017,5,831,"VAN BUREN"
"2683",67,12.8786536519318,"PEACHES","Tree Crops",2017,2017,5,210,"VAN BUREN"
"2684",68,1418.11536038236,"APPLES","Apples",2017,2017,5,2532,"VAN BUREN"
"2685",69,3000.21122286475,"GRAPES","Tree Crops",2017,2017,5,3183,"VAN BUREN"
"2688",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,5,1250,"VAN BUREN"
"2689",222,226.436255316616,"SQUASH","Row Crops",2017,2017,5,490,"VAN BUREN"
"2692",1,43000.7182177339,"CORN","Corn",2017,2017,4,56355,"VAN BUREN"
"2694",5,33395.6318038577,"SOYBEANS","Soy",2017,2017,4,34377,"VAN BUREN"
"2696",24,1034.69776452409,"WHEAT","Winter Wheat",2017,2017,4,646,"VAN BUREN"
"2699",36,4280.29903479996,"ALFALFA","Alfalfa",2017,2017,4,6826,"VAN BUREN"
"2700",37,424.619038991266,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,4,1639,"VAN BUREN"
"2701",42,30.4338761497485,"DRY BEANS","Dry Beans",2017,2017,4,4,"VAN BUREN"
"2702",43,245.718695643395,"POTATOES","Potatoes",2017,2017,4,24,"VAN BUREN"
"2705",53,24.4152413482147,"PEAS","Row Crops",2017,2017,4,4,"VAN BUREN"
"2708",66,587.743431038341,"CHERRIES","Cherries",2017,2017,4,831,"VAN BUREN"
"2709",67,12.8941827171039,"PEACHES","Tree Crops",2017,2017,4,210,"VAN BUREN"
"2710",68,1411.91294494727,"APPLES","Apples",2017,2017,4,2532,"VAN BUREN"
"2711",69,3102.33800935713,"GRAPES","Tree Crops",2017,2017,4,3183,"VAN BUREN"
"2714",207,15.4728733081012,"ASPARAGUS","Row Crops",2017,2017,4,1250,"VAN BUREN"
"2715",222,226.613231332431,"SQUASH","Row Crops",2017,2017,4,490,"VAN BUREN"
"2718",1,43368.9471616194,"CORN","Corn",2017,2017,3,56355,"VAN BUREN"
"2720",5,33551.5247167346,"SOYBEANS","Soy",2017,2017,3,34377,"VAN BUREN"
"2722",24,1055.97529164875,"WHEAT","Winter Wheat",2017,2017,3,646,"VAN BUREN"
"2725",36,4411.10309526321,"ALFALFA","Alfalfa",2017,2017,3,6826,"VAN BUREN"
"2726",37,492.649797942944,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,3,1639,"VAN BUREN"
"2727",42,30.7084614458325,"DRY BEANS","Dry Beans",2017,2017,3,4,"VAN BUREN"
"2728",43,245.168453619391,"POTATOES","Potatoes",2017,2017,3,24,"VAN BUREN"
"2731",53,24.4152413482147,"PEAS","Row Crops",2017,2017,3,4,"VAN BUREN"
"2734",66,704.566588080786,"CHERRIES","Cherries",2017,2017,3,831,"VAN BUREN"
"2735",67,22.8726811161462,"PEACHES","Tree Crops",2017,2017,3,210,"VAN BUREN"
"2736",68,1473.3065647093,"APPLES","Apples",2017,2017,3,2532,"VAN BUREN"
"2737",69,3179.99059347464,"GRAPES","Tree Crops",2017,2017,3,3183,"VAN BUREN"
"2740",207,15.6099983639337,"ASPARAGUS","Row Crops",2017,2017,3,1250,"VAN BUREN"
"2741",222,268.90056342191,"SQUASH","Row Crops",2017,2017,3,490,"VAN BUREN"
"2744",1,43593.6802189679,"CORN","Corn",2017,2017,2,56355,"VAN BUREN"
"2746",5,33810.670322225,"SOYBEANS","Soy",2017,2017,2,34377,"VAN BUREN"
"2747",24,1099.72840915263,"WHEAT","Winter Wheat",2017,2017,2,646,"VAN BUREN"
"2750",36,4513.20813512804,"ALFALFA","Alfalfa",2017,2017,2,6826,"VAN BUREN"
"2751",37,549.288408314825,"OTHER HAY/NON ALFALFA","Row Crops",2017,2017,2,1639,"VAN BUREN"
"2752",42,30.7627534790137,"DRY BEANS","Dry Beans",2017,2017,2,4,"VAN BUREN"
"2753",43,244.999526312945,"POTATOES","Potatoes",2017,2017,2,24,"VAN BUREN"
