"","WAUSHARA.Class","WAUSHARA.fieldacres","WAUSHARA.Commodity","WAUSHARA.Bin","WAUSHARA.Year","WAUSHARA.year","WAUSHARA.threshold","WAUSHARA.NASSacres","WAUSHARA.County"
"2161",5,12118.6500501361,"SOYBEANS","Soy",2017,2017,14,17312,"WAUSHARA"
"2162",24,904.230698481677,"WHEAT","Winter Wheat",2017,2017,14,1782,"WAUSHARA"
"2163",27,166.092934000849,"RYE","Rye",2017,2017,14,485,"WAUSHARA"
"2164",28,39.426631529679,"OATS","Row Crops",2017,2017,14,352,"WAUSHARA"
"2166",36,3822.13147729622,"HAY","Alfalfa",2017,2017,14,22066,"WAUSHARA"
"2168",43,9864.27413375647,"POTATOES","Potatoes",2017,2017,14,8677,"WAUSHARA"
"2170",50,654.861769980268,"CUCUMBERS","Row Crops",2017,2017,14,2989,"WAUSHARA"
"2171",53,1360.70617059337,"PEAS","Row Crops",2017,2017,14,2354,"WAUSHARA"
"2173",206,1881.57890989101,"CARROTS","Row Crops",2017,2017,14,6,"WAUSHARA"
"2174",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,14,6,"WAUSHARA"
"2175",222,15.5331853282538,"SQUASH","Row Crops",2017,2017,14,56,"WAUSHARA"
"2177",243,464.334475454949,"CABBAGE","Row Crops",2017,2017,14,1,"WAUSHARA"
"2178",1,34534.2483908603,"CORN","Corn",2017,2017,13,44408,"WAUSHARA"
"2179",5,14047.2219659317,"SOYBEANS","Soy",2017,2017,13,17312,"WAUSHARA"
"2180",24,1075.03878548313,"WHEAT","Winter Wheat",2017,2017,13,1782,"WAUSHARA"
"2181",27,226.432799225005,"RYE","Rye",2017,2017,13,485,"WAUSHARA"
"2182",28,45.0209040947052,"OATS","Row Crops",2017,2017,13,352,"WAUSHARA"
"2184",36,5525.19511258017,"HAY","Alfalfa",2017,2017,13,22066,"WAUSHARA"
"2186",43,11451.3227612086,"POTATOES","Potatoes",2017,2017,13,8677,"WAUSHARA"
"2188",50,907.693872372065,"CUCUMBERS","Row Crops",2017,2017,13,2989,"WAUSHARA"
"2189",53,1565.59681960222,"PEAS","Row Crops",2017,2017,13,2354,"WAUSHARA"
"2192",206,2263.10550861459,"CARROTS","Row Crops",2017,2017,13,6,"WAUSHARA"
"2193",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,13,6,"WAUSHARA"
"2194",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,13,56,"WAUSHARA"
"2196",243,539.376953556349,"CABBAGE","Row Crops",2017,2017,13,1,"WAUSHARA"
"2197",1,36169.1770123805,"CORN","Corn",2017,2017,12,44408,"WAUSHARA"
"2198",5,14844.0093460671,"SOYBEANS","Soy",2017,2017,12,17312,"WAUSHARA"
"2199",24,1130.45735796181,"WHEAT","Winter Wheat",2017,2017,12,1782,"WAUSHARA"
"2200",27,242.00925748916,"RYE","Rye",2017,2017,12,485,"WAUSHARA"
"2201",28,49.5316590002905,"OATS","Row Crops",2017,2017,12,352,"WAUSHARA"
"2203",36,6222.29543288932,"HAY","Alfalfa",2017,2017,12,22066,"WAUSHARA"
"2205",43,11615.5756377811,"POTATOES","Potatoes",2017,2017,12,8677,"WAUSHARA"
"2207",50,912.774026454618,"CUCUMBERS","Row Crops",2017,2017,12,2989,"WAUSHARA"
"2208",53,1585.34986286504,"PEAS","Row Crops",2017,2017,12,2354,"WAUSHARA"
"2211",206,2278.13384416019,"CARROTS","Row Crops",2017,2017,12,6,"WAUSHARA"
"2212",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,12,6,"WAUSHARA"
"2213",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,12,56,"WAUSHARA"
"2215",243,555.682800776686,"CABBAGE","Row Crops",2017,2017,12,1,"WAUSHARA"
"2216",1,37122.1140632637,"CORN","Corn",2017,2017,11,44408,"WAUSHARA"
"2217",5,15032.0596242977,"SOYBEANS","Soy",2017,2017,11,17312,"WAUSHARA"
"2218",24,1159.10803505508,"WHEAT","Winter Wheat",2017,2017,11,1782,"WAUSHARA"
"2219",27,259.459471552889,"RYE","Rye",2017,2017,11,485,"WAUSHARA"
"2220",28,49.8567572096918,"OATS","Row Crops",2017,2017,11,352,"WAUSHARA"
"2222",36,6553.22811536423,"HAY","Alfalfa",2017,2017,11,22066,"WAUSHARA"
"2224",43,11671.6948019516,"POTATOES","Potatoes",2017,2017,11,8677,"WAUSHARA"
"2226",50,927.629409042022,"CUCUMBERS","Row Crops",2017,2017,11,2989,"WAUSHARA"
"2227",53,1592.57908687028,"PEAS","Row Crops",2017,2017,11,2354,"WAUSHARA"
"2230",206,2277.82781734697,"CARROTS","Row Crops",2017,2017,11,6,"WAUSHARA"
"2231",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,11,6,"WAUSHARA"
"2232",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,11,56,"WAUSHARA"
"2234",243,557.227329915574,"CABBAGE","Row Crops",2017,2017,11,1,"WAUSHARA"
"2235",1,37629.2647944455,"CORN","Corn",2017,2017,10,44408,"WAUSHARA"
"2236",5,15264.9440913762,"SOYBEANS","Soy",2017,2017,10,17312,"WAUSHARA"
"2237",24,1148.61863346449,"WHEAT","Winter Wheat",2017,2017,10,1782,"WAUSHARA"
"2238",27,265.631755712533,"RYE","Rye",2017,2017,10,485,"WAUSHARA"
"2239",28,50.3656647991162,"OATS","Row Crops",2017,2017,10,352,"WAUSHARA"
"2241",36,6701.47240814025,"HAY","Alfalfa",2017,2017,10,22066,"WAUSHARA"
"2243",43,11719.5635779594,"POTATOES","Potatoes",2017,2017,10,8677,"WAUSHARA"
"2245",50,927.766503662192,"CUCUMBERS","Row Crops",2017,2017,10,2989,"WAUSHARA"
"2246",53,1604.92844209484,"PEAS","Row Crops",2017,2017,10,2354,"WAUSHARA"
"2249",206,2278.98285081915,"CARROTS","Row Crops",2017,2017,10,6,"WAUSHARA"
"2250",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,10,6,"WAUSHARA"
"2251",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,10,56,"WAUSHARA"
"2253",243,569.543526406139,"CABBAGE","Row Crops",2017,2017,10,1,"WAUSHARA"
"2254",1,37905.891766936,"CORN","Corn",2017,2017,9,44408,"WAUSHARA"
"2255",5,15350.9037405304,"SOYBEANS","Soy",2017,2017,9,17312,"WAUSHARA"
"2256",24,1153.03879316764,"WHEAT","Winter Wheat",2017,2017,9,1782,"WAUSHARA"
"2257",27,278.146766937721,"RYE","Rye",2017,2017,9,485,"WAUSHARA"
"2258",28,50.3656647991162,"OATS","Row Crops",2017,2017,9,352,"WAUSHARA"
"2260",36,6814.48430797426,"HAY","Alfalfa",2017,2017,9,22066,"WAUSHARA"
"2262",43,11729.3003163313,"POTATOES","Potatoes",2017,2017,9,8677,"WAUSHARA"
"2264",50,928.18073531764,"CUCUMBERS","Row Crops",2017,2017,9,2989,"WAUSHARA"
"2265",53,1606.86351576946,"PEAS","Row Crops",2017,2017,9,2354,"WAUSHARA"
"2268",206,2279.24038158692,"CARROTS","Row Crops",2017,2017,9,6,"WAUSHARA"
"2269",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,9,6,"WAUSHARA"
"2270",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,9,56,"WAUSHARA"
"2272",243,570.841252579007,"CABBAGE","Row Crops",2017,2017,9,1,"WAUSHARA"
"2273",1,38099.1106374107,"CORN","Corn",2017,2017,8,44408,"WAUSHARA"
"2274",5,15403.0881202398,"SOYBEANS","Soy",2017,2017,8,17312,"WAUSHARA"
"2275",24,1177.87229025451,"WHEAT","Winter Wheat",2017,2017,8,1782,"WAUSHARA"
"2276",27,279.188747429098,"RYE","Rye",2017,2017,8,485,"WAUSHARA"
"2277",28,62.8649022069385,"OATS","Row Crops",2017,2017,8,352,"WAUSHARA"
"2279",36,6882.16978468424,"HAY","Alfalfa",2017,2017,8,22066,"WAUSHARA"
"2281",43,11748.5878996214,"POTATOES","Potatoes",2017,2017,8,8677,"WAUSHARA"
"2283",50,930.428513793974,"CUCUMBERS","Row Crops",2017,2017,8,2989,"WAUSHARA"
"2284",53,1607.28791423315,"PEAS","Row Crops",2017,2017,8,2354,"WAUSHARA"
"2287",206,2279.25105461051,"CARROTS","Row Crops",2017,2017,8,6,"WAUSHARA"
"2288",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,8,6,"WAUSHARA"
"2289",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,8,56,"WAUSHARA"
"2291",243,571.777717425533,"CABBAGE","Row Crops",2017,2017,8,1,"WAUSHARA"
"2292",1,38285.6729595814,"CORN","Corn",2017,2017,7,44408,"WAUSHARA"
"2293",5,15542.5387143476,"SOYBEANS","Soy",2017,2017,7,17312,"WAUSHARA"
"2294",24,1179.69731533128,"WHEAT","Winter Wheat",2017,2017,7,1782,"WAUSHARA"
"2295",27,282.557428029647,"RYE","Rye",2017,2017,7,485,"WAUSHARA"
"2296",28,51.9117101407416,"OATS","Row Crops",2017,2017,7,352,"WAUSHARA"
"2298",36,7020.48427714636,"HAY","Alfalfa",2017,2017,7,22066,"WAUSHARA"
"2300",43,11761.2132906472,"POTATOES","Potatoes",2017,2017,7,8677,"WAUSHARA"
"2302",50,931.670805766812,"CUCUMBERS","Row Crops",2017,2017,7,2989,"WAUSHARA"
"2303",53,1608.81912006287,"PEAS","Row Crops",2017,2017,7,2354,"WAUSHARA"
"2306",206,2276.64157920684,"CARROTS","Row Crops",2017,2017,7,6,"WAUSHARA"
"2307",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,7,6,"WAUSHARA"
"2308",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,7,56,"WAUSHARA"
"2310",243,560.99348602737,"CABBAGE","Row Crops",2017,2017,7,1,"WAUSHARA"
"2311",1,38585.8284420746,"CORN","Corn",2017,2017,6,44408,"WAUSHARA"
"2312",5,15671.5897101367,"SOYBEANS","Soy",2017,2017,6,17312,"WAUSHARA"
"2313",24,1196.73229559486,"WHEAT","Winter Wheat",2017,2017,6,1782,"WAUSHARA"
"2314",27,282.946473646725,"RYE","Rye",2017,2017,6,485,"WAUSHARA"
"2315",28,52.2225635251288,"OATS","Row Crops",2017,2017,6,352,"WAUSHARA"
"2317",36,7102.67770437044,"HAY","Alfalfa",2017,2017,6,22066,"WAUSHARA"
"2319",43,11786.3516806454,"POTATOES","Potatoes",2017,2017,6,8677,"WAUSHARA"
"2321",50,932.692295184655,"CUCUMBERS","Row Crops",2017,2017,6,2989,"WAUSHARA"
"2322",53,1608.92438308267,"PEAS","Row Crops",2017,2017,6,2354,"WAUSHARA"
"2325",206,2279.52681582716,"CARROTS","Row Crops",2017,2017,6,6,"WAUSHARA"
"2326",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,6,6,"WAUSHARA"
"2327",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,6,56,"WAUSHARA"
"2329",243,563.354324512758,"CABBAGE","Row Crops",2017,2017,6,1,"WAUSHARA"
"2330",1,38935.7813832135,"CORN","Corn",2017,2017,5,44408,"WAUSHARA"
"2331",5,15829.7549783626,"SOYBEANS","Soy",2017,2017,5,17312,"WAUSHARA"
"2332",24,1238.45436440921,"WHEAT","Winter Wheat",2017,2017,5,1782,"WAUSHARA"
"2333",27,282.683960630425,"RYE","Rye",2017,2017,5,485,"WAUSHARA"
"2334",28,52.5998590460779,"OATS","Row Crops",2017,2017,5,352,"WAUSHARA"
"2336",36,7389.67405033487,"HAY","Alfalfa",2017,2017,5,22066,"WAUSHARA"
"2338",43,11818.879588483,"POTATOES","Potatoes",2017,2017,5,8677,"WAUSHARA"
"2340",50,933.108733470861,"CUCUMBERS","Row Crops",2017,2017,5,2989,"WAUSHARA"
"2341",53,1609.51380539618,"PEAS","Row Crops",2017,2017,5,2354,"WAUSHARA"
"2344",206,2339.22325124338,"CARROTS","Row Crops",2017,2017,5,6,"WAUSHARA"
"2345",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,5,6,"WAUSHARA"
"2346",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,5,56,"WAUSHARA"
"2348",243,568.865383926078,"CABBAGE","Row Crops",2017,2017,5,1,"WAUSHARA"
"2349",1,39635.4579297299,"CORN","Corn",2017,2017,4,44408,"WAUSHARA"
"2350",5,16103.0126752942,"SOYBEANS","Soy",2017,2017,4,17312,"WAUSHARA"
"2351",24,1253.32010616187,"WHEAT","Winter Wheat",2017,2017,4,1782,"WAUSHARA"
"2352",27,306.641246764538,"RYE","Rye",2017,2017,4,485,"WAUSHARA"
"2353",28,52.992580651673,"OATS","Row Crops",2017,2017,4,352,"WAUSHARA"
"2355",36,7679.64489242179,"HAY","Alfalfa",2017,2017,4,22066,"WAUSHARA"
"2358",43,11886.7528497601,"POTATOES","Potatoes",2017,2017,4,8677,"WAUSHARA"
"2360",50,925.746797068022,"CUCUMBERS","Row Crops",2017,2017,4,2989,"WAUSHARA"
"2361",53,1618.73130223065,"PEAS","Row Crops",2017,2017,4,2354,"WAUSHARA"
"2364",206,2356.25089035887,"CARROTS","Row Crops",2017,2017,4,6,"WAUSHARA"
"2365",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,4,6,"WAUSHARA"
"2366",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,4,56,"WAUSHARA"
"2368",243,573.385856404708,"CABBAGE","Row Crops",2017,2017,4,1,"WAUSHARA"
"2369",1,40859.4755887142,"CORN","Corn",2017,2017,3,44408,"WAUSHARA"
"2370",5,16381.8248125025,"SOYBEANS","Soy",2017,2017,3,17312,"WAUSHARA"
"2371",24,1309.78243151907,"WHEAT","Winter Wheat",2017,2017,3,1782,"WAUSHARA"
"2372",27,321.090327257334,"RYE","Rye",2017,2017,3,485,"WAUSHARA"
"2373",28,53.3574549535504,"OATS","Row Crops",2017,2017,3,352,"WAUSHARA"
"2375",36,8347.45803442227,"HAY","Alfalfa",2017,2017,3,22066,"WAUSHARA"
"2378",43,12005.1023071817,"POTATOES","Potatoes",2017,2017,3,8677,"WAUSHARA"
"2380",50,900.654031303889,"CUCUMBERS","Row Crops",2017,2017,3,2989,"WAUSHARA"
"2381",53,1634.1419394056,"PEAS","Row Crops",2017,2017,3,2354,"WAUSHARA"
"2384",206,2398.3404673212,"CARROTS","Row Crops",2017,2017,3,6,"WAUSHARA"
"2385",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,3,6,"WAUSHARA"
"2386",222,26.4173073239648,"SQUASH","Row Crops",2017,2017,3,56,"WAUSHARA"
"2388",243,584.449322606365,"CABBAGE","Row Crops",2017,2017,3,1,"WAUSHARA"
"2389",1,41850.0953167908,"CORN","Corn",2017,2017,2,44408,"WAUSHARA"
"2390",5,16772.2355796439,"SOYBEANS","Soy",2017,2017,2,17312,"WAUSHARA"
"2391",24,1354.63495313283,"WHEAT","Winter Wheat",2017,2017,2,1782,"WAUSHARA"
"2392",27,356.392299350762,"RYE","Rye",2017,2017,2,485,"WAUSHARA"
"2393",28,54.3308937906268,"OATS","Row Crops",2017,2017,2,352,"WAUSHARA"
"2395",36,9265.82131197994,"HAY","Alfalfa",2017,2017,2,22066,"WAUSHARA"
"2398",43,12023.0843499351,"POTATOES","Potatoes",2017,2017,2,8677,"WAUSHARA"
"2400",50,902.623307845757,"CUCUMBERS","Row Crops",2017,2017,2,2989,"WAUSHARA"
"2401",53,1647.60996792277,"PEAS","Row Crops",2017,2017,2,2354,"WAUSHARA"
"2404",206,2399.69581658832,"CARROTS","Row Crops",2017,2017,2,6,"WAUSHARA"
"2405",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,2,6,"WAUSHARA"
"2406",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,2,56,"WAUSHARA"
"2408",243,584.606420424548,"CABBAGE","Row Crops",2017,2017,2,1,"WAUSHARA"
"2409",1,43126.1917640974,"CORN","Corn",2017,2017,1,44408,"WAUSHARA"
"2410",5,17277.3236014461,"SOYBEANS","Soy",2017,2017,1,17312,"WAUSHARA"
"2411",24,1402.77162184875,"WHEAT","Winter Wheat",2017,2017,1,1782,"WAUSHARA"
"2412",27,403.513551573952,"RYE","Rye",2017,2017,1,485,"WAUSHARA"
"2413",28,54.4652225963855,"OATS","Row Crops",2017,2017,1,352,"WAUSHARA"
"2415",36,10445.6880831847,"HAY","Alfalfa",2017,2017,1,22066,"WAUSHARA"
"2418",43,12026.9249330353,"POTATOES","Potatoes",2017,2017,1,8677,"WAUSHARA"
"2420",50,901.499506430613,"CUCUMBERS","Row Crops",2017,2017,1,2989,"WAUSHARA"
"2421",53,1693.74175667633,"PEAS","Row Crops",2017,2017,1,2354,"WAUSHARA"
"2424",206,2421.00283933855,"CARROTS","Row Crops",2017,2017,1,6,"WAUSHARA"
"2425",216,39.6921793344238,"PEPPERS","Row Crops",2017,2017,1,6,"WAUSHARA"
"2426",222,15.5346484420264,"SQUASH","Row Crops",2017,2017,1,56,"WAUSHARA"
"2428",243,585.561650259474,"CABBAGE","Row Crops",2017,2017,1,1,"WAUSHARA"
